topology,layout,paths,worst_il_db,avg_il_db,il_std_db,il_iqr_db,il_p50_db,il_p90_db,il_p95_db,il_p99_db,worst_sxr_db,avg_sxr_db,sxr_p01_db,sxr_p05_db,sxr_violation_count,n_logical,n_physical,layer,seed,eval_mode,train_perms,eval_perms,n_mrr,n_stages,avg_crossing_count,crossing_loss_db_per_cross
spanke_benes_5x5,default,600,2.100763854083667,1.8189309455673417,0.14288829697394892,0.20859841582914918,1.8423470210473663,1.9694972104364346,2.0351305322600517,2.088223467698692,11.315199620028451,19.53327396754455,12.00425978222436,12.869859170154063,358,5,5,logical,42,exhaustive,0,120,10,7,0.0,0.1
spanke_benes_rect_5x5,default,600,1.5494972104364346,1.39893094556734,0.12042119195811182,0.16029920791457442,1.4325309455673394,1.5368301534819135,1.5494972104364346,1.5494972104364346,13.36136791705476,19.646083604877617,13.368991151746597,14.355150993795787,390,5,5,logical,42,exhaustive,0,120,10,5,0.0,0.1
padded_benes_8x8,default,4320,3.2094972104364343,2.651223236102623,0.3029563923979759,0.3498338211931502,2.7228313243454756,2.9581642673909556,3.089497210436434,3.1581642673909553,12.159170955189229,15.687826730645039,12.39076708439101,13.083368822164667,4224,6,8,logical,42,exhaustive,0,720,20,5,14.2,0.1
waksman_6x6,default,4320,2.550831324345476,1.9952682162771418,0.20232380641420258,0.24286697089227438,1.9927148700873125,2.269497210436435,2.433497210436434,2.5381642673909557,12.259072429626363,18.45568333574926,12.838688852319454,13.583127249187672,3684,6,6,logical,42,exhaustive,0,720,11,5,7.0,0.1
spanke_benes_6x6,default,4320,2.690696383821858,2.3298303486258565,0.17678889059608308,0.2355658515618062,2.359496039572872,2.547726015402465,2.5594297401746258,2.6780293268673363,9.652562691023569,17.665132089089152,10.174959794966776,11.505889552786567,4008,6,6,logical,42,exhaustive,0,720,15,9,0.0,0.1
spanke_benes_rect_6x6,default,4320,1.8637964183510098,1.6998303486258335,0.14238312719839186,0.18563332182361592,1.7421630965273933,1.8511293613964888,1.8637964183510092,1.8637964183510098,12.323927853899914,17.87846529869738,12.34291856200609,13.106505825615557,3360,6,6,logical,42,exhaustive,0,720,15,6,0.0,0.1
padded_benes_8x8,default,2100,3.2094972104364343,2.71705407077333,0.3165784058121902,0.37666705695452096,2.761497210436435,3.089497210436434,3.1534972104364343,3.1708313243454755,11.676958767660405,15.33384403781504,12.086598895815523,12.796443162068798,2063,7,8,logical,42,sample,0,300,20,5,18.726666666666667,0.1
waksman_7x7,default,2100,3.4094972104364345,2.4514052636197636,0.35032865283782183,0.4720000000000004,2.4598638886128184,2.8128301534819142,3.238164267390956,3.358164267390955,11.447121773027725,17.074481414374894,11.932818911585956,12.991987922760377,1963,7,7,logical,42,sample,0,300,14,5,18.156666666666666,0.1
spanke_benes_7x7,default,2100,3.2806289135600486,2.8428827456268944,0.2091334911173811,0.2802992079145734,2.8837952474874466,3.0837289480892,3.1493622699128156,3.214995591736433,8.21172551559366,16.482983580196002,9.127160028719814,10.340305160102718,1966,7,7,logical,42,sample,0,300,21,11,0.0,0.1
spanke_benes_rect_7x7,default,2100,2.178095626265584,2.0028827456268945,0.15892156740785504,0.18563332182361658,2.069129361396488,2.1394297401746254,2.178095626265583,2.178095626265584,11.331656417838643,16.721118679885492,11.43077326169355,12.070334400439751,1938,7,7,logical,42,sample,0,300,21,7,0.0,0.1
padded_benes_8x8,default,2400,3.248163096527393,2.765249472988426,0.32855639556691163,0.39199999999999946,2.876830153481914,3.1336301534819135,3.1581642673909553,3.1968301534819137,11.616675435670242,14.416750893562922,11.676542837037083,12.170506878018173,2375,8,8,logical,42,sample,0,300,20,5,22.95,0.1
waksman_8x8,default,2400,3.309497210436434,2.5511880959612823,0.37012719039192055,0.5480000000000009,2.5798638886128185,3.0381642673909557,3.089497210436435,3.2968301534819133,11.676958767660405,16.341001873537845,12.015442726712733,12.702177702864317,2298,8,8,logical,42,sample,0,300,17,5,19.873333333333335,0.1
spanke_benes_8x8,default,2400,3.8705614432982394,3.353688058592752,0.2452300339688453,0.3785309455673387,3.3903285347819105,3.6609944208728695,3.673661477827391,3.8049281214746236,6.916394496618614,14.831095714545254,7.756154372637406,8.77532979782519,2332,8,8,logical,42,sample,0,300,28,13,0.0,0.1
spanke_benes_rect_8x8,default,2400,2.4923948341801587,2.303688058592767,0.17859617495351307,0.19896509400553342,2.3834285693110626,2.4537289480892,2.479727777225638,2.4923948341801587,10.506138315591983,15.139383270045336,11.061746293071257,11.741343964956132,2332,8,8,logical,42,sample,0,300,28,8,0.0,0.1
padded_benes_16x16,default,2700,6.158095626265584,5.020757059116768,0.5325265239602901,0.6546658860909575,5.056096797129147,5.699429740174624,5.763429740174626,5.906762683220105,8.113006175082155,11.628100899627496,8.776302081743427,9.03780083917595,2668,9,16,logical,42,sample,0,300,56,7,37.123333333333335,0.1
waksman_9x9,default,2700,5.050762683220104,3.4833078572870297,0.4461882063327802,0.5,3.4845309455673394,3.9518638886128183,4.070463475305529,4.51327718351411,8.827586618757287,15.17265944264658,9.965035467464892,11.60733874222935,2582,9,9,logical,42,sample,0,300,21,7,34.32333333333333,0.1
spanke_benes_9x9,default,2700,4.46049397303643,3.868351256793716,0.2764667261147219,0.3785309455673391,3.8967615123565427,4.197960685741965,4.2635940075655805,4.394860651212815,5.7248406094977256,13.89705702826078,6.446716889389318,8.037433483088035,2631,9,9,logical,42,sample,0,300,36,15,0.0,0.1
spanke_benes_rect_9x9,default,2700,2.8066940420947333,2.608351256793718,0.1955980022114247,0.19096509400553385,2.689727777225638,2.7680281560037736,2.7940269851402117,2.8066940420947333,9.671704814377605,14.28847773296809,10.223830450582804,10.809981457352462,2631,9,9,logical,42,sample,0,300,36,9,0.0,0.1
padded_benes_16x16,default,3000,6.358095626265584,5.121241146380023,0.5333051334945832,0.5999999999999988,5.190095626265583,5.774095626265583,5.914762683220104,6.080763854083667,7.9004743127004895,11.502204463538023,8.65259134859082,9.1022299304119,2981,10,16,logical,42,sample,0,300,56,7,45.83,0.1
waksman_10x10,default,3000,5.332096797129147,3.7682810371486077,0.4632500277244309,0.5636321509600544,3.8238638886128182,4.236163096527393,4.451797589214571,5.048096797129146,8.264820044513971,14.66450809287756,9.483701672111929,10.800329208985023,2863,10,10,logical,42,sample,0,300,25,7,40.63,0.1
spanke_benes_10x10,default,3000,5.05042650277462,4.381075068328225,0.31333593254414915,0.4115658515618055,4.421060720271117,4.749227329389197,4.84085948034925,4.972126123996484,4.609214280068155,12.963693989195635,5.389323313464874,6.75298754762105,2922,10,10,logical,42,sample,0,300,45,17,0.0,0.1
spanke_benes_rect_10x10,default,3000,3.1209932500093074,2.9110750683282736,0.21289114306091717,0.19193370060175363,2.9923285347819113,3.082327363918348,3.1083261930547863,3.1209932500093074,8.968584215028812,13.466629988792961,9.44808573421316,9.969890534746957,2922,10,10,logical,42,sample,0,300,45,10,0.0,0.1
padded_benes_16x16,default,3300,6.506762683220105,5.258036413481022,0.5594348291019822,0.6366670569545203,5.327429740174626,5.922762683220105,6.048463444281419,6.255429740174626,7.67267675986191,11.388410111510503,8.381493736062087,9.057586623440077,3278,11,16,logical,42,sample,0,300,56,7,56.75,0.1
waksman_11x11,default,3300,5.860096797129147,4.116387174680181,0.5368054829330872,0.6914659721532059,4.0891293613964885,4.716163096527394,4.908081017128916,5.671429740174625,7.463859010073164,13.994415680930295,8.799000720886086,10.28352071213684,3174,11,11,logical,42,sample,0,300,29,7,52.74,0.1
spanke_benes_11x11,default,3300,5.64035903251281,4.894145957109576,0.350527291659048,0.5357964183510076,4.945359928185692,5.31219242339473,5.377825745218345,5.509092388865579,3.554899190818394,11.931882046162157,4.713484094488488,5.668959269451982,3242,11,11,logical,42,sample,0,300,55,19,0.0,0.1
spanke_benes_rect_11x11,default,3300,3.435292457923882,3.214145957109598,0.23152252844437485,0.18563332182361503,3.3066277426964863,3.383959514878403,3.3966265718329236,3.435292457923882,8.231685954088485,12.547309514633998,8.717669593763345,9.614605655247884,3242,11,11,logical,42,sample,0,300,55,11,0.0,0.1
padded_benes_16x16,default,3600,6.558095626265583,5.378290990952605,0.5763948287230085,0.6446670569545194,5.468096797129146,6.048096797129146,6.150762683220105,6.350836012650558,7.457202035672247,10.966275414474307,8.279061759264689,8.906399975067469,3590,12,16,logical,42,sample,0,300,56,7,67.95,0.1
waksman_12x12,default,3600,5.811429740174626,4.166157899485652,0.6005634380587089,0.7373341139090419,4.126463475305529,4.927763034479173,5.214762683220105,5.609103842375023,7.696990443431599,13.520292824095542,8.399527559611727,9.649992902811203,3505,12,12,logical,42,sample,0,300,33,7,52.193333333333335,0.1
spanke_benes_12x12,default,3600,6.230291562251002,5.407004570773795,0.38454195354506254,0.538064818293587,5.469659136100264,5.863459067041964,5.967758274956536,6.099024918603769,2.5557075400991307,11.039517000938867,3.651292326866767,4.764021120469761,3535,12,12,logical,42,sample,0,300,66,21,0.0,0.1
spanke_benes_rect_12x12,default,3600,3.749591665838456,3.5170045707738296,0.24514250491104672,0.18563332182361814,3.6209269506110595,3.6982587227929775,3.7109257797474973,3.749591665838455,7.6240416914292926,11.809826757589969,8.395951294719614,8.859257341052007,3535,12,12,logical,42,sample,0,300,66,12,0.0,0.1
padded_benes_16x16,default,3900,6.668096797129146,5.497011348115595,0.5972051850647977,0.7193329430454796,5.616095626265584,6.156296680042789,6.310095626265584,6.468096797129146,6.835088514324841,10.93608155614675,8.06860486993648,8.729838689917981,3879,13,16,logical,42,sample,0,300,56,7,81.46333333333334,0.1
waksman_13x13,default,3900,7.306762683220105,4.7085604075421355,0.6723575142859688,0.7986836318040833,4.632830153481914,5.523496039572873,5.84329597752465,6.892276785420507,6.396520257644525,12.770019737855316,7.813444258387141,9.143601949208799,3813,13,13,logical,42,sample,0,300,37,7,79.25666666666666,0.1
spanke_benes_13x13,default,3900,6.820224091989193,5.922228049976943,0.41338539397341983,0.5828308940342453,5.98225989365654,6.4138539647525965,6.492057482871112,6.685923713211055,1.5863722714509552,10.209301722458703,2.5957410284255156,3.8454564660087445,3850,13,13,logical,42,sample,0,300,78,23,0.0,0.1
spanke_benes_rect_13x13,default,3900,4.0638908737530315,3.8222280499769234,0.2527468784570188,0.1877069529386972,3.9225591015711134,4.01255793070755,4.025224987662072,4.06389087375303,6.973434838189276,11.118042943249106,7.68250429377926,8.166046098269463,3850,13,13,logical,42,sample,0,300,78,13,0.0,0.1
padded_benes_16x16,default,4200,6.7194297401746255,5.5955678603429995,0.6164005074067691,0.80866705695452,5.686762683220104,6.303162683220105,6.435429740174626,6.5994297401746245,6.59836198530464,10.590381395174623,7.734432177146196,8.425307426376715,4186,14,16,logical,42,sample,0,300,56,7,94.52333333333333,0.1
waksman_14x14,default,4200,7.158095626265584,4.9364638697060705,0.7513755699496084,0.9319999999999995,4.917796418351009,5.809796418351009,6.351429740174625,6.876096797129146,6.2680585587847615,12.307349854614944,7.600676562578952,8.687798718755353,4121,14,14,logical,42,sample,0,300,41,7,90.75666666666666,0.1
spanke_benes_14x14,default,4200,7.410156621727383,6.436179542277089,0.4477001493192678,0.6217142846555301,6.5065591015711135,6.977690804694728,7.081990012609301,7.213256656256536,0.6518840376240231,9.45704722895317,1.7945647223925487,2.8442684656912753,4142,14,14,logical,42,sample,0,300,91,25,0.0,0.1
spanke_benes_rect_14x14,default,4200,4.378190081667606,4.1261795422770895,0.2663834303092257,0.19896509400553253,4.236858309485688,4.314190081667605,4.339524195576646,4.378190081667604,6.386441100772084,10.514353852795395,7.063397637601637,7.514901545711574,4142,14,14,logical,42,sample,0,300,91,14,0.0,0.1
padded_benes_16x16,default,4500,6.9194297401746265,5.681686012557719,0.6336193173023621,0.8080000000000016,5.788096797129147,6.391429740174626,6.530095626265584,6.6894485810196995,6.616752115691785,10.32927396661654,7.366079401501054,8.166071994810547,4492,15,16,logical,42,sample,0,300,56,7,107.89,0.1
waksman_15x15,default,4500,7.158095626265585,5.221644771542566,0.775731222447937,1.1363678490399467,5.16179641835101,6.307429740174625,6.605428569311062,6.791943069605093,6.837081425173167,11.870058044319606,7.464673746992577,8.345327086521024,4442,15,15,logical,42,sample,0,300,45,7,106.22,0.1
spanke_benes_15x15,default,4500,8.000089151465573,6.950978000006366,0.47989066802970154,0.6797301189527625,7.030858309485688,7.54065589870026,7.633256656256535,7.803189185994726,-0.2388981976228892,8.66561000627152,0.8505579253659534,2.121667742931098,4450,15,15,logical,42,sample,0,300,105,27,0.0,0.1
spanke_benes_rect_15x15,default,4500,4.69248928958218,4.430978000006275,0.2777156417782001,0.1862980370510101,4.532190081667605,4.615157517400263,4.6411563465367,4.679822232627659,5.762701150864958,9.881406301836556,6.457000016143271,7.11484067145517,4450,15,15,logical,42,sample,0,300,105,15,0.0,0.1
padded_benes_16x16,default,4800,7.119429740174626,5.779535250056898,0.6668346226430695,0.8126670569545213,5.902095626265583,6.522762683220105,6.622762683220104,6.850762683220105,6.456969104390718,9.898415945769196,7.146988421400018,7.808621633561066,4797,16,16,logical,42,sample,0,300,56,7,122.56666666666666,0.1
waksman_16x16,default,4800,7.0147626832201055,5.280054216318524,0.8111105133709787,1.2122992079145742,5.240096797129146,6.348696680042792,6.478762683220104,6.722095626265583,6.603614008497605,11.645984617507054,7.617156713373901,8.253026421900898,4722,16,16,logical,42,sample,0,300,49,7,108.17,0.1
spanke_benes_16x16,default,4800,8.590021681203766,7.462436920678912,0.5200767410241477,0.7453634407763783,7.551155175673138,8.064955106614836,8.196221750262069,8.393121715732917,-1.1271367605061422,7.796784347938501,0.09046310950334197,1.150385865668962,4764,16,16,logical,42,sample,0,300,120,29,0.0,0.1
spanke_benes_rect_16x16,default,4800,5.006788497496754,4.73243692067897,0.2929929247700822,0.17926664364723344,4.839457896178399,4.929456725314837,4.955455554451275,4.994248111111782,5.238223605826934,9.147417748298087,5.883112843783773,6.522499008901088,4764,16,16,logical,42,sample,0,300,120,16,0.0,0.1
