topology,layout,permutation,route_status,paths,routed_paths,failed_paths,drc_violation_count,crossing_count,braid_pair_count,max_pair_crossing_count,repeated_crossing_pairs,topology_wiring_um,physical_wiring_um,wiring_delta_um,topology_worst_il_db,physical_worst_il_db,worst_il_delta_db,avg_il_delta_db,grid_pitch_um,min_spacing_um,mrr_keepout_um,port_escape_um,crossing_penalty_um,turn_guard_um,turn_timing_penalty_um,backtrack_penalty_um,hairpin_penalty_um,loss_aware_cost,prop_loss_db_per_um,bend_loss_db_per_bend,crossing_loss_db_per_cross,repeated_crossing_loss_db,jog_penalty_db,bend_placement_penalty_db,max_astar_pops,ripup_max_astar_pops,local_repair_max_shift_tracks
padded_benes_8x8,default,2-0-5-1-3-4,routed,6,6,0,0,34,10,4,I0-I1:3;I0-I3:2;I0-I4:4;I0-I5:2;I1-I3:3;I1-I4:2;I2-I3:3;I2-I5:4;I3-I5:3;I4-I5:4,4466.000000,8568.141502,4102.141502,4.200960,6.376491,2.175531,1.367381,8.0,4.0,6.0,10.0,20.0,16.0,48.0,80.0,200.0,True,0.002,0.02,0.0,0.5,0.05,0.05,,,8
