wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1551.0000,1.932898e+14,B,A,0.99290802,-0.08635260,0.98920838,-0.08563367
1551.0500,1.932836e+14,B,A,0.99276392,-0.08799313,0.98892301,-0.08724371
1551.1000,1.932773e+14,B,A,0.99261409,-0.08966707,0.98862636,-0.08888558
1551.1500,1.932711e+14,B,A,0.99245824,-0.09137576,0.98831785,-0.09056048
1551.2000,1.932649e+14,B,A,0.99229608,-0.09312060,0.98799686,-0.09226972
1551.2500,1.932586e+14,B,A,0.99212725,-0.09490304,0.98766277,-0.09401462
1551.3000,1.932524e+14,B,A,0.99195143,-0.09672464,0.98731486,-0.09579661
1551.3500,1.932462e+14,B,A,0.99176822,-0.09858702,0.98695242,-0.09761717
1551.4000,1.932399e+14,B,A,0.99157722,-0.10049190,0.98657465,-0.09947785
1551.4500,1.932337e+14,B,A,0.99137802,-0.10244108,0.98618072,-0.10138030
1551.5000,1.932275e+14,B,A,0.99117014,-0.10443648,0.98576971,-0.10332625
1551.5500,1.932213e+14,B,A,0.99095309,-0.10648009,0.98534068,-0.10531750
1551.6000,1.932150e+14,B,A,0.99072635,-0.10857406,0.98489259,-0.10735596
1551.6500,1.932088e+14,B,A,0.99048935,-0.11072063,0.98442432,-0.10944367
1551.7000,1.932026e+14,B,A,0.99024148,-0.11292218,0.98393469,-0.11158274
1551.7500,1.931964e+14,B,A,0.98998208,-0.11518125,0.98342243,-0.11377541
1551.8000,1.931901e+14,B,A,0.98971045,-0.11750049,0.98288615,-0.11602406
1551.8500,1.931839e+14,B,A,0.98942582,-0.11988277,0.98232438,-0.11833119
1551.9000,1.931777e+14,B,A,0.98912738,-0.12233109,0.98173551,-0.12069946
1551.9500,1.931715e+14,B,A,0.98881423,-0.12484865,0.98111782,-0.12313166
1552.0000,1.931652e+14,B,A,0.98848543,-0.12743888,0.98046945,-0.12563077
1552.0500,1.931590e+14,B,A,0.98813992,-0.13010540,0.97978839,-0.12819994
1552.1000,1.931528e+14,B,A,0.98777659,-0.13285209,0.97907243,-0.13084250
1552.1500,1.931466e+14,B,A,0.98739420,-0.13568309,0.97831922,-0.13356201
1552.2000,1.931404e+14,B,A,0.98699144,-0.13860282,0.97752619,-0.13636221
1552.2500,1.931341e+14,B,A,0.98656685,-0.14161600,0.97669053,-0.13924713
1552.3000,1.931279e+14,B,A,0.98611885,-0.14472771,0.97580919,-0.14222101
1552.3500,1.931217e+14,B,A,0.98564573,-0.14794335,0.97487886,-0.14528839
1552.4000,1.931155e+14,B,A,0.98514561,-0.15126877,0.97389591,-0.14845409
1552.4500,1.931093e+14,B,A,0.98461641,-0.15471022,0.97285637,-0.15172327
1552.5000,1.931030e+14,B,A,0.98405589,-0.15827443,0.97175590,-0.15510142
1552.5500,1.930968e+14,B,A,0.98346155,-0.16196867,0.97058973,-0.15859441
1552.6000,1.930906e+14,B,A,0.98283067,-0.16580076,0.96935263,-0.16220850
1552.6500,1.930844e+14,B,A,0.98216023,-0.16977916,0.96803883,-0.16595040
1552.7000,1.930782e+14,B,A,0.98144691,-0.17391304,0.96664199,-0.16982729
1552.7500,1.930719e+14,B,A,0.98068703,-0.17821230,0.96515508,-0.17384685
1552.8000,1.930657e+14,B,A,0.97987651,-0.18268770,0.96357034,-0.17801731
1552.8500,1.930595e+14,B,A,0.97901081,-0.18735096,0.96187918,-0.18234749
1552.9000,1.930533e+14,B,A,0.97808489,-0.19221481,0.96007203,-0.18684687
1552.9500,1.930471e+14,B,A,0.97709313,-0.19729315,0.95813826,-0.19152561
1553.0000,1.930409e+14,B,A,0.97602922,-0.20260116,0.95606600,-0.19639461
1553.0500,1.930346e+14,B,A,0.97488611,-0.20815545,0.95384199,-0.20146560
1553.1000,1.930284e+14,B,A,0.97365587,-0.21397426,0.95145137,-0.20675115
1553.1500,1.930222e+14,B,A,0.97232957,-0.22007762,0.94887747,-0.21226477
1553.2000,1.930160e+14,B,A,0.97089711,-0.22648759,0.94610151,-0.21802098
1553.2500,1.930098e+14,B,A,0.96934708,-0.23322850,0.94310230,-0.22403532
1553.3000,1.930036e+14,B,A,0.96766650,-0.24032729,0.93985588,-0.23032448
1553.3500,1.929974e+14,B,A,0.96584056,-0.24781378,0.93633508,-0.23690631
1553.4000,1.929912e+14,B,A,0.96385237,-0.25572115,0.93250899,-0.24379988
1553.4500,1.929849e+14,B,A,0.96168256,-0.26408633,0.92834237,-0.25102548
1553.5000,1.929787e+14,B,A,0.95930882,-0.27295058,0.92379491,-0.25860467
1553.5500,1.929725e+14,B,A,0.95670541,-0.28236008,0.91882040,-0.26656018
1553.6000,1.929663e+14,B,A,0.95384252,-0.29236670,0.91336567,-0.27491582
1553.6500,1.929601e+14,B,A,0.95068546,-0.30302882,0.90736941,-0.28369632
1553.7000,1.929539e+14,B,A,0.94719373,-0.31441237,0.90076066,-0.29292695
1553.7500,1.929477e+14,B,A,0.94331986,-0.32659201,0.89345708,-0.30263310
1553.8000,1.929415e+14,B,A,0.93900795,-0.33965257,0.88536287,-0.31283945
1553.8500,1.929353e+14,B,A,0.93419194,-0.35369066,0.87636621,-0.32356894
1553.9000,1.929291e+14,B,A,0.92879338,-0.36881673,0.86633628,-0.33484114
1553.9500,1.929228e+14,B,A,0.92271870,-0.38515735,0.85511970,-0.34667000
1554.0000,1.929166e+14,B,A,0.91585579,-0.40285808,0.84253627,-0.35906054
1554.0500,1.929104e+14,B,A,0.90806979,-0.42208668,0.82837403,-0.37200431
1554.1000,1.929042e+14,B,A,0.89919768,-0.44303711,0.81238362,-0.38547285
1554.1500,1.928980e+14,B,A,0.88904165,-0.46593398,0.79427191,-0.39940856
1554.2000,1.928918e+14,B,A,0.87736081,-0.49103792,0.77369529,-0.41371197
1554.2500,1.928856e+14,B,A,0.86386084,-0.51865146,0.75025316,-0.42822394
1554.3000,1.928794e+14,B,A,0.84818145,-0.54912567,0.72348283,-0.44270122
1554.3500,1.928732e+14,B,A,0.82988124,-0.58286693,0.69285794,-0.45678303
1554.4000,1.928670e+14,B,A,0.80842020,-0.62034331,0.65779448,-0.46994641
1554.4500,1.928608e+14,B,A,0.78314056,-0.66208915,0.61767049,-0.48144813
1554.5000,1.928546e+14,B,A,0.75324820,-0.70870544,0.57186986,-0.49025271
1554.5500,1.928484e+14,B,A,0.71779907,-0.76085184,0.51986518,-0.49495019
1554.6000,1.928422e+14,B,A,0.67569930,-0.81922378,0.46135973,-0.49367676
1554.6500,1.928360e+14,B,A,0.62573344,-0.88450425,0.39651045,-0.48406798
1554.7000,1.928298e+14,B,A,0.56664234,-0.95727498,0.32624442,-0.46330133
1554.7500,1.928236e+14,B,A,0.49727729,-1.03786353,0.25264750,-0.42831524
1554.8000,1.928174e+14,B,A,0.41685211,-1.12608243,0.17932962,-0.37630648
1554.8500,1.928112e+14,B,A,0.32528684,-1.22072679,0.11156139,-0.30555782
1554.9000,1.928050e+14,B,A,0.22357749,-1.31813861,0.05588949,-0.21647923
1554.9500,1.927988e+14,B,A,0.11406470,-1.40331501,0.01901452,-0.11246868
1555.0000,1.927926e+14,B,A,0.00607618,-0.00000000,0.00607618,-0.00000000
1555.0500,1.927864e+14,B,A,0.11405748,1.40331892,0.01901288,0.11246164
1555.1000,1.927802e+14,B,A,0.22355019,1.31816332,0.05587732,0.21645418
1555.1500,1.927740e+14,B,A,0.32523076,1.22078292,0.11152501,0.30551141
1555.2000,1.927678e+14,B,A,0.41676358,1.12617682,0.17925602,0.37624348
1555.2500,1.927616e+14,B,A,0.49715704,1.03799934,0.25252824,0.42824597
1555.3000,1.927554e+14,B,A,0.56649407,0.95745240,0.32607687,0.46323796
1555.3500,1.927492e+14,B,A,0.62556230,0.88472144,0.39629689,0.48402167
1555.4000,1.927430e+14,B,A,0.67551073,0.81947772,0.46110564,0.49365610
1555.4500,1.927368e+14,B,A,0.71759813,0.76113900,0.51957754,0.49496086
1555.5000,1.927306e+14,B,A,0.75303921,0.70902219,0.57155592,0.49029775
1555.5500,1.927244e+14,B,A,0.78292704,0.66243202,0.61733702,0.48152856
1555.6000,1.927182e+14,B,A,0.80820489,0.62070915,0.65744737,0.47006180
1555.6500,1.927120e+14,B,A,0.82966624,0.58325292,0.69250213,0.45693203
1555.7000,1.927058e+14,B,A,0.84796831,0.54952936,0.72312230,0.44288192
1555.7500,1.926996e+14,B,A,0.86365067,0.51907070,0.74989109,0.42843417
1555.8000,1.926934e+14,B,A,0.87715439,0.49147086,0.77333412,0.41394948
1555.8500,1.926873e+14,B,A,0.88883951,0.46637906,0.79391351,0.39967114
1555.9000,1.926811e+14,B,A,0.89900015,0.44349296,0.81202940,0.38575838
1555.9500,1.926749e+14,B,A,0.90787706,0.42255216,0.82802501,0.37231082
1556.0000,1.926687e+14,B,A,0.91566795,0.40333217,0.84219318,0.35938622
1556.0500,1.926625e+14,B,A,0.92253575,0.38563922,0.85478304,0.34701320
1556.1000,1.926563e+14,B,A,0.92861528,0.36930563,0.86600638,0.33520037
1556.1500,1.926501e+14,B,A,0.93401860,0.35418596,0.87604325,0.32394284
1556.2000,1.926439e+14,B,A,0.93883925,0.34015372,0.88504695,0.31322683
1556.2500,1.926377e+14,B,A,0.94315567,0.32709854,0.89314819,0.30303287
1556.3000,1.926315e+14,B,A,0.94703391,0.31492386,0.90045875,0.29333815
1556.3500,1.926253e+14,B,A,0.95052986,0.30354493,0.90707438,0.28411807
1556.4000,1.926192e+14,B,A,0.95369098,0.29288711,0.91307739,0.27534736
1556.4500,1.926130e+14,B,A,0.95655778,0.28288453,0.91853871,0.26700080
1556.5000,1.926068e+14,B,A,0.95916495,0.27347883,0.92351965,0.25905377
1556.5500,1.926006e+14,B,A,0.96154230,0.26461817,0.92807335,0.25148249
1556.6000,1.925944e+14,B,A,0.96371558,0.25625640,0.93224604,0.24426430
1556.6500,1.925882e+14,B,A,0.96570710,0.24835229,0.93607800,0.23737770
1556.7000,1.925820e+14,B,A,0.96753624,0.24086892,0.93960449,0.23080244
1556.7500,1.925759e+14,B,A,0.96921990,0.23377315,0.94285641,0.22451948
1556.8000,1.925697e+14,B,A,0.97077288,0.22703514,0.94586094,0.21851102
1556.8500,1.925635e+14,B,A,0.97220816,0.22062799,0.94864204,0.21276040
1556.9000,1.925573e+14,B,A,0.97353719,0.21452737,0.95122091,0.20725210
