wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1546.0000,1.939149e+14,B,A,0.99298027,-0.08551827,0.98935147,-0.08481449
1546.0500,1.939086e+14,B,A,0.99283809,-0.08715261,0.98906988,-0.08641894
1546.1000,1.939024e+14,B,A,0.99269024,-0.08882015,0.98877714,-0.08805501
1546.1500,1.938961e+14,B,A,0.99253646,-0.09052219,0.98847268,-0.08972392
1546.2000,1.938898e+14,B,A,0.99237643,-0.09226013,0.98815591,-0.09142695
1546.2500,1.938836e+14,B,A,0.99220983,-0.09403544,0.98782617,-0.09316544
1546.3000,1.938773e+14,B,A,0.99203630,-0.09584963,0.98748280,-0.09494079
1546.3500,1.938710e+14,B,A,0.99185548,-0.09770434,0.98712505,-0.09675448
1546.4000,1.938648e+14,B,A,0.99166698,-0.09960126,0.98675217,-0.09860806
1546.4500,1.938585e+14,B,A,0.99147036,-0.10154220,0.98636331,-0.10050317
1546.5000,1.938522e+14,B,A,0.99126517,-0.10352905,0.98595759,-0.10244152
1546.5500,1.938460e+14,B,A,0.99105093,-0.10556381,0.98553406,-0.10442492
1546.6000,1.938397e+14,B,A,0.99082711,-0.10764860,0.98509169,-0.10645527
1546.6500,1.938334e+14,B,A,0.99059315,-0.10978566,0.98462939,-0.10853459
1546.7000,1.938272e+14,B,A,0.99034845,-0.11197736,0.98414598,-0.11066499
1546.7500,1.938209e+14,B,A,0.99009237,-0.11422620,0.98364021,-0.11284871
1546.8000,1.938146e+14,B,A,0.98982420,-0.11653485,0.98311071,-0.11508811
1546.8500,1.938084e+14,B,A,0.98954319,-0.11890613,0.98255602,-0.11738568
1546.9000,1.938021e+14,B,A,0.98924854,-0.12134304,0.98197456,-0.11974406
1546.9500,1.937958e+14,B,A,0.98893936,-0.12384877,0.98136462,-0.12216606
1547.0000,1.937896e+14,B,A,0.98861471,-0.12642672,0.98072436,-0.12465462
1547.0500,1.937833e+14,B,A,0.98827356,-0.12908050,0.98005179,-0.12721289
1547.1000,1.937770e+14,B,A,0.98791480,-0.13181396,0.97934475,-0.12984419
1547.1500,1.937708e+14,B,A,0.98753722,-0.13463122,0.97860089,-0.13255206
1547.2000,1.937645e+14,B,A,0.98713950,-0.13753668,0.97781767,-0.13534025
1547.2500,1.937583e+14,B,A,0.98672021,-0.14053503,0.97699233,-0.13821275
1547.3000,1.937520e+14,B,A,0.98627781,-0.14363131,0.97612185,-0.14117381
1547.3500,1.937457e+14,B,A,0.98581057,-0.14683093,0.97520295,-0.14422793
1547.4000,1.937395e+14,B,A,0.98531666,-0.15013967,0.97423204,-0.14737995
1547.4500,1.937332e+14,B,A,0.98479401,-0.15356376,0.97320519,-0.15063500
1547.5000,1.937270e+14,B,A,0.98424042,-0.15710991,0.97211812,-0.15399856
1547.5500,1.937207e+14,B,A,0.98365341,-0.16078533,0.97096611,-0.15747648
1547.6000,1.937144e+14,B,A,0.98303028,-0.16459782,0.96974397,-0.16107502
1547.6500,1.937082e+14,B,A,0.98236807,-0.16855579,0.96844602,-0.16480087
1547.7000,1.937019e+14,B,A,0.98166348,-0.17266834,0.96706597,-0.16866120
1547.7500,1.936957e+14,B,A,0.98091287,-0.17694536,0.96559687,-0.17266367
1547.8000,1.936894e+14,B,A,0.98011220,-0.18139755,0.96403104,-0.17681652
1547.8500,1.936831e+14,B,A,0.97925700,-0.18603655,0.96235998,-0.18112856
1547.9000,1.936769e+14,B,A,0.97834228,-0.19087505,0.96057421,-0.18560926
1547.9500,1.936706e+14,B,A,0.97736247,-0.19592687,0.95866323,-0.19026878
1548.0000,1.936644e+14,B,A,0.97631133,-0.20120713,0.95661527,-0.19511802
1548.0500,1.936581e+14,B,A,0.97518189,-0.20673238,0.95441721,-0.20016872
1548.1000,1.936519e+14,B,A,0.97396631,-0.21252075,0.95205434,-0.20543346
1548.1500,1.936456e+14,B,A,0.97265574,-0.21859220,0.94951014,-0.21092579
1548.2000,1.936394e+14,B,A,0.97124020,-0.22496870,0.94676601,-0.21666023
1548.2500,1.936331e+14,B,A,0.96970839,-0.23167447,0.94380097,-0.22265240
1548.3000,1.936269e+14,B,A,0.96804744,-0.23873635,0.94059127,-0.22891902
1548.3500,1.936206e+14,B,A,0.96624272,-0.24618405,0.93710997,-0.23547804
1548.4000,1.936143e+14,B,A,0.96427750,-0.25405062,0.93332644,-0.24234860
1548.4500,1.936081e+14,B,A,0.96213257,-0.26237287,0.92920574,-0.24955116
1548.5000,1.936018e+14,B,A,0.95978586,-0.27119191,0.92470788,-0.25710741
1548.5500,1.935956e+14,B,A,0.95721185,-0.28055378,0.91978702,-0.26504030
1548.6000,1.935893e+14,B,A,0.95438100,-0.29051020,0.91439039,-0.27337393
1548.6500,1.935831e+14,B,A,0.95125892,-0.30111939,0.90845711,-0.28213333
1548.7000,1.935768e+14,B,A,0.94780545,-0.31244712,0.90191670,-0.29134421
1548.7500,1.935706e+14,B,A,0.94397351,-0.32456790,0.89468734,-0.30103247
