wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1546.0000,1.939149e+14,B,A,0.99381181,0.07525449,0.99099905,0.07471823
1546.0500,1.939086e+14,B,A,0.99391812,0.07383973,0.99120978,0.07332397
1546.1000,1.939024e+14,B,A,0.99402066,0.07244906,0.99141306,0.07195288
1546.1500,1.938961e+14,B,A,0.99411958,0.07108164,0.99160920,0.07060416
1546.2000,1.938898e+14,B,A,0.99421505,0.06973664,0.99179850,0.06927704
1546.2500,1.938836e+14,B,A,0.99430720,0.06841330,0.99198124,0.06797079
1546.3000,1.938773e+14,B,A,0.99439618,0.06711087,0.99215770,0.06668471
1546.3500,1.938710e+14,B,A,0.99448210,0.06582862,0.99232813,0.06541812
1546.4000,1.938648e+14,B,A,0.99456511,0.06456588,0.99249278,0.06417037
1546.4500,1.938585e+14,B,A,0.99464530,0.06332198,0.99265187,0.06294083
1546.5000,1.938522e+14,B,A,0.99472280,0.06209629,0.99280562,0.06172890
1546.5500,1.938460e+14,B,A,0.99479770,0.06088819,0.99295423,0.06053401
1546.6000,1.938397e+14,B,A,0.99487011,0.05969711,0.99309791,0.05935560
1546.6500,1.938334e+14,B,A,0.99494012,0.05852248,0.99323683,0.05819313
1546.7000,1.938272e+14,B,A,0.99500782,0.05736376,0.99337119,0.05704609
1546.7500,1.938209e+14,B,A,0.99507330,0.05622042,0.99350113,0.05591397
1546.8000,1.938146e+14,B,A,0.99513663,0.05509196,0.99362683,0.05479630
1546.8500,1.938084e+14,B,A,0.99519790,0.05397790,0.99374844,0.05369261
1546.9000,1.938021e+14,B,A,0.99525717,0.05287778,0.99386610,0.05260246
1546.9500,1.937958e+14,B,A,0.99531452,0.05179113,0.99397994,0.05152542
1547.0000,1.937896e+14,B,A,0.99537002,0.05071752,0.99409011,0.05046106
1547.0500,1.937833e+14,B,A,0.99542371,0.04965653,0.99419672,0.04940898
1547.1000,1.937770e+14,B,A,0.99547568,0.04860777,0.99429990,0.04836880
1547.1500,1.937708e+14,B,A,0.99552597,0.04757082,0.99439976,0.04734013
1547.2000,1.937645e+14,B,A,0.99557464,0.04654532,0.99449640,0.04632261
1547.2500,1.937583e+14,B,A,0.99562174,0.04553089,0.99458993,0.04531589
1547.3000,1.937520e+14,B,A,0.99566733,0.04452719,0.99468045,0.04431962
1547.3500,1.937457e+14,B,A,0.99571144,0.04353386,0.99476805,0.04333347
1547.4000,1.937395e+14,B,A,0.99575413,0.04255057,0.99485283,0.04235712
1547.4500,1.937332e+14,B,A,0.99579543,0.04157700,0.99493486,0.04139026
1547.5000,1.937270e+14,B,A,0.99583539,0.04061284,0.99501424,0.04043259
1547.5500,1.937207e+14,B,A,0.99587406,0.03965777,0.99509103,0.03948380
1547.6000,1.937144e+14,B,A,0.99591146,0.03871151,0.99516532,0.03854361
1547.6500,1.937082e+14,B,A,0.99594763,0.03777377,0.99523717,0.03761175
1547.7000,1.937019e+14,B,A,0.99598261,0.03684427,0.99530666,0.03668795
1547.7500,1.936957e+14,B,A,0.99601643,0.03592273,0.99537385,0.03577194
1547.8000,1.936894e+14,B,A,0.99604912,0.03500890,0.99543879,0.03486346
1547.8500,1.936831e+14,B,A,0.99608071,0.03410251,0.99550156,0.03396227
1547.9000,1.936769e+14,B,A,0.99611124,0.03320332,0.99556220,0.03306813
1547.9500,1.936706e+14,B,A,0.99614072,0.03231109,0.99562077,0.03218079
1548.0000,1.936644e+14,B,A,0.99616918,0.03142557,0.99567733,0.03130003
1548.0500,1.936581e+14,B,A,0.99619666,0.03054654,0.99573193,0.03042563
1548.1000,1.936519e+14,B,A,0.99622317,0.02967377,0.99578460,0.02955735
1548.1500,1.936456e+14,B,A,0.99624873,0.02880703,0.99583540,0.02869500
1548.2000,1.936394e+14,B,A,0.99627338,0.02794613,0.99588437,0.02783836
1548.2500,1.936331e+14,B,A,0.99629712,0.02709083,0.99593155,0.02698722
1548.3000,1.936269e+14,B,A,0.99631998,0.02624095,0.99597698,0.02614138
1548.3500,1.936206e+14,B,A,0.99634198,0.02539628,0.99602069,0.02530066
1548.4000,1.936143e+14,B,A,0.99636314,0.02455662,0.99606274,0.02446485
1548.4500,1.936081e+14,B,A,0.99638347,0.02372177,0.99610314,0.02363377
1548.5000,1.936018e+14,B,A,0.99640299,0.02289156,0.99614193,0.02280723
