wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1551.0000,1.932898e+14,B,A,0.99464039,0.06349086,0.99263633,0.06310816
1551.0500,1.932836e+14,B,A,0.99471080,0.06238013,0.99277608,0.06200996
1551.1000,1.932773e+14,B,A,0.99477907,0.06128390,0.99291160,0.06092579
1551.1500,1.932711e+14,B,A,0.99484527,0.06020173,0.99304303,0.05985524
1551.2000,1.932649e+14,B,A,0.99490949,0.05913319,0.99317053,0.05879789
1551.2500,1.932586e+14,B,A,0.99497178,0.05807788,0.99329421,0.05775337
1551.3000,1.932524e+14,B,A,0.99503222,0.05703540,0.99341422,0.05672130
1551.3500,1.932462e+14,B,A,0.99509086,0.05600538,0.99353067,0.05570131
1551.4000,1.932399e+14,B,A,0.99514776,0.05498744,0.99364367,0.05469306
1551.4500,1.932337e+14,B,A,0.99520299,0.05398123,0.99375334,0.05369619
1551.5000,1.932275e+14,B,A,0.99525658,0.05298640,0.99385979,0.05271039
1551.5500,1.932213e+14,B,A,0.99530861,0.05200262,0.99396312,0.05173533
1551.6000,1.932150e+14,B,A,0.99535910,0.05102957,0.99406342,0.05077071
1551.6500,1.932088e+14,B,A,0.99540812,0.05006693,0.99416079,0.04981621
1551.7000,1.932026e+14,B,A,0.99545571,0.04911440,0.99425532,0.04887156
1551.7500,1.931964e+14,B,A,0.99550190,0.04817169,0.99434709,0.04793646
1551.8000,1.931901e+14,B,A,0.99554675,0.04723850,0.99443619,0.04701065
1551.8500,1.931839e+14,B,A,0.99559029,0.04631457,0.99452269,0.04609386
1551.9000,1.931777e+14,B,A,0.99563256,0.04539962,0.99460667,0.04518582
1551.9500,1.931715e+14,B,A,0.99567359,0.04449340,0.99468821,0.04428629
1552.0000,1.931652e+14,B,A,0.99571343,0.04359564,0.99476736,0.04339502
1552.0500,1.931590e+14,B,A,0.99575210,0.04270611,0.99484421,0.04251177
1552.1000,1.931528e+14,B,A,0.99578964,0.04182456,0.99491880,0.04163632
1552.1500,1.931466e+14,B,A,0.99582608,0.04095075,0.99499121,0.04076843
1552.2000,1.931404e+14,B,A,0.99586144,0.04008447,0.99506149,0.03990789
1552.2500,1.931341e+14,B,A,0.99589576,0.03922549,0.99512970,0.03905449
1552.3000,1.931279e+14,B,A,0.99592906,0.03837360,0.99519588,0.03820801
1552.3500,1.931217e+14,B,A,0.99596137,0.03752859,0.99526010,0.03736825
1552.4000,1.931155e+14,B,A,0.99599272,0.03669024,0.99532240,0.03653502
1552.4500,1.931093e+14,B,A,0.99602312,0.03585838,0.99538284,0.03570812
1552.5000,1.931030e+14,B,A,0.99605261,0.03503279,0.99544144,0.03488736
1552.5500,1.930968e+14,B,A,0.99608120,0.03421329,0.99549827,0.03407257
1552.6000,1.930906e+14,B,A,0.99610891,0.03339970,0.99555336,0.03326355
1552.6500,1.930844e+14,B,A,0.99613577,0.03259184,0.99560676,0.03246015
1552.7000,1.930782e+14,B,A,0.99616179,0.03178952,0.99565849,0.03166217
1552.7500,1.930719e+14,B,A,0.99618700,0.03099258,0.99570860,0.03086946
1552.8000,1.930657e+14,B,A,0.99621141,0.03020085,0.99575713,0.03008186
1552.8500,1.930595e+14,B,A,0.99623504,0.02941416,0.99580410,0.02929920
1552.9000,1.930533e+14,B,A,0.99625790,0.02863236,0.99584956,0.02852132
1552.9500,1.930471e+14,B,A,0.99628002,0.02785528,0.99589353,0.02774807
1553.0000,1.930409e+14,B,A,0.99630140,0.02708278,0.99593604,0.02697931
1553.0500,1.930346e+14,B,A,0.99632207,0.02631469,0.99597713,0.02621488
1553.1000,1.930284e+14,B,A,0.99634203,0.02555087,0.99601681,0.02545464
1553.1500,1.930222e+14,B,A,0.99636129,0.02479118,0.99605513,0.02469844
1553.2000,1.930160e+14,B,A,0.99637989,0.02403547,0.99609209,0.02394616
1553.2500,1.930098e+14,B,A,0.99639781,0.02328361,0.99612774,0.02319764
1553.3000,1.930036e+14,B,A,0.99641508,0.02253545,0.99616208,0.02245276
1553.3500,1.929974e+14,B,A,0.99643171,0.02179086,0.99619515,0.02171138
1553.4000,1.929912e+14,B,A,0.99644771,0.02104971,0.99622696,0.02097338
1553.4500,1.929849e+14,B,A,0.99646309,0.02031186,0.99625754,0.02023863
1553.5000,1.929787e+14,B,A,0.99647785,0.01957720,0.99628690,0.01950700
1553.5500,1.929725e+14,B,A,0.99649202,0.01884558,0.99631507,0.01877836
1553.6000,1.929663e+14,B,A,0.99650559,0.01811690,0.99634206,0.01805260
1553.6500,1.929601e+14,B,A,0.99651858,0.01739102,0.99636788,0.01732960
1553.7000,1.929539e+14,B,A,0.99653099,0.01666782,0.99639256,0.01660923
1553.7500,1.929477e+14,B,A,0.99654283,0.01594719,0.99641612,0.01589139
1553.8000,1.929415e+14,B,A,0.99655411,0.01522901,0.99643855,0.01517595
1553.8500,1.929353e+14,B,A,0.99656484,0.01451316,0.99645989,0.01446280
1553.9000,1.929291e+14,B,A,0.99657502,0.01379953,0.99648013,0.01375183
1553.9500,1.929228e+14,B,A,0.99658466,0.01308800,0.99649931,0.01304293
1554.0000,1.929166e+14,B,A,0.99659376,0.01237846,0.99651741,0.01233598
1554.0500,1.929104e+14,B,A,0.99660234,0.01167081,0.99653447,0.01163089
1554.1000,1.929042e+14,B,A,0.99661039,0.01096492,0.99655048,0.01092754
1554.1500,1.928980e+14,B,A,0.99661792,0.01026070,0.99656546,0.01022582
1554.2000,1.928918e+14,B,A,0.99662494,0.00955804,0.99657942,0.00952563
1554.2500,1.928856e+14,B,A,0.99663145,0.00885682,0.99659236,0.00882687
1554.3000,1.928794e+14,B,A,0.99663745,0.00815695,0.99660429,0.00812943
1554.3500,1.928732e+14,B,A,0.99664294,0.00745831,0.99661522,0.00743320
1554.4000,1.928670e+14,B,A,0.99664794,0.00676081,0.99662516,0.00673810
1554.4500,1.928608e+14,B,A,0.99665244,0.00606434,0.99663412,0.00604400
1554.5000,1.928546e+14,B,A,0.99665645,0.00536880,0.99664209,0.00535082
1554.5500,1.928484e+14,B,A,0.99665996,0.00467408,0.99664908,0.00465845
1554.6000,1.928422e+14,B,A,0.99666299,0.00398008,0.99665510,0.00396679
1554.6500,1.928360e+14,B,A,0.99666553,0.00328671,0.99666015,0.00327575
1554.7000,1.928298e+14,B,A,0.99666758,0.00259386,0.99666423,0.00258521
1554.7500,1.928236e+14,B,A,0.99666915,0.00190143,0.99666735,0.00189510
1554.8000,1.928174e+14,B,A,0.99667024,0.00120932,0.99666951,0.00120529
1554.8500,1.928112e+14,B,A,0.99667084,0.00051743,0.99667070,0.00051570
1554.9000,1.928050e+14,B,A,0.99667096,-0.00017434,0.99667094,-0.00017376
1554.9500,1.927988e+14,B,A,0.99667060,-0.00086610,0.99667022,-0.00086321
1555.0000,1.927926e+14,B,A,0.99666975,-0.00155793,0.99666854,-0.00155274
1555.0500,1.927864e+14,B,A,0.99666842,-0.00224995,0.99666590,-0.00224245
1555.1000,1.927802e+14,B,A,0.99666661,-0.00294224,0.99666230,-0.00293243
1555.1500,1.927740e+14,B,A,0.99666432,-0.00363492,0.99665773,-0.00362279
1555.2000,1.927678e+14,B,A,0.99666153,-0.00432808,0.99665220,-0.00431361
1555.2500,1.927616e+14,B,A,0.99665827,-0.00502182,0.99664570,-0.00500502
1555.3000,1.927554e+14,B,A,0.99665451,-0.00571624,0.99663823,-0.00569709
1555.3500,1.927492e+14,B,A,0.99665026,-0.00641145,0.99662978,-0.00638993
1555.4000,1.927430e+14,B,A,0.99664552,-0.00710755,0.99662034,-0.00708365
1555.4500,1.927368e+14,B,A,0.99664028,-0.00780464,0.99660993,-0.00777834
1555.5000,1.927306e+14,B,A,0.99663454,-0.00850282,0.99659852,-0.00847410
1555.5500,1.927244e+14,B,A,0.99662830,-0.00920219,0.99658611,-0.00917104
1555.6000,1.927182e+14,B,A,0.99662156,-0.00990287,0.99657269,-0.00986925
1555.6500,1.927120e+14,B,A,0.99661430,-0.01060495,0.99655826,-0.01056885
1555.7000,1.927058e+14,B,A,0.99660653,-0.01130854,0.99654281,-0.01126993
1555.7500,1.926996e+14,B,A,0.99659825,-0.01201376,0.99652633,-0.01197260
1555.8000,1.926934e+14,B,A,0.99658944,-0.01272069,0.99650881,-0.01267697
1555.8500,1.926873e+14,B,A,0.99658010,-0.01342946,0.99649023,-0.01338313
1555.9000,1.926811e+14,B,A,0.99657022,-0.01414018,0.99647060,-0.01409121
1555.9500,1.926749e+14,B,A,0.99655981,-0.01485295,0.99644989,-0.01480131
1556.0000,1.926687e+14,B,A,0.99654885,-0.01556789,0.99642809,-0.01551354
1556.0500,1.926625e+14,B,A,0.99653734,-0.01628511,0.99640520,-0.01622800
1556.1000,1.926563e+14,B,A,0.99652527,-0.01700472,0.99638120,-0.01694482
1556.1500,1.926501e+14,B,A,0.99651263,-0.01772685,0.99635606,-0.01766411
1556.2000,1.926439e+14,B,A,0.99649942,-0.01845161,0.99632979,-0.01838597
1556.2500,1.926377e+14,B,A,0.99648563,-0.01917911,0.99630236,-0.01911054
1556.3000,1.926315e+14,B,A,0.99647124,-0.01990949,0.99627375,-0.01983792
1556.3500,1.926253e+14,B,A,0.99645626,-0.02064286,0.99624396,-0.02056824
1556.4000,1.926192e+14,B,A,0.99644066,-0.02137934,0.99621295,-0.02130163
1556.4500,1.926130e+14,B,A,0.99642445,-0.02211907,0.99618071,-0.02203819
1556.5000,1.926068e+14,B,A,0.99640761,-0.02286218,0.99614722,-0.02277806
1556.5500,1.926006e+14,B,A,0.99639013,-0.02360878,0.99611246,-0.02352138
1556.6000,1.925944e+14,B,A,0.99637200,-0.02435903,0.99607641,-0.02426825
1556.6500,1.925882e+14,B,A,0.99635320,-0.02511304,0.99603904,-0.02501883
1556.7000,1.925820e+14,B,A,0.99633373,-0.02587097,0.99600032,-0.02577324
1556.7500,1.925759e+14,B,A,0.99631358,-0.02663294,0.99596025,-0.02653163
1556.8000,1.925697e+14,B,A,0.99629272,-0.02739911,0.99591878,-0.02729412
1556.8500,1.925635e+14,B,A,0.99627115,-0.02816962,0.99587589,-0.02806087
1556.9000,1.925573e+14,B,A,0.99624884,-0.02894461,0.99583155,-0.02883201
1556.9500,1.925511e+14,B,A,0.99622580,-0.02972425,0.99578573,-0.02960770
1557.0000,1.925449e+14,B,A,0.99620200,-0.03050867,0.99573841,-0.03038809
1557.0500,1.925387e+14,B,A,0.99617741,-0.03129805,0.99568954,-0.03117332
1557.1000,1.925326e+14,B,A,0.99615204,-0.03209254,0.99563910,-0.03196356
1557.1500,1.925264e+14,B,A,0.99612586,-0.03289231,0.99558705,-0.03275897
1557.2000,1.925202e+14,B,A,0.99609884,-0.03369753,0.99553335,-0.03355972
1557.2500,1.925140e+14,B,A,0.99607098,-0.03450836,0.99547797,-0.03436596
1557.3000,1.925078e+14,B,A,0.99604225,-0.03532500,0.99542086,-0.03517787
1557.3500,1.925017e+14,B,A,0.99601263,-0.03614760,0.99536198,-0.03599563
1557.4000,1.924955e+14,B,A,0.99598210,-0.03697637,0.99530130,-0.03681941
1557.4500,1.924893e+14,B,A,0.99595064,-0.03781149,0.99523876,-0.03764941
1557.5000,1.924831e+14,B,A,0.99591821,-0.03865316,0.99517432,-0.03848580
1557.5500,1.924769e+14,B,A,0.99588481,-0.03950157,0.99510793,-0.03932878
