wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1546.0000,1.939149e+14,B,A,0.99385826,-0.07455010,0.99109775,-0.07402362
1546.0500,1.939086e+14,B,A,0.99373982,-0.07610828,0.99086310,-0.07555883
1546.1000,1.939024e+14,B,A,0.99361656,-0.07769662,0.99061896,-0.07712299
1546.1500,1.938961e+14,B,A,0.99348826,-0.07931634,0.99036484,-0.07871726
1546.2000,1.938898e+14,B,A,0.99335465,-0.08096875,0.99010024,-0.08034283
1546.2500,1.938836e+14,B,A,0.99321544,-0.08265518,0.98982461,-0.08200096
1546.3000,1.938773e+14,B,A,0.99307036,-0.08437707,0.98953738,-0.08369298
1546.3500,1.938710e+14,B,A,0.99291908,-0.08613592,0.98923793,-0.08542028
1546.4000,1.938648e+14,B,A,0.99276128,-0.08793331,0.98892560,-0.08718433
1546.4500,1.938585e+14,B,A,0.99259658,-0.08977090,0.98859969,-0.08898666
1546.5000,1.938522e+14,B,A,0.99242460,-0.09165046,0.98825943,-0.09082889
1546.5500,1.938460e+14,B,A,0.99224494,-0.09357383,0.98790403,-0.09271273
1546.6000,1.938397e+14,B,A,0.99205715,-0.09554299,0.98753261,-0.09463997
1546.6500,1.938334e+14,B,A,0.99186074,-0.09756001,0.98714424,-0.09661251
1546.7000,1.938272e+14,B,A,0.99165523,-0.09962708,0.98673793,-0.09863236
1546.7500,1.938209e+14,B,A,0.99144004,-0.10174653,0.98631260,-0.10070162
1546.8000,1.938146e+14,B,A,0.99121459,-0.10392083,0.98586708,-0.10282253
1546.8500,1.938084e+14,B,A,0.99097825,-0.10615260,0.98540013,-0.10499746
1546.9000,1.938021e+14,B,A,0.99073032,-0.10844462,0.98491041,-0.10722891
1546.9500,1.937958e+14,B,A,0.99047005,-0.11079985,0.98439646,-0.10951952
1547.0000,1.937896e+14,B,A,0.99019664,-0.11322144,0.98385671,-0.11187211
1547.0500,1.937833e+14,B,A,0.98990922,-0.11571274,0.98328945,-0.11428967
1547.1000,1.937770e+14,B,A,0.98960684,-0.11827734,0.98269283,-0.11677535
1547.1500,1.937708e+14,B,A,0.98928846,-0.12091905,0.98206487,-0.11933252
1547.2000,1.937645e+14,B,A,0.98895298,-0.12364195,0.98140337,-0.12196477
1547.2500,1.937583e+14,B,A,0.98859916,-0.12645042,0.98070598,-0.12467590
1547.3000,1.937520e+14,B,A,0.98822569,-0.12934913,0.97997011,-0.12746999
1547.3500,1.937457e+14,B,A,0.98783110,-0.13234311,0.97919294,-0.13035135
1547.4000,1.937395e+14,B,A,0.98741381,-0.13543773,0.97837139,-0.13332461
1547.4500,1.937332e+14,B,A,0.98697208,-0.13863881,0.97750211,-0.13639472
1547.5000,1.937270e+14,B,A,0.98650400,-0.14195256,0.97658139,-0.13956694
1547.5500,1.937207e+14,B,A,0.98600747,-0.14538573,0.97560519,-0.14284695
1547.6000,1.937144e+14,B,A,0.98548018,-0.14894557,0.97456904,-0.14624078
1547.6500,1.937082e+14,B,A,0.98491956,-0.15263993,0.97346803,-0.14975494
1547.7000,1.937019e+14,B,A,0.98432282,-0.15647730,0.97229674,-0.15339640
1547.7500,1.936957e+14,B,A,0.98368681,-0.16046691,0.97104918,-0.15717263
1547.8000,1.936894e+14,B,A,0.98300808,-0.16461875,0.96971870,-0.16109168
1547.8500,1.936831e+14,B,A,0.98228278,-0.16894373,0.96829794,-0.16516222
1547.9000,1.936769e+14,B,A,0.98150660,-0.17345370,0.96677868,-0.16939356
1547.9500,1.936706e+14,B,A,0.98067475,-0.17816163,0.96515180,-0.17379577
1548.0000,1.936644e+14,B,A,0.97978187,-0.18308168,0.96340708,-0.17837968
1548.0500,1.936581e+14,B,A,0.97882192,-0.18822938,0.96153308,-0.18315700
1548.1000,1.936519e+14,B,A,0.97778812,-0.19362179,0.95951696,-0.18814037
1548.1500,1.936456e+14,B,A,0.97667281,-0.19927767,0.95734429,-0.19334346
1548.2000,1.936394e+14,B,A,0.97546735,-0.20521771,0.95499877,-0.19878104
1548.2500,1.936331e+14,B,A,0.97416190,-0.21146480,0.95246197,-0.20446907
1548.3000,1.936269e+14,B,A,0.97274529,-0.21804425,0.94971300,-0.21042484
1548.3500,1.936206e+14,B,A,0.97120475,-0.22498423,0.94672808,-0.21666703
1548.4000,1.936143e+14,B,A,0.96952566,-0.23231605,0.94348011,-0.22321580
1548.4500,1.936081e+14,B,A,0.96769122,-0.24007468,0.93993805,-0.23009294
1548.5000,1.936018e+14,B,A,0.96568205,-0.24829929,0.93606630,-0.23732193
