wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1541.0000,1.945441e+14,B,A,0.99305179,-0.08468437,0.98949311,-0.08399548
1541.0500,1.945378e+14,B,A,0.99291150,-0.08631259,0.98921527,-0.08559439
1541.1000,1.945315e+14,B,A,0.99276563,-0.08797376,0.98892641,-0.08722472
1541.1500,1.945252e+14,B,A,0.99261389,-0.08966922,0.98862598,-0.08888768
1541.2000,1.945189e+14,B,A,0.99245598,-0.09140032,0.98831337,-0.09058455
1541.2500,1.945125e+14,B,A,0.99229158,-0.09316854,0.98798796,-0.09231666
1541.3000,1.945062e+14,B,A,0.99212034,-0.09497538,0.98764907,-0.09408541
1541.3500,1.944999e+14,B,A,0.99194189,-0.09682247,0.98729600,-0.09589228
1541.4000,1.944936e+14,B,A,0.99175585,-0.09871150,0.98692795,-0.09773880
1541.4500,1.944873e+14,B,A,0.99156179,-0.10064425,0.98654413,-0.09962661
1541.5000,1.944810e+14,B,A,0.99135927,-0.10262262,0.98614365,-0.10155741
1541.5500,1.944747e+14,B,A,0.99114781,-0.10464858,0.98572557,-0.10353300
1541.6000,1.944684e+14,B,A,0.99092688,-0.10672425,0.98528887,-0.10555528
1541.6500,1.944621e+14,B,A,0.99069594,-0.10885186,0.98483249,-0.10762626
1541.7000,1.944558e+14,B,A,0.99045439,-0.11103375,0.98435526,-0.10974803
1541.7500,1.944495e+14,B,A,0.99020160,-0.11327242,0.98385593,-0.11192283
1541.8000,1.944432e+14,B,A,0.98993686,-0.11557053,0.98333315,-0.11415301
1541.8500,1.944369e+14,B,A,0.98965945,-0.11793087,0.98278548,-0.11644106
1541.9000,1.944305e+14,B,A,0.98936855,-0.12035644,0.98221136,-0.11878960
1541.9500,1.944242e+14,B,A,0.98906330,-0.12285040,0.98160911,-0.12120142
1542.0000,1.944179e+14,B,A,0.98874277,-0.12541613,0.98097689,-0.12367946
1542.0500,1.944116e+14,B,A,0.98840594,-0.12805722,0.98031275,-0.12622687
1542.1000,1.944053e+14,B,A,0.98805171,-0.13077751,0.97961454,-0.12884694
1542.1500,1.943990e+14,B,A,0.98767889,-0.13358110,0.97887996,-0.13154320
1542.2000,1.943927e+14,B,A,0.98728617,-0.13647234,0.97810648,-0.13431940
1542.2500,1.943864e+14,B,A,0.98687215,-0.13945592,0.97729137,-0.13717951
1542.3000,1.943801e+14,B,A,0.98643528,-0.14253685,0.97643165,-0.14012776
1542.3500,1.943738e+14,B,A,0.98597389,-0.14572050,0.97552408,-0.14316866
1542.4000,1.943675e+14,B,A,0.98548612,-0.14901263,0.97456511,-0.14630702
1542.4500,1.943612e+14,B,A,0.98496998,-0.15241943,0.97355086,-0.14954795
1542.5000,1.943549e+14,B,A,0.98442325,-0.15594757,0.97247708,-0.15289692
1542.5500,1.943486e+14,B,A,0.98384351,-0.15960424,0.97133911,-0.15635978
1542.6000,1.943423e+14,B,A,0.98322808,-0.16339719,0.97013183,-0.15994277
1542.6500,1.943360e+14,B,A,0.98257402,-0.16733478,0.96884960,-0.16365257
1542.7000,1.943297e+14,B,A,0.98187808,-0.17142609,0.96748620,-0.16749633
1542.7500,1.943234e+14,B,A,0.98113667,-0.17568093,0.96603477,-0.17148172
1542.8000,1.943171e+14,B,A,0.98034578,-0.18010996,0.96448771,-0.17561694
1542.8500,1.943108e+14,B,A,0.97950100,-0.18472477,0.96283659,-0.17991082
1542.9000,1.943045e+14,B,A,0.97859738,-0.18953798,0.96107206,-0.18437280
1542.9500,1.942982e+14,B,A,0.97762942,-0.19456335,0.95918368,-0.18901305
1543.0000,1.942919e+14,B,A,0.97659095,-0.19981593,0.95715985,-0.19384249
1543.0500,1.942856e+14,B,A,0.97547508,-0.20531218,0.95498755,-0.19887283
1543.1000,1.942793e+14,B,A,0.97427404,-0.21107019,0.95265223,-0.20411670
1543.1500,1.942731e+14,B,A,0.97297908,-0.21710979,0.95013753,-0.20958764
1543.2000,1.942668e+14,B,A,0.97158034,-0.22345286,0.94742502,-0.21530022
1543.2500,1.942605e+14,B,A,0.97006660,-0.23012356,0.94449391,-0.22127008
1543.3000,1.942542e+14,B,A,0.96842515,-0.23714858,0.94132069,-0.22751403
1543.3500,1.942479e+14,B,A,0.96664150,-0.24455753,0.93787865,-0.23405005
1543.4000,1.942416e+14,B,A,0.96469907,-0.25238334,0.93413743,-0.24089742
1543.4500,1.942353e+14,B,A,0.96257886,-0.26066269,0.93006237,-0.24807670
1543.5000,1.942290e+14,B,A,0.96025899,-0.26943655,0.92561384,-0.25560976
1543.5500,1.942227e+14,B,A,0.95771419,-0.27875081,0.92074634,-0.26351974
1543.6000,1.942164e+14,B,A,0.95491518,-0.28865703,0.91540751,-0.27183100
1543.6500,1.942101e+14,B,A,0.95182787,-0.29921327,0.90953691,-0.28056890
1543.7000,1.942038e+14,B,A,0.94841244,-0.31048516,0.90306453,-0.28975957
1543.7500,1.941975e+14,B,A,0.94462220,-0.32254701,0.89590911,-0.29942942
1543.8000,1.941913e+14,B,A,0.94040212,-0.33548333,0.88797592,-0.30960445
1543.8500,1.941850e+14,B,A,0.93568712,-0.34939045,0.87915435,-0.32030923
1543.9000,1.941787e+14,B,A,0.93039983,-0.36437855,0.86931481,-0.33156539
1543.9500,1.941724e+14,B,A,0.92444791,-0.38057404,0.85830510,-0.34338941
1544.0000,1.941661e+14,B,A,0.91772060,-0.39812238,0.84594618,-0.35578950
1544.0500,1.941598e+14,B,A,0.91008448,-0.41719148,0.83202703,-0.36876115
1544.1000,1.941535e+14,B,A,0.90137809,-0.43797562,0.81629888,-0.38228079
1544.1500,1.941472e+14,B,A,0.89140520,-0.46070021,0.79846856,-0.39629684
1544.2000,1.941410e+14,B,A,0.87992640,-0.48562712,0.77819143,-0.41071714
1544.2500,1.941347e+14,B,A,0.86664863,-0.51306096,0.75506427,-0.42539136
1544.3000,1.941284e+14,B,A,0.85121233,-0.54335597,0.72861940,-0.44008659
1544.3500,1.941221e+14,B,A,0.83317581,-0.57692320,0.69832201,-0.45445385
1544.4000,1.941158e+14,B,A,0.81199705,-0.61423758,0.66357462,-0.46798283
1544.4500,1.941095e+14,B,A,0.78701352,-0.65584316,0.62373499,-0.47994264
1544.5000,1.941032e+14,B,A,0.75742195,-0.70235454,0.57815777,-0.48930727
1544.5500,1.940970e+14,B,A,0.72226272,-0.75445000,0.52627553,-0.49466908
1544.6000,1.940907e+14,B,A,0.68041727,-0.81284972,0.46774034,-0.49415244
1544.6500,1.940844e+14,B,A,0.63063354,-0.87826841,0.40264992,-0.48535729
1544.7000,1.940781e+14,B,A,0.57160204,-0.95132621,0.33187433,-0.46539051
1544.7500,1.940718e+14,B,A,0.50211124,-1.03239353,0.25746527,-0.43107694
1544.8000,1.940655e+14,B,A,0.42130725,-1.12132506,0.18305353,-0.37946174
1544.8500,1.940593e+14,B,A,0.32905450,-1.21695053,0.11401998,-0.30866861
1544.9000,1.940530e+14,B,A,0.22633107,-1.31564113,0.05712496,-0.21900340
1544.9500,1.940467e+14,B,A,0.11552231,-1.40251825,0.01934825,-0.11389052
1545.0000,1.940404e+14,B,A,0.00607618,-0.00000000,0.00607618,-0.00000000
1545.0500,1.940341e+14,B,A,0.11551496,1.40252231,0.01934656,0.11388334
1545.1000,1.940279e+14,B,A,0.22630329,1.31566637,0.05711242,0.21897797
1545.1500,1.940216e+14,B,A,0.32899756,1.21700768,0.11398262,0.30862171
1545.2000,1.940153e+14,B,A,0.42121760,1.12142094,0.18297820,0.37939853
1545.2500,1.940090e+14,B,A,0.50198982,1.03253117,0.25734369,0.43100813
1545.3000,1.940028e+14,B,A,0.57145276,0.95150566,0.33170416,0.46532850
1545.3500,1.939965e+14,B,A,0.63046170,0.87848766,0.40243381,0.48531329
1545.4000,1.939902e+14,B,A,0.68022841,0.81310563,0.46748408,0.49413493
1545.4500,1.939839e+14,B,A,0.72206193,0.75473893,0.52598632,0.49468356
1545.5000,1.939776e+14,B,A,0.75721355,0.70267281,0.57784297,0.48935657
1545.5500,1.939714e+14,B,A,0.78680097,0.65618727,0.62340139,0.48002757
1545.6000,1.939651e+14,B,A,0.81178306,0.61460436,0.66322810,0.46810279
1545.6500,1.939588e+14,B,A,0.83296241,0.57730985,0.69796743,0.45460735
1545.7000,1.939526e+14,B,A,0.85100103,0.54376001,0.72826069,0.44027163
1545.7500,1.939463e+14,B,A,0.86644049,0.51348029,0.75470452,0.42560570
1545.8000,1.939400e+14,B,A,0.87972215,0.48605990,0.77783301,0.41095848
1545.8500,1.939337e+14,B,A,0.89120535,0.46114490,0.79811328,0.39656294
1545.9000,1.939275e+14,B,A,0.90118294,0.43843088,0.81594806,0.38256953
1545.9500,1.939212e+14,B,A,0.90989419,0.41765616,0.83168165,0.36907055
1546.0000,1.939149e+14,B,A,0.91753523,0.39859551,0.84560691,0.35611775
1546.0500,1.939086e+14,B,A,0.92426746,0.38105478,0.85797241,0.34373488
1546.1000,1.939024e+14,B,A,0.93022423,0.36486618,0.86898899,0.33192660
1546.1500,1.938961e+14,B,A,0.93551628,0.34988436,0.87883556,0.32068485
1546.2000,1.938898e+14,B,A,0.94023592,0.33598297,0.88766421,0.30999328
1546.2500,1.938836e+14,B,A,0.94446049,0.32305193,0.89560446,0.29983040
1546.3000,1.938773e+14,B,A,0.94825508,0.31099495,0.90276689,0.29017175
1546.3500,1.938710e+14,B,A,0.95167469,0.29972760,0.90924614,0.28099143
1546.4000,1.938648e+14,B,A,0.95476604,0.28917558,0.91512348,0.27226312
1546.4500,1.938585e+14,B,A,0.95756893,0.27927333,0.92046889,0.26396077
1546.5000,1.938522e+14,B,A,0.96011746,0.26996281,0.92534279,0.25605909
1546.5500,1.938460e+14,B,A,0.96244091,0.26119249,0.92979754,0.24853379
1546.6000,1.938397e+14,B,A,0.96456456,0.25291652,0.93387862,0.24136179
1546.6500,1.938334e+14,B,A,0.96651028,0.24509393,0.93762567,0.23452125
1546.7000,1.938272e+14,B,A,0.96829709,0.23768806,0.94107335,0.22799167
1546.7500,1.938209e+14,B,A,0.96994157,0.23066602,0.94425203,0.22175382
1546.8000,1.938146e+14,B,A,0.97145823,0.22399821,0.94718841,0.21578974
1546.8500,1.938084e+14,B,A,0.97285978,0.21765793,0.94990601,0.21008266
1546.9000,1.938021e+14,B,A,0.97415742,0.21162105,0.95242563,0.20461696
1546.9500,1.937958e+14,B,A,0.97536104,0.20586572,0.95476570,0.19937811
1547.0000,1.937896e+14,B,A,0.97647940,0.20037207,0.95694258,0.19435257
1547.0500,1.937833e+14,B,A,0.97752025,0.19512206,0.95897084,0.18952776
1547.1000,1.937770e+14,B,A,0.97849052,0.19009922,0.96086349,0.18489197
1547.1500,1.937708e+14,B,A,0.97939635,0.18528851,0.96263216,0.18043430
1547.2000,1.937645e+14,B,A,0.98024327,0.18067618,0.96428727,0.17614461
1547.2500,1.937583e+14,B,A,0.98103621,0.17624961,0.96583819,0.17201345
1547.3000,1.937520e+14,B,A,0.98177961,0.17199722,0.96729336,0.16803202
1547.3500,1.937457e+14,B,A,0.98247746,0.16790836,0.96866037,0.16419212
1547.4000,1.937395e+14,B,A,0.98313336,0.16397320,0.96994609,0.16048609
1547.4500,1.937332e+14,B,A,0.98375058,0.16018270,0.97115676,0.15690681
1547.5000,1.937270e+14,B,A,0.98433205,0.15652847,0.97229801,0.15344759
1547.5500,1.937207e+14,B,A,0.98488044,0.15300278,0.97337496,0.15010219
1547.6000,1.937144e+14,B,A,0.98539820,0.14959843,0.97439229,0.14686480
1547.6500,1.937082e+14,B,A,0.98588752,0.14630878,0.97535425,0.14372993
1547.7000,1.937019e+14,B,A,0.98635043,0.14312762,0.97626471,0.14069248
1547.7500,1.936957e+14,B,A,0.98678876,0.14004920,0.97712724,0.13774765
1547.8000,1.936894e+14,B,A,0.98720420,0.13706815,0.97794508,0.13489094
1547.8500,1.936831e+14,B,A,0.98759830,0.13417945,0.97872121,0.13211812
1547.9000,1.936769e+14,B,A,0.98797246,0.13137845,0.97945837,0.12942522
1547.9500,1.936706e+14,B,A,0.98832799,0.12866076,0.98015908,0.12680850
1548.0000,1.936644e+14,B,A,0.98866608,0.12602230,0.98082566,0.12426444
1548.0500,1.936581e+14,B,A,0.98898784,0.12345923,0.98146024,0.12178973
1548.1000,1.936519e+14,B,A,0.98929428,0.12096796,0.98206481,0.11938126
