wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1546.0000,1.939149e+14,B,A,0.99289237,0.08644284,0.98918505,0.08572159
1546.0500,1.939086e+14,B,A,0.99304481,0.08467677,0.98948679,0.08398738
1546.1000,1.939024e+14,B,A,0.99319097,0.08294817,0.98977615,0.08228894
1546.1500,1.938961e+14,B,A,0.99333118,0.08125552,0.99005377,0.08062485
1546.2000,1.938898e+14,B,A,0.99346573,0.07959736,0.99032022,0.07899377
1546.2500,1.938836e+14,B,A,0.99359491,0.07797231,0.99057607,0.07739442
1546.3000,1.938773e+14,B,A,0.99371898,0.07637907,0.99082183,0.07582556
1546.3500,1.938710e+14,B,A,0.99383819,0.07481638,0.99105799,0.07428603
1546.4000,1.938648e+14,B,A,0.99395277,0.07328305,0.99128500,0.07277471
1546.4500,1.938585e+14,B,A,0.99406293,0.07177796,0.99150329,0.07129056
1546.5000,1.938522e+14,B,A,0.99416889,0.07030002,0.99171326,0.06983254
1546.5500,1.938460e+14,B,A,0.99427083,0.06884820,0.99191530,0.06839969
1546.6000,1.938397e+14,B,A,0.99436894,0.06742153,0.99210976,0.06699109
1546.6500,1.938334e+14,B,A,0.99446338,0.06601905,0.99229697,0.06560584
1546.7000,1.938272e+14,B,A,0.99455432,0.06463987,0.99247726,0.06424311
1546.7500,1.938209e+14,B,A,0.99464191,0.06328314,0.99265092,0.06290206
1546.8000,1.938146e+14,B,A,0.99472629,0.06194803,0.99281824,0.06158193
1546.8500,1.938084e+14,B,A,0.99480760,0.06063376,0.99297948,0.06028197
1546.9000,1.938021e+14,B,A,0.99488597,0.05933956,0.99313489,0.05900146
1546.9500,1.937958e+14,B,A,0.99496151,0.05806472,0.99328472,0.05773970
1547.0000,1.937896e+14,B,A,0.99503434,0.05680855,0.99342918,0.05649605
1547.0500,1.937833e+14,B,A,0.99510457,0.05557037,0.99356850,0.05526987
1547.1000,1.937770e+14,B,A,0.99517231,0.05434955,0.99370286,0.05406054
1547.1500,1.937708e+14,B,A,0.99523764,0.05314547,0.99383248,0.05286748
1547.2000,1.937645e+14,B,A,0.99530067,0.05195754,0.99395752,0.05169011
1547.2500,1.937583e+14,B,A,0.99536147,0.05078520,0.99407816,0.05052791
1547.3000,1.937520e+14,B,A,0.99542013,0.04962790,0.99419456,0.04938033
1547.3500,1.937457e+14,B,A,0.99547673,0.04848510,0.99430687,0.04824688
1547.4000,1.937395e+14,B,A,0.99553134,0.04735631,0.99441525,0.04712707
1547.4500,1.937332e+14,B,A,0.99558404,0.04624102,0.99451984,0.04602042
1547.5000,1.937270e+14,B,A,0.99563489,0.04513878,0.99462075,0.04492648
1547.5500,1.937207e+14,B,A,0.99568395,0.04404912,0.99471813,0.04384482
1547.6000,1.937144e+14,B,A,0.99573129,0.04297160,0.99481209,0.04277500
1547.6500,1.937082e+14,B,A,0.99577696,0.04190580,0.99490275,0.04171661
1547.7000,1.937019e+14,B,A,0.99582102,0.04085130,0.99499021,0.04066927
1547.7500,1.936957e+14,B,A,0.99586352,0.03980771,0.99507457,0.03963258
1547.8000,1.936894e+14,B,A,0.99590450,0.03877464,0.99515594,0.03860616
1547.8500,1.936831e+14,B,A,0.99594402,0.03775172,0.99523440,0.03758967
1547.9000,1.936769e+14,B,A,0.99598213,0.03673858,0.99531005,0.03658274
1547.9500,1.936706e+14,B,A,0.99601886,0.03573488,0.99538297,0.03558504
1548.0000,1.936644e+14,B,A,0.99605425,0.03474027,0.99545324,0.03459624
1548.0500,1.936581e+14,B,A,0.99608834,0.03375443,0.99552094,0.03361601
1548.1000,1.936519e+14,B,A,0.99612117,0.03277703,0.99558614,0.03264405
1548.1500,1.936456e+14,B,A,0.99615278,0.03180776,0.99564890,0.03168005
1548.2000,1.936394e+14,B,A,0.99618320,0.03084632,0.99570930,0.03072371
1548.2500,1.936331e+14,B,A,0.99621245,0.02989241,0.99576740,0.02977475
1548.3000,1.936269e+14,B,A,0.99624058,0.02894574,0.99582325,0.02883290
1548.3500,1.936206e+14,B,A,0.99626760,0.02800604,0.99587692,0.02789787
1548.4000,1.936143e+14,B,A,0.99629355,0.02707303,0.99592845,0.02696939
1548.4500,1.936081e+14,B,A,0.99631845,0.02614645,0.99597791,0.02604722
1548.5000,1.936018e+14,B,A,0.99634232,0.02522603,0.99602533,0.02513110
1548.5500,1.935956e+14,B,A,0.99636520,0.02431152,0.99607076,0.02422077
1548.6000,1.935893e+14,B,A,0.99638710,0.02340268,0.99611426,0.02331600
1548.6500,1.935831e+14,B,A,0.99640804,0.02249925,0.99615585,0.02241654
1548.7000,1.935768e+14,B,A,0.99642804,0.02160101,0.99619558,0.02152217
1548.7500,1.935706e+14,B,A,0.99644712,0.02070771,0.99623349,0.02063267
1548.8000,1.935643e+14,B,A,0.99646531,0.01981914,0.99626961,0.01974779
1548.8500,1.935581e+14,B,A,0.99648261,0.01893506,0.99630398,0.01886733
1548.9000,1.935518e+14,B,A,0.99649904,0.01805527,0.99633662,0.01799108
1548.9500,1.935456e+14,B,A,0.99651463,0.01717953,0.99636758,0.01711881
1549.0000,1.935394e+14,B,A,0.99652937,0.01630765,0.99639686,0.01625033
1549.0500,1.935331e+14,B,A,0.99654329,0.01543940,0.99642452,0.01538542
1549.1000,1.935269e+14,B,A,0.99655640,0.01457460,0.99645055,0.01452390
1549.1500,1.935206e+14,B,A,0.99656870,0.01371303,0.99647500,0.01366555
1549.2000,1.935144e+14,B,A,0.99658022,0.01285450,0.99649789,0.01281018
1549.2500,1.935081e+14,B,A,0.99659096,0.01199880,0.99651922,0.01195761
1549.3000,1.935019e+14,B,A,0.99660093,0.01114575,0.99653903,0.01110764
1549.3500,1.934956e+14,B,A,0.99661014,0.01029516,0.99655733,0.01026007
1549.4000,1.934894e+14,B,A,0.99661860,0.00944682,0.99657413,0.00941474
1549.4500,1.934831e+14,B,A,0.99662631,0.00860057,0.99658945,0.00857145
1549.5000,1.934769e+14,B,A,0.99663329,0.00775621,0.99660331,0.00773002
1549.5500,1.934707e+14,B,A,0.99663953,0.00691355,0.99661571,0.00689026
1549.6000,1.934644e+14,B,A,0.99664504,0.00607242,0.99662667,0.00605201
1549.6500,1.934582e+14,B,A,0.99664984,0.00523263,0.99663620,0.00521508
1549.7000,1.934519e+14,B,A,0.99665392,0.00439401,0.99664429,0.00437929
1549.7500,1.934457e+14,B,A,0.99665728,0.00355636,0.99665098,0.00354447
1549.8000,1.934394e+14,B,A,0.99665993,0.00271953,0.99665625,0.00271044
1549.8500,1.934332e+14,B,A,0.99666188,0.00188332,0.99666011,0.00187704
1549.9000,1.934270e+14,B,A,0.99666311,0.00104757,0.99666257,0.00104407
1549.9500,1.934207e+14,B,A,0.99666364,0.00021209,0.99666362,0.00021138
1550.0000,1.934145e+14,B,A,0.99666347,-0.00062329,0.99666328,-0.00062121
1550.0500,1.934083e+14,B,A,0.99666259,-0.00145875,0.99666153,-0.00145388
1550.1000,1.934020e+14,B,A,0.99666101,-0.00229446,0.99665838,-0.00228680
1550.1500,1.933958e+14,B,A,0.99665872,-0.00313061,0.99665383,-0.00312014
1550.2000,1.933895e+14,B,A,0.99665572,-0.00396736,0.99664787,-0.00395408
1550.2500,1.933833e+14,B,A,0.99665201,-0.00480489,0.99664050,-0.00478879
1550.3000,1.933771e+14,B,A,0.99664758,-0.00564339,0.99663171,-0.00562444
1550.3500,1.933708e+14,B,A,0.99664244,-0.00648303,0.99662150,-0.00646121
1550.4000,1.933646e+14,B,A,0.99663658,-0.00732398,0.99660985,-0.00729928
1550.4500,1.933584e+14,B,A,0.99662999,-0.00816644,0.99659675,-0.00813883
1550.5000,1.933521e+14,B,A,0.99662267,-0.00901058,0.99658221,-0.00898003
1550.5500,1.933459e+14,B,A,0.99661460,-0.00985659,0.99656619,-0.00982306
1550.6000,1.933396e+14,B,A,0.99660580,-0.01070465,0.99654870,-0.01066811
1550.6500,1.933334e+14,B,A,0.99659624,-0.01155495,0.99652971,-0.01151536
1550.7000,1.933272e+14,B,A,0.99658592,-0.01240767,0.99650921,-0.01236500
1550.7500,1.933209e+14,B,A,0.99657483,-0.01326302,0.99648718,-0.01321720
