wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1548.5000,1.936018e+14,B,A,0.99300604,0.08512940,0.98941004,0.08443194
1548.5500,1.935956e+14,B,A,0.99315333,0.08339673,0.98970163,0.08272977
1548.6000,1.935893e+14,B,A,0.99329462,0.08170018,0.98998139,0.08106210
1548.6500,1.935831e+14,B,A,0.99343022,0.08003827,0.99024990,0.07942757
1548.7000,1.935768e+14,B,A,0.99356041,0.07840962,0.99050774,0.07782490
1548.7500,1.935706e+14,B,A,0.99368545,0.07681293,0.99075541,0.07625285
1548.8000,1.935643e+14,B,A,0.99380559,0.07524692,0.99099341,0.07471026
1548.8500,1.935581e+14,B,A,0.99392107,0.07371042,0.99122220,0.07319602
1548.9000,1.935518e+14,B,A,0.99403211,0.07220228,0.99144220,0.07170904
1548.9500,1.935456e+14,B,A,0.99413890,0.07072142,0.99165384,0.07024833
1549.0000,1.935394e+14,B,A,0.99424166,0.06926681,0.99185748,0.06881289
1549.0500,1.935331e+14,B,A,0.99434055,0.06783746,0.99205349,0.06740181
1549.1000,1.935269e+14,B,A,0.99443575,0.06643242,0.99224220,0.06601419
1549.1500,1.935206e+14,B,A,0.99452742,0.06505080,0.99242394,0.06464919
1549.2000,1.935144e+14,B,A,0.99461572,0.06369173,0.99259901,0.06330598
1549.2500,1.935081e+14,B,A,0.99470080,0.06235439,0.99276769,0.06198378
1549.3000,1.935019e+14,B,A,0.99478278,0.06103799,0.99293025,0.06068184
1549.3500,1.934956e+14,B,A,0.99486179,0.05974176,0.99308695,0.05939945
1549.4000,1.934894e+14,B,A,0.99493797,0.05846500,0.99323802,0.05813591
1549.4500,1.934831e+14,B,A,0.99501141,0.05720699,0.99338370,0.05689056
1549.5000,1.934769e+14,B,A,0.99508224,0.05596707,0.99352419,0.05566277
1549.5500,1.934707e+14,B,A,0.99515056,0.05474460,0.99365971,0.05445192
1549.6000,1.934644e+14,B,A,0.99521645,0.05353897,0.99379044,0.05325741
1549.6500,1.934582e+14,B,A,0.99528003,0.05234958,0.99391657,0.05207869
1549.7000,1.934519e+14,B,A,0.99534136,0.05117585,0.99403826,0.05091521
1549.7500,1.934457e+14,B,A,0.99540055,0.05001725,0.99415570,0.04976644
1549.8000,1.934394e+14,B,A,0.99545765,0.04887323,0.99426902,0.04863187
1549.8500,1.934332e+14,B,A,0.99551277,0.04774330,0.99437838,0.04751101
1549.9000,1.934270e+14,B,A,0.99556595,0.04662697,0.99448393,0.04640340
1549.9500,1.934207e+14,B,A,0.99561727,0.04552375,0.99458578,0.04530857
1550.0000,1.934145e+14,B,A,0.99566680,0.04443319,0.99468408,0.04422609
1550.0500,1.934083e+14,B,A,0.99571459,0.04335484,0.99477894,0.04315553
1550.1000,1.934020e+14,B,A,0.99576070,0.04228829,0.99487048,0.04209647
1550.1500,1.933958e+14,B,A,0.99580520,0.04123312,0.99495880,0.04104852
1550.2000,1.933895e+14,B,A,0.99584812,0.04018893,0.99504401,0.04001130
1550.2500,1.933833e+14,B,A,0.99588952,0.03915533,0.99512620,0.03898442
1550.3000,1.933771e+14,B,A,0.99592946,0.03813195,0.99520548,0.03796753
1550.3500,1.933708e+14,B,A,0.99596796,0.03711843,0.99528193,0.03696028
1550.4000,1.933646e+14,B,A,0.99600509,0.03611441,0.99535564,0.03596232
1550.4500,1.933584e+14,B,A,0.99604087,0.03511955,0.99542668,0.03497332
1550.5000,1.933521e+14,B,A,0.99607535,0.03413353,0.99549514,0.03399297
1550.5500,1.933459e+14,B,A,0.99610856,0.03315602,0.99556108,0.03302095
1550.6000,1.933396e+14,B,A,0.99614054,0.03218671,0.99562459,0.03205695
1550.6500,1.933334e+14,B,A,0.99617132,0.03122529,0.99568572,0.03110069
1550.7000,1.933272e+14,B,A,0.99620094,0.03027148,0.99574453,0.03015187
1550.7500,1.933209e+14,B,A,0.99622942,0.02932497,0.99580109,0.02921021
1550.8000,1.933147e+14,B,A,0.99625679,0.02838550,0.99585546,0.02827545
1550.8500,1.933085e+14,B,A,0.99628309,0.02745278,0.99590769,0.02734731
1550.9000,1.933022e+14,B,A,0.99630834,0.02652656,0.99595783,0.02642553
1550.9500,1.932960e+14,B,A,0.99633256,0.02560656,0.99600593,0.02550986
1551.0000,1.932898e+14,B,A,0.99635577,0.02469255,0.99605204,0.02460006
1551.0500,1.932836e+14,B,A,0.99637800,0.02378426,0.99609620,0.02369588
1551.1000,1.932773e+14,B,A,0.99639928,0.02288146,0.99613845,0.02279708
1551.1500,1.932711e+14,B,A,0.99641961,0.02198390,0.99617884,0.02190343
1551.2000,1.932649e+14,B,A,0.99643903,0.02109137,0.99621740,0.02101470
1551.2500,1.932586e+14,B,A,0.99645754,0.02020362,0.99625418,0.02013068
1551.3000,1.932524e+14,B,A,0.99647517,0.01932044,0.99628919,0.01925114
1551.3500,1.932462e+14,B,A,0.99649192,0.01844160,0.99632248,0.01837586
1551.4000,1.932399e+14,B,A,0.99650783,0.01756689,0.99635407,0.01750465
1551.4500,1.932337e+14,B,A,0.99652290,0.01669610,0.99638400,0.01663728
1551.5000,1.932275e+14,B,A,0.99653714,0.01582903,0.99641229,0.01577355
1551.5500,1.932213e+14,B,A,0.99655057,0.01496546,0.99643897,0.01491328
1551.6000,1.932150e+14,B,A,0.99656319,0.01410519,0.99646406,0.01405625
1551.6500,1.932088e+14,B,A,0.99657503,0.01324803,0.99648758,0.01320227
1551.7000,1.932026e+14,B,A,0.99658610,0.01239378,0.99650956,0.01235116
1551.7500,1.931964e+14,B,A,0.99659639,0.01154225,0.99653000,0.01150271
1551.8000,1.931901e+14,B,A,0.99660592,0.01069325,0.99654894,0.01065675
1551.8500,1.931839e+14,B,A,0.99661470,0.00984658,0.99656639,0.00981309
1551.9000,1.931777e+14,B,A,0.99662274,0.00900207,0.99658236,0.00897154
1551.9500,1.931715e+14,B,A,0.99663004,0.00815952,0.99659687,0.00813193
1552.0000,1.931652e+14,B,A,0.99663662,0.00731875,0.99660992,0.00729407
1552.0500,1.931590e+14,B,A,0.99664246,0.00647959,0.99662154,0.00645779
1552.1000,1.931528e+14,B,A,0.99664759,0.00564185,0.99663173,0.00562291
1552.1500,1.931466e+14,B,A,0.99665201,0.00480535,0.99664050,0.00478925
1552.2000,1.931404e+14,B,A,0.99665571,0.00396992,0.99664785,0.00395663
1552.2500,1.931341e+14,B,A,0.99665870,0.00313538,0.99665380,0.00312489
1552.3000,1.931279e+14,B,A,0.99666099,0.00230154,0.99665835,0.00229386
1552.3500,1.931217e+14,B,A,0.99666258,0.00146825,0.99666150,0.00146335
1552.4000,1.931155e+14,B,A,0.99666346,0.00063531,0.99666326,0.00063319
1552.4500,1.931093e+14,B,A,0.99666365,-0.00019743,0.99666363,-0.00019678
1552.5000,1.931030e+14,B,A,0.99666313,-0.00103017,0.99666260,-0.00102673
1552.5500,1.930968e+14,B,A,0.99666191,-0.00186307,0.99666018,-0.00185685
