wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1548.5000,1.936018e+14,B,A,0.99177316,-0.09862842,0.98695330,-0.09765851
1548.5500,1.935956e+14,B,A,0.99159924,-0.10036565,0.98660911,-0.09935550
1548.6000,1.935893e+14,B,A,0.99141852,-0.10213965,0.98625152,-0.10108716
1548.6500,1.935831e+14,B,A,0.99123064,-0.10395186,0.98587985,-0.10285479
1548.7000,1.935768e+14,B,A,0.99103525,-0.10580380,0.98549338,-0.10465977
1548.7500,1.935706e+14,B,A,0.99083195,-0.10769705,0.98509134,-0.10650351
1548.8000,1.935643e+14,B,A,0.99062031,-0.10963329,0.98467291,-0.10838753
1548.8500,1.935581e+14,B,A,0.99039989,-0.11161428,0.98423722,-0.11031339
1548.9000,1.935518e+14,B,A,0.99017022,-0.11364188,0.98378333,-0.11228276
1548.9500,1.935456e+14,B,A,0.98993078,-0.11571804,0.98331026,-0.11429736
1549.0000,1.935394e+14,B,A,0.98968102,-0.11784483,0.98281692,-0.11635904
1549.0500,1.935331e+14,B,A,0.98942037,-0.12002444,0.98230219,-0.11846970
1549.1000,1.935269e+14,B,A,0.98914819,-0.12225915,0.98176484,-0.12063138
1549.1500,1.935206e+14,B,A,0.98886381,-0.12455142,0.98120357,-0.12284620
1549.2000,1.935144e+14,B,A,0.98856650,-0.12690382,0.98061695,-0.12511641
1549.2500,1.935081e+14,B,A,0.98825549,-0.12931909,0.98000349,-0.12744439
1549.3000,1.935019e+14,B,A,0.98792994,-0.13180011,0.97936156,-0.12983262
1549.3500,1.934956e+14,B,A,0.98758895,-0.13434996,0.97868940,-0.13228374
1549.4000,1.934894e+14,B,A,0.98723155,-0.13697190,0.97798514,-0.13480055
1549.4500,1.934831e+14,B,A,0.98685668,-0.13966940,0.97724674,-0.13738598
1549.5000,1.934769e+14,B,A,0.98646321,-0.14244615,0.97647201,-0.14004316
1549.5500,1.934707e+14,B,A,0.98604992,-0.14530607,0.97565856,-0.14277537
1549.6000,1.934644e+14,B,A,0.98561546,-0.14825335,0.97480383,-0.14558611
1549.6500,1.934582e+14,B,A,0.98515839,-0.15129245,0.97390504,-0.14847908
1549.7000,1.934519e+14,B,A,0.98467715,-0.15442815,0.97295915,-0.15145820
1549.7500,1.934457e+14,B,A,0.98417002,-0.15766555,0.97196288,-0.15452763
1549.8000,1.934394e+14,B,A,0.98363515,-0.16101009,0.97091267,-0.15769178
1549.8500,1.934332e+14,B,A,0.98307051,-0.16446764,0.96980462,-0.16095536
1549.9000,1.934270e+14,B,A,0.98247387,-0.16804446,0.96863448,-0.16432335
1549.9500,1.934207e+14,B,A,0.98184282,-0.17174728,0.96739761,-0.16780105
1550.0000,1.934145e+14,B,A,0.98117469,-0.17558337,0.96608894,-0.17139411
1550.0500,1.934083e+14,B,A,0.98046657,-0.17956050,0.96470291,-0.17510855
1550.1000,1.934020e+14,B,A,0.97971525,-0.18368711,0.96323341,-0.17895076
1550.1500,1.933958e+14,B,A,0.97891720,-0.18797226,0.96167374,-0.18292757
1550.2000,1.933895e+14,B,A,0.97806851,-0.19242576,0.96001651,-0.18704626
1550.2500,1.933833e+14,B,A,0.97716488,-0.19705826,0.95825358,-0.19131459
1550.3000,1.933771e+14,B,A,0.97620154,-0.20188126,0.95637596,-0.19574085
1550.3500,1.933708e+14,B,A,0.97517320,-0.20690729,0.95437367,-0.20033387
1550.4000,1.933646e+14,B,A,0.97407396,-0.21214994,0.95223569,-0.20510308
1550.4500,1.933584e+14,B,A,0.97289728,-0.21762404,0.94994974,-0.21005856
1550.5000,1.933521e+14,B,A,0.97163582,-0.22334577,0.94750218,-0.21521104
1550.5500,1.933459e+14,B,A,0.97028139,-0.22933281,0.94487776,-0.22057199
1550.6000,1.933396e+14,B,A,0.96882480,-0.23560454,0.94205947,-0.22615361
1550.6500,1.933334e+14,B,A,0.96725571,-0.24218219,0.93902824,-0.23196891
1550.7000,1.933272e+14,B,A,0.96556245,-0.24908914,0.93576265,-0.23803172
1550.7500,1.933209e+14,B,A,0.96373185,-0.25635111,0.93223864,-0.24435671
1550.8000,1.933147e+14,B,A,0.96174898,-0.26399651,0.92842903,-0.25095943
1550.8500,1.933085e+14,B,A,0.95959686,-0.27205677,0.92430313,-0.25785627
1550.9000,1.933022e+14,B,A,0.95725614,-0.28056671,0.91982615,-0.26506446
1550.9500,1.932960e+14,B,A,0.95470469,-0.28956505,0.91495858,-0.27260199
1551.0000,1.932898e+14,B,A,0.95191713,-0.29909488,0.90965542,-0.28048751
1551.0500,1.932836e+14,B,A,0.94886428,-0.30920433,0.90386533,-0.28874015
1551.1000,1.932773e+14,B,A,0.94551241,-0.31994725,0.89752955,-0.29737924
1551.1500,1.932711e+14,B,A,0.94182247,-0.33138406,0.89058068,-0.30642392
1551.2000,1.932649e+14,B,A,0.93774908,-0.34358271,0.88294124,-0.31589255
1551.2500,1.932586e+14,B,A,0.93323926,-0.35661981,0.87452192,-0.32580197
1551.3000,1.932524e+14,B,A,0.92823100,-0.37058199,0.86521965,-0.33616626
1551.3500,1.932462e+14,B,A,0.92265142,-0.38556740,0.85491514,-0.34699530
1551.4000,1.932399e+14,B,A,0.91641453,-0.40168755,0.84347024,-0.35829253
1551.4500,1.932337e+14,B,A,0.90941852,-0.41906942,0.83072472,-0.37005201
1551.5000,1.932275e+14,B,A,0.90154244,-0.43785792,0.81649271,-0.38225439
1551.5500,1.932213e+14,B,A,0.89264202,-0.45821870,0.80055875,-0.39486133
1551.6000,1.932150e+14,B,A,0.88254475,-0.48034145,0.78267351,-0.40780805
1551.6500,1.932088e+14,B,A,0.87104368,-0.50444349,0.76254960,-0.42099311
1551.7000,1.932026e+14,B,A,0.85789009,-0.53077389,0.73985779,-0.43426474
1551.7500,1.931964e+14,B,A,0.84278465,-0.55961773,0.71422469,-0.44740258
1551.8000,1.931901e+14,B,A,0.82536719,-0.59130044,0.68523343,-0.46009362
1551.8500,1.931839e+14,B,A,0.80520509,-0.62619163,0.65242976,-0.47190109
1551.9000,1.931777e+14,B,A,0.78178106,-0.66470758,0.61533767,-0.48222523
1551.9500,1.931715e+14,B,A,0.75448154,-0.70731096,0.57349043,-0.49025619
1552.0000,1.931652e+14,B,A,0.72258849,-0.75450546,0.52648546,-0.49492139
1552.0500,1.931590e+14,B,A,0.68527915,-0.80682167,0.47407403,-0.49483464
1552.1000,1.931528e+14,B,A,0.64164159,-0.86478913,0.41629745,-0.48826260
1552.1500,1.931466e+14,B,A,0.59071695,-0.92888665,0.35367765,-0.47313701
1552.2000,1.931404e+14,B,A,0.53158236,-0.99946043,0.28745649,-0.44715609
1552.2500,1.931341e+14,B,A,0.46348808,-1.07659308,0.21984648,-0.40803030
1552.3000,1.931279e+14,B,A,0.38605306,-1.15988624,0.15420651,-0.35391711
1552.3500,1.931217e+14,B,A,0.29950056,-1.24802543,0.09500025,-0.28403439
1552.4000,1.931155e+14,B,A,0.20487980,-1.33742593,0.04738007,-0.19932602
1552.4500,1.931093e+14,B,A,0.10419957,-1.41342790,0.01633013,-0.10291199
1552.5000,1.931030e+14,B,A,0.00552686,-0.00000000,0.00552686,-0.00000000
1552.5500,1.930968e+14,B,A,0.10419295,1.41343119,0.01632875,0.10290551
1552.6000,1.930906e+14,B,A,0.20485454,1.33744844,0.04736974,0.19930251
1552.6500,1.930844e+14,B,A,0.29944791,1.24807742,0.09496879,0.28398940
1552.7000,1.930782e+14,B,A,0.38596847,1.15997490,0.15414135,0.35385323
1552.7500,1.930719e+14,B,A,0.46337097,1.07672241,0.21973817,0.40795562
1552.8000,1.930657e+14,B,A,0.53143512,0.99963168,0.28730031,0.44708144
1552.8500,1.930595e+14,B,A,0.59054376,0.92909898,0.35347352,0.47307336
