wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1543.5000,1.942290e+14,B,A,0.99029318,-0.11265537,0.98401580,-0.11132602
1543.5500,1.942227e+14,B,A,0.99008117,-0.11451339,0.98359664,-0.11312992
1543.6000,1.942164e+14,B,A,0.98986096,-0.11641198,0.98316136,-0.11497159
1543.6500,1.942101e+14,B,A,0.98963214,-0.11835272,0.98270916,-0.11685241
1543.7000,1.942038e+14,B,A,0.98939427,-0.12033726,0.98223917,-0.11877385
1543.7500,1.941975e+14,B,A,0.98914686,-0.12236734,0.98175047,-0.12073742
1543.8000,1.941913e+14,B,A,0.98888941,-0.12444476,0.98124207,-0.12274472
1543.8500,1.941850e+14,B,A,0.98862139,-0.12657145,0.98071294,-0.12479741
1543.9000,1.941787e+14,B,A,0.98834223,-0.12874944,0.98016195,-0.12689725
1543.9500,1.941724e+14,B,A,0.98805131,-0.13098085,0.97958792,-0.12904607
1544.0000,1.941661e+14,B,A,0.98774797,-0.13326793,0.97898957,-0.13124582
1544.0500,1.941598e+14,B,A,0.98743151,-0.13561305,0.97836554,-0.13349853
1544.1000,1.941535e+14,B,A,0.98710118,-0.13801872,0.97771437,-0.13580632
1544.1500,1.941472e+14,B,A,0.98675617,-0.14048759,0.97703449,-0.13817144
1544.2000,1.941410e+14,B,A,0.98639561,-0.14302246,0.97632423,-0.14059625
1544.2500,1.941347e+14,B,A,0.98601858,-0.14562630,0.97558178,-0.14308325
1544.3000,1.941284e+14,B,A,0.98562406,-0.14830225,0.97480522,-0.14563506
1544.3500,1.941221e+14,B,A,0.98521098,-0.15105366,0.97399246,-0.14825442
1544.4000,1.941158e+14,B,A,0.98477818,-0.15388405,0.97314125,-0.15094427
1544.4500,1.941095e+14,B,A,0.98432441,-0.15679720,0.97224919,-0.15370767
1544.5000,1.941032e+14,B,A,0.98384829,-0.15979709,0.97131366,-0.15654786
1544.5500,1.940970e+14,B,A,0.98334838,-0.16288799,0.97033185,-0.15946827
1544.6000,1.940907e+14,B,A,0.98282307,-0.16607444,0.96930071,-0.16247253
1544.6500,1.940844e+14,B,A,0.98227065,-0.16936126,0.96821694,-0.16556445
1544.7000,1.940781e+14,B,A,0.98168924,-0.17275361,0.96707696,-0.16874808
1544.7500,1.940718e+14,B,A,0.98107682,-0.17625702,0.96587690,-0.17202772
1544.8000,1.940655e+14,B,A,0.98043116,-0.17987737,0.96461253,-0.17540788
1544.8500,1.940593e+14,B,A,0.97974987,-0.18362099,0.96327927,-0.17889339
