wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1548.5000,1.936018e+14,B,A,0.99389563,0.07414136,0.99116518,0.07362128
1548.5500,1.935956e+14,B,A,0.99399864,0.07274999,0.99136940,0.07224962
1548.6000,1.935893e+14,B,A,0.99409802,0.07138189,0.99156645,0.07090035
1548.6500,1.935831e+14,B,A,0.99419394,0.07003626,0.99175664,0.06957272
1548.7000,1.935768e+14,B,A,0.99428653,0.06871232,0.99194025,0.06826599
1548.7500,1.935706e+14,B,A,0.99437594,0.06740932,0.99211756,0.06697945
1548.8000,1.935643e+14,B,A,0.99446229,0.06612654,0.99228883,0.06571243
1548.8500,1.935581e+14,B,A,0.99454570,0.06486329,0.99245429,0.06446428
1548.9000,1.935518e+14,B,A,0.99462630,0.06361892,0.99261417,0.06323437
1548.9500,1.935456e+14,B,A,0.99470419,0.06239279,0.99276870,0.06202211
1549.0000,1.935394e+14,B,A,0.99477948,0.06118429,0.99291807,0.06082691
1549.0500,1.935331e+14,B,A,0.99485227,0.05999284,0.99306250,0.05964822
1549.1000,1.935269e+14,B,A,0.99492265,0.05881788,0.99320216,0.05848550
1549.1500,1.935206e+14,B,A,0.99499071,0.05765885,0.99333722,0.05733824
1549.2000,1.935144e+14,B,A,0.99505654,0.05651524,0.99346787,0.05620593
1549.2500,1.935081e+14,B,A,0.99512022,0.05538655,0.99359426,0.05508810
1549.3000,1.935019e+14,B,A,0.99518183,0.05427229,0.99371655,0.05398429
1549.3500,1.934956e+14,B,A,0.99524144,0.05317200,0.99383487,0.05289404
1549.4000,1.934894e+14,B,A,0.99529912,0.05208521,0.99394937,0.05181693
1549.4500,1.934831e+14,B,A,0.99535493,0.05101150,0.99406017,0.05075253
1549.5000,1.934769e+14,B,A,0.99540895,0.04995045,0.99416741,0.04970045
1549.5500,1.934707e+14,B,A,0.99546123,0.04890165,0.99427121,0.04866030
1549.6000,1.934644e+14,B,A,0.99551183,0.04786470,0.99437167,0.04763169
1549.6500,1.934582e+14,B,A,0.99556080,0.04683923,0.99446891,0.04661426
1549.7000,1.934519e+14,B,A,0.99560820,0.04582488,0.99456303,0.04560766
1549.7500,1.934457e+14,B,A,0.99565408,0.04482127,0.99465414,0.04461154
1549.8000,1.934394e+14,B,A,0.99569848,0.04382808,0.99474231,0.04362558
1549.8500,1.934332e+14,B,A,0.99574145,0.04284496,0.99482765,0.04264945
1549.9000,1.934270e+14,B,A,0.99578303,0.04187159,0.99491024,0.04168284
1549.9500,1.934207e+14,B,A,0.99582327,0.04090766,0.99499017,0.04072544
1550.0000,1.934145e+14,B,A,0.99586221,0.03995287,0.99506750,0.03977697
1550.0500,1.934083e+14,B,A,0.99589988,0.03900691,0.99514232,0.03883713
1550.1000,1.934020e+14,B,A,0.99593632,0.03806951,0.99521470,0.03790565
1550.1500,1.933958e+14,B,A,0.99597156,0.03714038,0.99528471,0.03698226
1550.2000,1.933895e+14,B,A,0.99600564,0.03621925,0.99535241,0.03606669
1550.2500,1.933833e+14,B,A,0.99603859,0.03530586,0.99541787,0.03515869
