wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1551.0000,1.932898e+14,B,A,0.99397671,0.07304840,0.99132592,0.07254385
1551.0500,1.932836e+14,B,A,0.99407655,0.07167967,0.99152387,0.07119408
1551.1000,1.932773e+14,B,A,0.99417292,0.07033343,0.99171495,0.06986596
1551.1500,1.932711e+14,B,A,0.99426594,0.06900891,0.99189942,0.06855877
1551.2000,1.932649e+14,B,A,0.99435578,0.06770537,0.99207757,0.06727180
1551.2500,1.932586e+14,B,A,0.99444254,0.06642208,0.99224966,0.06600438
1551.3000,1.932524e+14,B,A,0.99452636,0.06515835,0.99241592,0.06475585
1551.3500,1.932462e+14,B,A,0.99460736,0.06391353,0.99257659,0.06352560
1551.4000,1.932399e+14,B,A,0.99468564,0.06268699,0.99273189,0.06231302
1551.4500,1.932337e+14,B,A,0.99476131,0.06147811,0.99288202,0.06111753
1551.5000,1.932275e+14,B,A,0.99483447,0.06028631,0.99302719,0.05993858
1551.5500,1.932213e+14,B,A,0.99490522,0.05911103,0.99316757,0.05877563
1551.6000,1.932150e+14,B,A,0.99497364,0.05795172,0.99330335,0.05762817
1551.6500,1.932088e+14,B,A,0.99503982,0.05680786,0.99343469,0.05649569
1551.7000,1.932026e+14,B,A,0.99510385,0.05567895,0.99356176,0.05537772
1551.7500,1.931964e+14,B,A,0.99516580,0.05456451,0.99368472,0.05427379
1551.8000,1.931901e+14,B,A,0.99522574,0.05346406,0.99380370,0.05318346
1551.8500,1.931839e+14,B,A,0.99528374,0.05237715,0.99391884,0.05210629
1551.9000,1.931777e+14,B,A,0.99533988,0.05130335,0.99403028,0.05104187
1551.9500,1.931715e+14,B,A,0.99539421,0.05024224,0.99413815,0.04998980
1552.0000,1.931652e+14,B,A,0.99544680,0.04919342,0.99424255,0.04894968
1552.0500,1.931590e+14,B,A,0.99549770,0.04815648,0.99434362,0.04792114
1552.1000,1.931528e+14,B,A,0.99554697,0.04713105,0.99444146,0.04690381
1552.1500,1.931466e+14,B,A,0.99559467,0.04611677,0.99453616,0.04589733
1552.2000,1.931404e+14,B,A,0.99564083,0.04511327,0.99462784,0.04490138
1552.2500,1.931341e+14,B,A,0.99568552,0.04412021,0.99471658,0.04391561
1552.3000,1.931279e+14,B,A,0.99572877,0.04313727,0.99480248,0.04293970
1552.3500,1.931217e+14,B,A,0.99577064,0.04216411,0.99488562,0.04197334
1552.4000,1.931155e+14,B,A,0.99581115,0.04120042,0.99496609,0.04101623
1552.4500,1.931093e+14,B,A,0.99585036,0.04024590,0.99504396,0.04006807
1552.5000,1.931030e+14,B,A,0.99588829,0.03930025,0.99511931,0.03912858
1552.5500,1.930968e+14,B,A,0.99592500,0.03836318,0.99519222,0.03819748
1552.6000,1.930906e+14,B,A,0.99596050,0.03743443,0.99526274,0.03727450
1552.6500,1.930844e+14,B,A,0.99599484,0.03651371,0.99533096,0.03635938
1552.7000,1.930782e+14,B,A,0.99602804,0.03560076,0.99539692,0.03545186
1552.7500,1.930719e+14,B,A,0.99606014,0.03469533,0.99546069,0.03455170
1552.8000,1.930657e+14,B,A,0.99609117,0.03379716,0.99552233,0.03365865
1552.8500,1.930595e+14,B,A,0.99612115,0.03290603,0.99558189,0.03277247
1552.9000,1.930533e+14,B,A,0.99615011,0.03202167,0.99563943,0.03189294
1552.9500,1.930471e+14,B,A,0.99617807,0.03114388,0.99569500,0.03101983
1553.0000,1.930409e+14,B,A,0.99620507,0.03027242,0.99574863,0.03015293
1553.0500,1.930346e+14,B,A,0.99623112,0.02940707,0.99580039,0.02929201
1553.1000,1.930284e+14,B,A,0.99625624,0.02854761,0.99585031,0.02843688
1553.1500,1.930222e+14,B,A,0.99628046,0.02769385,0.99589843,0.02758732
1553.2000,1.930160e+14,B,A,0.99630379,0.02684557,0.99594480,0.02674313
1553.2500,1.930098e+14,B,A,0.99632626,0.02600257,0.99598946,0.02590413
1553.3000,1.930036e+14,B,A,0.99634789,0.02516467,0.99603243,0.02507012
1553.3500,1.929974e+14,B,A,0.99636869,0.02433166,0.99607376,0.02424091
1553.4000,1.929912e+14,B,A,0.99638867,0.02350335,0.99611348,0.02341632
1553.4500,1.929849e+14,B,A,0.99640786,0.02267958,0.99615161,0.02259617
1553.5000,1.929787e+14,B,A,0.99642627,0.02186014,0.99618820,0.02178028
1553.5500,1.929725e+14,B,A,0.99644391,0.02104488,0.99622327,0.02096849
1553.6000,1.929663e+14,B,A,0.99646081,0.02023360,0.99625684,0.02016062
1553.6500,1.929601e+14,B,A,0.99647696,0.01942616,0.99628894,0.01935650
1553.7000,1.929539e+14,B,A,0.99649239,0.01862236,0.99631960,0.01855597
1553.7500,1.929477e+14,B,A,0.99650710,0.01782206,0.99634884,0.01775887
1553.8000,1.929415e+14,B,A,0.99652111,0.01702509,0.99637669,0.01696504
1553.8500,1.929353e+14,B,A,0.99653442,0.01623128,0.99640316,0.01617432
1553.9000,1.929291e+14,B,A,0.99654706,0.01544049,0.99642827,0.01538656
1553.9500,1.929228e+14,B,A,0.99655902,0.01465255,0.99645204,0.01460161
1554.0000,1.929166e+14,B,A,0.99657031,0.01386732,0.99647449,0.01381932
1554.0500,1.929104e+14,B,A,0.99658096,0.01308464,0.99649565,0.01303953
