wavelength_nm,frequency_Hz,out_port,in_port,abs_S,phase_rad,real_S,imag_S
1548.5000,1.936018e+14,B,A,0.99511266,0.05571343,0.99356865,0.05541246
1548.5500,1.935956e+14,B,A,0.99516364,0.05479643,0.99366995,0.05450413
1548.6000,1.935893e+14,B,A,0.99521326,0.05388896,0.99376855,0.05360505
1548.6500,1.935831e+14,B,A,0.99526156,0.05299076,0.99386453,0.05271498
1548.7000,1.935768e+14,B,A,0.99530857,0.05210158,0.99395796,0.05183369
1548.7500,1.935706e+14,B,A,0.99535434,0.05122118,0.99404892,0.05096093
1548.8000,1.935643e+14,B,A,0.99539890,0.05034933,0.99413747,0.05009650
1548.8500,1.935581e+14,B,A,0.99544227,0.04948582,0.99422368,0.04924017
1548.9000,1.935518e+14,B,A,0.99548450,0.04863041,0.99430761,0.04839174
1548.9500,1.935456e+14,B,A,0.99552561,0.04778289,0.99438933,0.04755099
1549.0000,1.935394e+14,B,A,0.99556564,0.04694306,0.99446890,0.04671773
1549.0500,1.935331e+14,B,A,0.99560461,0.04611071,0.99454637,0.04589177
1549.1000,1.935269e+14,B,A,0.99564255,0.04528565,0.99462180,0.04507291
1549.1500,1.935206e+14,B,A,0.99567950,0.04446769,0.99469524,0.04426097
1549.2000,1.935144e+14,B,A,0.99571546,0.04365663,0.99476674,0.04345578
1549.2500,1.935081e+14,B,A,0.99575047,0.04285230,0.99483635,0.04265714
1549.3000,1.935019e+14,B,A,0.99578456,0.04205452,0.99490412,0.04186490
1549.3500,1.934956e+14,B,A,0.99581774,0.04126312,0.99497009,0.04107889
1549.4000,1.934894e+14,B,A,0.99585003,0.04047793,0.99503431,0.04029894
1549.4500,1.934831e+14,B,A,0.99588147,0.03969878,0.99509682,0.03952489
1549.5000,1.934769e+14,B,A,0.99591206,0.03892551,0.99515766,0.03875659
1549.5500,1.934707e+14,B,A,0.99594184,0.03815796,0.99521686,0.03799389
1549.6000,1.934644e+14,B,A,0.99597081,0.03739599,0.99527447,0.03723664
1549.6500,1.934582e+14,B,A,0.99599899,0.03663945,0.99533053,0.03648469
1549.7000,1.934519e+14,B,A,0.99602641,0.03588817,0.99538506,0.03573790
1549.7500,1.934457e+14,B,A,0.99605308,0.03514204,0.99543810,0.03499613
1549.8000,1.934394e+14,B,A,0.99607902,0.03440089,0.99548969,0.03425925
1549.8500,1.934332e+14,B,A,0.99610424,0.03366460,0.99553985,0.03352712
1549.9000,1.934270e+14,B,A,0.99612876,0.03293304,0.99558862,0.03279962
1549.9500,1.934207e+14,B,A,0.99615259,0.03220607,0.99563602,0.03207661
1550.0000,1.934145e+14,B,A,0.99617575,0.03148356,0.99568208,0.03135797
1550.0500,1.934083e+14,B,A,0.99619825,0.03076538,0.99572683,0.03064359
1550.1000,1.934020e+14,B,A,0.99622010,0.03005143,0.99577030,0.02993333
1550.1500,1.933958e+14,B,A,0.99624132,0.02934156,0.99581250,0.02922708
1550.2000,1.933895e+14,B,A,0.99626191,0.02863568,0.99585347,0.02852473
1550.2500,1.933833e+14,B,A,0.99628190,0.02793365,0.99589323,0.02782617
1550.3000,1.933771e+14,B,A,0.99630129,0.02723536,0.99593180,0.02713127
1550.3500,1.933708e+14,B,A,0.99632009,0.02654071,0.99596920,0.02643994
1550.4000,1.933646e+14,B,A,0.99633831,0.02584958,0.99600545,0.02575206
1550.4500,1.933584e+14,B,A,0.99635597,0.02516187,0.99604058,0.02506754
1550.5000,1.933521e+14,B,A,0.99637307,0.02447747,0.99607460,0.02438626
1550.5500,1.933459e+14,B,A,0.99638962,0.02379627,0.99610752,0.02370812
1550.6000,1.933396e+14,B,A,0.99640563,0.02311818,0.99613938,0.02303303
1550.6500,1.933334e+14,B,A,0.99642111,0.02244309,0.99617017,0.02236089
1550.7000,1.933272e+14,B,A,0.99643607,0.02177090,0.99619994,0.02169159
1550.7500,1.933209e+14,B,A,0.99645051,0.02110151,0.99622867,0.02102505
1550.8000,1.933147e+14,B,A,0.99646445,0.02043484,0.99625640,0.02036117
1550.8500,1.933085e+14,B,A,0.99647789,0.01977077,0.99628314,0.01969986
1550.9000,1.933022e+14,B,A,0.99649083,0.01910923,0.99630890,0.01904102
1550.9500,1.932960e+14,B,A,0.99650329,0.01845012,0.99633369,0.01838456
1551.0000,1.932898e+14,B,A,0.99651527,0.01779334,0.99635753,0.01773040
1551.0500,1.932836e+14,B,A,0.99652678,0.01713882,0.99638042,0.01707845
1551.1000,1.932773e+14,B,A,0.99653782,0.01648645,0.99640239,0.01642863
1551.1500,1.932711e+14,B,A,0.99654840,0.01583615,0.99642344,0.01578083
1551.2000,1.932649e+14,B,A,0.99655852,0.01518784,0.99644359,0.01513499
1551.2500,1.932586e+14,B,A,0.99656820,0.01454143,0.99646283,0.01449102
1551.3000,1.932524e+14,B,A,0.99657742,0.01389684,0.99648119,0.01384883
1551.3500,1.932462e+14,B,A,0.99658621,0.01325397,0.99649867,0.01320834
1551.4000,1.932399e+14,B,A,0.99659456,0.01261276,0.99651529,0.01256948
1551.4500,1.932337e+14,B,A,0.99660247,0.01197312,0.99653104,0.01193215
1551.5000,1.932275e+14,B,A,0.99660996,0.01133496,0.99654594,0.01129629
1551.5500,1.932213e+14,B,A,0.99661702,0.01069821,0.99655999,0.01066181
1551.6000,1.932150e+14,B,A,0.99662366,0.01006278,0.99657320,0.01002864
1551.6500,1.932088e+14,B,A,0.99662988,0.00942860,0.99658558,0.00939669
1551.7000,1.932026e+14,B,A,0.99663569,0.00879560,0.99659714,0.00876589
1551.7500,1.931964e+14,B,A,0.99664108,0.00816368,0.99660787,0.00813617
1551.8000,1.931901e+14,B,A,0.99664607,0.00753278,0.99661779,0.00750744
