topology,n_logical,layer,seed,eval_mode,eval_perms,crossing_loss_db_per_cross,worst_il_db,worst_sxr_db
padded_benes_4x4,4,logical,43,exhaustive,24,0.0,1.0315646806982441,16.0422433918146
padded_benes_4x4,4,logical,43,exhaustive,24,0.05,1.1815646806982443,15.892243391814603
padded_benes_4x4,4,logical,43,exhaustive,24,0.1,1.3315646806982442,15.742243391814604
padded_benes_4x4,4,logical,43,exhaustive,24,0.2,1.6315646806982442,15.4422433918146
padded_benes_4x4,4,logical,43,exhaustive,24,0.3,1.931564680698244,15.142243391814603
padded_benes_4x4,4,logical,43,exhaustive,24,0.5,2.531564680698244,14.542243391814601
padded_benes_4x4,4,logical,43,exhaustive,24,1.0,4.031564680698244,13.042243391814603
waksman_4x4,4,logical,43,exhaustive,24,0.0,0.9928987946072857,16.064242141755827
waksman_4x4,4,logical,43,exhaustive,24,0.05,1.0928987946072857,15.964242141755827
waksman_4x4,4,logical,43,exhaustive,24,0.1,1.1928987946072858,15.864242141755827
waksman_4x4,4,logical,43,exhaustive,24,0.2,1.3928987946072857,15.664242141755826
waksman_4x4,4,logical,43,exhaustive,24,0.3,1.5928987946072857,15.464242141755825
waksman_4x4,4,logical,43,exhaustive,24,0.5,1.9928987946072856,15.064242141755827
waksman_4x4,4,logical,43,exhaustive,24,1.0,2.9928987946072856,14.064242141755827
spanke_benes_4x4,4,logical,43,exhaustive,24,0.0,1.5108313243454758,13.348004461779354
spanke_benes_4x4,4,logical,43,exhaustive,24,0.05,1.5108313243454758,13.348004461779354
spanke_benes_4x4,4,logical,43,exhaustive,24,0.1,1.5108313243454758,13.348004461779354
spanke_benes_4x4,4,logical,43,exhaustive,24,0.2,1.5108313243454758,13.348004461779354
spanke_benes_4x4,4,logical,43,exhaustive,24,0.3,1.5108313243454758,13.348004461779354
spanke_benes_4x4,4,logical,43,exhaustive,24,0.5,1.5108313243454758,13.348004461779354
spanke_benes_4x4,4,logical,43,exhaustive,24,1.0,1.5108313243454758,13.348004461779354
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,0.0,1.2351980025218603,14.653190696647266
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,0.05,1.2351980025218603,14.653190696647266
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,0.1,1.2351980025218603,14.653190696647266
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,0.2,1.2351980025218603,14.653190696647266
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,0.3,1.2351980025218603,14.653190696647266
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,0.5,1.2351980025218603,14.653190696647266
spanke_benes_rect_4x4,4,logical,43,exhaustive,24,1.0,1.2351980025218603,14.653190696647266
padded_benes_8x8,6,logical,43,exhaustive,720,0.0,1.9094972104364345,13.259170955189232
padded_benes_8x8,6,logical,43,exhaustive,720,0.05,2.5594972104364344,12.709170955189231
padded_benes_8x8,6,logical,43,exhaustive,720,0.1,3.2094972104364343,12.159170955189229
padded_benes_8x8,6,logical,43,exhaustive,720,0.2,4.509497210436434,11.05917095518923
padded_benes_8x8,6,logical,43,exhaustive,720,0.3,5.809497210436435,9.959170955189231
padded_benes_8x8,6,logical,43,exhaustive,720,0.5,8.409497210436435,7.419957114235057
padded_benes_8x8,6,logical,43,exhaustive,720,1.0,14.909497210436435,0.9199571142350567
waksman_6x6,6,logical,43,exhaustive,720,0.0,1.6311968316582979,13.259072429626364
waksman_6x6,6,logical,43,exhaustive,720,0.05,2.050831324345476,12.759072429626361
waksman_6x6,6,logical,43,exhaustive,720,0.1,2.550831324345476,12.259072429626363
waksman_6x6,6,logical,43,exhaustive,720,0.2,3.550831324345476,11.259072429626363
waksman_6x6,6,logical,43,exhaustive,720,0.3,4.550831324345475,10.259072429626364
waksman_6x6,6,logical,43,exhaustive,720,0.5,6.550831324345475,8.259072429626361
waksman_6x6,6,logical,43,exhaustive,720,1.0,11.550831324345475,3.2590724296263627
spanke_benes_6x6,6,logical,43,exhaustive,720,0.0,2.690696383821858,9.652562691023569
spanke_benes_6x6,6,logical,43,exhaustive,720,0.05,2.690696383821858,9.652562691023569
spanke_benes_6x6,6,logical,43,exhaustive,720,0.1,2.690696383821858,9.652562691023569
spanke_benes_6x6,6,logical,43,exhaustive,720,0.2,2.690696383821858,9.652562691023569
spanke_benes_6x6,6,logical,43,exhaustive,720,0.3,2.690696383821858,9.652562691023569
spanke_benes_6x6,6,logical,43,exhaustive,720,0.5,2.690696383821858,9.652562691023569
spanke_benes_6x6,6,logical,43,exhaustive,720,1.0,2.690696383821858,9.652562691023569
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,0.0,1.8637964183510098,12.323927853899914
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,0.05,1.8637964183510098,12.323927853899914
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,0.1,1.8637964183510098,12.323927853899914
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,0.2,1.8637964183510098,12.323927853899914
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,0.3,1.8637964183510098,12.323927853899914
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,0.5,1.8637964183510098,12.323927853899914
spanke_benes_rect_6x6,6,logical,43,exhaustive,720,1.0,1.8637964183510098,12.323927853899914
padded_benes_8x8,8,logical,43,sample,300,0.0,1.9481630965273928,12.912958767660406
padded_benes_8x8,8,logical,43,sample,300,0.05,2.5981630965273927,12.262958767660406
padded_benes_8x8,8,logical,43,sample,300,0.1,3.248163096527393,11.612958767660405
padded_benes_8x8,8,logical,43,sample,300,0.2,4.548163096527393,10.312958767660405
padded_benes_8x8,8,logical,43,sample,300,0.3,5.848163096527393,9.012958767660406
padded_benes_8x8,8,logical,43,sample,300,0.5,8.448163096527393,6.412958767660406
padded_benes_8x8,8,logical,43,sample,300,1.0,14.948163096527393,-0.08704123233959264
waksman_8x8,8,logical,43,sample,300,0.0,1.9094972104364345,12.976958767660406
waksman_8x8,8,logical,43,sample,300,0.05,2.6094972104364342,12.326958767660406
waksman_8x8,8,logical,43,sample,300,0.1,3.309497210436434,11.676958767660405
waksman_8x8,8,logical,43,sample,300,0.2,4.709497210436434,10.376958767660406
waksman_8x8,8,logical,43,sample,300,0.3,6.109497210436434,9.076958767660406
waksman_8x8,8,logical,43,sample,300,0.5,8.909497210436435,6.476958767660406
waksman_8x8,8,logical,43,sample,300,1.0,15.909497210436435,-0.023041232339594837
spanke_benes_8x8,8,logical,43,sample,300,0.0,3.8705614432982394,6.916410411231158
spanke_benes_8x8,8,logical,43,sample,300,0.05,3.8705614432982394,6.916410411231158
spanke_benes_8x8,8,logical,43,sample,300,0.1,3.8705614432982394,6.916410411231158
spanke_benes_8x8,8,logical,43,sample,300,0.2,3.8705614432982394,6.916410411231158
spanke_benes_8x8,8,logical,43,sample,300,0.3,3.8705614432982394,6.916410411231158
spanke_benes_8x8,8,logical,43,sample,300,0.5,3.8705614432982394,6.916410411231158
spanke_benes_8x8,8,logical,43,sample,300,1.0,3.8705614432982394,6.916410411231158
spanke_benes_rect_8x8,8,logical,43,sample,300,0.0,2.4923948341801587,10.506138315591983
spanke_benes_rect_8x8,8,logical,43,sample,300,0.05,2.4923948341801587,10.506138315591983
spanke_benes_rect_8x8,8,logical,43,sample,300,0.1,2.4923948341801587,10.506138315591983
spanke_benes_rect_8x8,8,logical,43,sample,300,0.2,2.4923948341801587,10.506138315591983
spanke_benes_rect_8x8,8,logical,43,sample,300,0.3,2.4923948341801587,10.506138315591983
spanke_benes_rect_8x8,8,logical,43,sample,300,0.5,2.4923948341801587,10.506138315591983
spanke_benes_rect_8x8,8,logical,43,sample,300,1.0,2.4923948341801587,10.506138315591983
padded_benes_16x16,12,logical,43,sample,300,0.0,3.2580956262655834,10.751144910584856
padded_benes_16x16,12,logical,43,sample,300,0.05,4.908095626265584,9.101144910584855
padded_benes_16x16,12,logical,43,sample,300,0.1,6.558095626265583,7.451144910584855
padded_benes_16x16,12,logical,43,sample,300,0.2,9.858095626265584,4.151144910584854
padded_benes_16x16,12,logical,43,sample,300,0.3,13.158095626265585,0.8511449105848545
padded_benes_16x16,12,logical,43,sample,300,0.5,19.758095626265582,-5.748855089415148
padded_benes_16x16,12,logical,43,sample,300,1.0,36.258095626265586,-22.248855089415148
waksman_12x12,12,logical,43,sample,300,0.0,2.6917952474874474,10.791653718032538
waksman_12x12,12,logical,43,sample,300,0.05,4.198762683220105,9.241653718032538
waksman_12x12,12,logical,43,sample,300,0.1,5.7987626832201045,7.691653718032537
waksman_12x12,12,logical,43,sample,300,0.2,8.998762683220106,4.591653718032537
waksman_12x12,12,logical,43,sample,300,0.3,12.198762683220105,1.4916537180325395
waksman_12x12,12,logical,43,sample,300,0.5,18.598762683220105,-4.708346281967463
waksman_12x12,12,logical,43,sample,300,1.0,34.5987626832201,-20.208346281967454
spanke_benes_12x12,12,logical,43,sample,300,0.0,6.230291562251002,2.5498992845357407
spanke_benes_12x12,12,logical,43,sample,300,0.05,6.230291562251002,2.5498992845357407
spanke_benes_12x12,12,logical,43,sample,300,0.1,6.230291562251002,2.5498992845357407
spanke_benes_12x12,12,logical,43,sample,300,0.2,6.230291562251002,2.5498992845357407
spanke_benes_12x12,12,logical,43,sample,300,0.3,6.230291562251002,2.5498992845357407
spanke_benes_12x12,12,logical,43,sample,300,0.5,6.230291562251002,2.5498992845357407
spanke_benes_12x12,12,logical,43,sample,300,1.0,6.230291562251002,2.5498992845357407
spanke_benes_rect_12x12,12,logical,43,sample,300,0.0,3.749591665838456,7.617809941523114
spanke_benes_rect_12x12,12,logical,43,sample,300,0.05,3.749591665838456,7.617809941523114
spanke_benes_rect_12x12,12,logical,43,sample,300,0.1,3.749591665838456,7.617809941523114
spanke_benes_rect_12x12,12,logical,43,sample,300,0.2,3.749591665838456,7.617809941523114
spanke_benes_rect_12x12,12,logical,43,sample,300,0.3,3.749591665838456,7.617809941523114
spanke_benes_rect_12x12,12,logical,43,sample,300,0.5,3.749591665838456,7.617809941523114
spanke_benes_rect_12x12,12,logical,43,sample,300,1.0,3.749591665838456,7.617809941523114
padded_benes_16x16,16,logical,43,sample,300,0.0,3.296761512356542,10.103515295154857
padded_benes_16x16,16,logical,43,sample,300,0.05,5.1694297401746265,8.291293296465792
padded_benes_16x16,16,logical,43,sample,300,0.1,7.119429740174626,6.441293296465792
padded_benes_16x16,16,logical,43,sample,300,0.2,11.019429740174626,2.7412932964657926
padded_benes_16x16,16,logical,43,sample,300,0.3,14.919429740174625,-0.9587067035342067
