topology,n_logical,layer,seed,eval_mode,eval_perms,crossing_loss_db_per_cross,worst_il_db,worst_sxr_db
padded_benes_16x16,16,logical,43,sample,300,0.5,22.719429740174625,-8.358706703534207
padded_benes_16x16,16,logical,43,sample,300,1.0,42.219429740174625,-27.61693185976515
waksman_16x16,16,logical,43,sample,300,0.0,3.2580956262655834,10.103667403905543
waksman_16x16,16,logical,43,sample,300,0.05,5.258095626265583,8.353667403905545
waksman_16x16,16,logical,43,sample,300,0.1,7.258095626265583,6.603667403905544
waksman_16x16,16,logical,43,sample,300,0.2,11.258095626265582,3.1036674039055443
waksman_16x16,16,logical,43,sample,300,0.3,15.258095626265582,-0.396332596094455
waksman_16x16,16,logical,43,sample,300,0.5,23.258095626265582,-7.396332596094457
waksman_16x16,16,logical,43,sample,300,1.0,43.258095626265586,-26.656301396835964
spanke_benes_16x16,16,logical,43,sample,300,0.0,8.590021681203766,-1.1294605271309246
spanke_benes_16x16,16,logical,43,sample,300,0.05,8.590021681203766,-1.1294605271309246
spanke_benes_16x16,16,logical,43,sample,300,0.1,8.590021681203766,-1.1294605271309246
spanke_benes_16x16,16,logical,43,sample,300,0.2,8.590021681203766,-1.1294605271309246
spanke_benes_16x16,16,logical,43,sample,300,0.3,8.590021681203766,-1.1294605271309246
spanke_benes_16x16,16,logical,43,sample,300,0.5,8.590021681203766,-1.1294605271309246
spanke_benes_16x16,16,logical,43,sample,300,1.0,8.590021681203766,-1.1294605271309246
spanke_benes_rect_16x16,16,logical,43,sample,300,0.0,5.006788497496754,5.221712908866661
spanke_benes_rect_16x16,16,logical,43,sample,300,0.05,5.006788497496754,5.221712908866661
spanke_benes_rect_16x16,16,logical,43,sample,300,0.1,5.006788497496754,5.221712908866661
spanke_benes_rect_16x16,16,logical,43,sample,300,0.2,5.006788497496754,5.221712908866661
spanke_benes_rect_16x16,16,logical,43,sample,300,0.3,5.006788497496754,5.221712908866661
spanke_benes_rect_16x16,16,logical,43,sample,300,0.5,5.006788497496754,5.221712908866661
spanke_benes_rect_16x16,16,logical,43,sample,300,1.0,5.006788497496754,5.221712908866661
