edge_id,waveguide_owner_edge_id,kind,source_endpoint,source_wire,source_blocked,target_endpoint,target_wire,target_blocked,source_stage,target_stage
stage:5:w11:padded_benes_16x16_s5_w9_11.drop->padded_benes_16x16_s6_w10_11.add:w11,input:w11->padded_benes_16x16_s0_w10_11.add,interstage,padded_benes_16x16_s5_w9_11.drop,11,False,padded_benes_16x16_s6_w10_11.add,11,False,5,6
stage:5:w12:padded_benes_16x16_s5_w12_14.th->padded_benes_16x16_s6_w12_13.in:w12,input:w12->padded_benes_16x16_s0_w12_13.in,interstage,padded_benes_16x16_s5_w12_14.th,12,False,padded_benes_16x16_s6_w12_13.in,12,False,5,6
stage:5:w13:padded_benes_16x16_s5_w13_15.th->padded_benes_16x16_s6_w12_13.add:w13,input:w13->padded_benes_16x16_s0_w12_13.add,interstage,padded_benes_16x16_s5_w13_15.th,13,False,padded_benes_16x16_s6_w12_13.add,13,False,5,6
stage:5:w14:padded_benes_16x16_s5_w12_14.drop->padded_benes_16x16_s6_w14_15.in:w14,input:w14->padded_benes_16x16_s0_w14_15.in,interstage,padded_benes_16x16_s5_w12_14.drop,14,False,padded_benes_16x16_s6_w14_15.in,14,False,5,6
stage:5:w15:padded_benes_16x16_s5_w13_15.drop->padded_benes_16x16_s6_w14_15.add:w15,input:w15->padded_benes_16x16_s0_w14_15.add,interstage,padded_benes_16x16_s5_w13_15.drop,15,False,padded_benes_16x16_s6_w14_15.add,15,False,5,6
output:padded_benes_16x16_s6_w0_1.th->w0,input:w0->padded_benes_16x16_s0_w0_1.in,output,padded_benes_16x16_s6_w0_1.th,0,False,O0,0,False,6,
output:padded_benes_16x16_s6_w0_1.drop->w1,input:w1->padded_benes_16x16_s0_w0_1.add,output,padded_benes_16x16_s6_w0_1.drop,1,False,O1,1,False,6,
output:padded_benes_16x16_s6_w2_3.th->w2,input:w2->padded_benes_16x16_s0_w2_3.in,output,padded_benes_16x16_s6_w2_3.th,2,False,O2,2,False,6,
output:padded_benes_16x16_s6_w2_3.drop->w3,input:w3->padded_benes_16x16_s0_w2_3.add,output,padded_benes_16x16_s6_w2_3.drop,3,False,O3,3,False,6,
output:padded_benes_16x16_s6_w4_5.th->w4,input:w4->padded_benes_16x16_s0_w4_5.in,output,padded_benes_16x16_s6_w4_5.th,4,False,O4,4,False,6,
output:padded_benes_16x16_s6_w4_5.drop->w5,input:w5->padded_benes_16x16_s0_w4_5.add,output,padded_benes_16x16_s6_w4_5.drop,5,False,O5,5,False,6,
output:padded_benes_16x16_s6_w6_7.th->w6,input:w6->padded_benes_16x16_s0_w6_7.in,output,padded_benes_16x16_s6_w6_7.th,6,False,O6,6,False,6,
output:padded_benes_16x16_s6_w6_7.drop->w7,input:w7->padded_benes_16x16_s0_w6_7.add,output,padded_benes_16x16_s6_w6_7.drop,7,False,O7,7,False,6,
output:padded_benes_16x16_s6_w8_9.th->w8,input:w8->padded_benes_16x16_s0_w8_9.in,output,padded_benes_16x16_s6_w8_9.th,8,False,O8,8,False,6,
output:padded_benes_16x16_s6_w8_9.drop->w9,input:w9->padded_benes_16x16_s0_w8_9.add,output,padded_benes_16x16_s6_w8_9.drop,9,False,O9,9,False,6,
output:padded_benes_16x16_s6_w10_11.th->w10,input:w10->padded_benes_16x16_s0_w10_11.in,output,padded_benes_16x16_s6_w10_11.th,10,False,O10,10,True,6,
output:padded_benes_16x16_s6_w10_11.drop->w11,input:w11->padded_benes_16x16_s0_w10_11.add,output,padded_benes_16x16_s6_w10_11.drop,11,False,O11,11,True,6,
output:padded_benes_16x16_s6_w12_13.th->w12,input:w12->padded_benes_16x16_s0_w12_13.in,output,padded_benes_16x16_s6_w12_13.th,12,False,O12,12,True,6,
output:padded_benes_16x16_s6_w12_13.drop->w13,input:w13->padded_benes_16x16_s0_w12_13.add,output,padded_benes_16x16_s6_w12_13.drop,13,False,O13,13,True,6,
output:padded_benes_16x16_s6_w14_15.th->w14,input:w14->padded_benes_16x16_s0_w14_15.in,output,padded_benes_16x16_s6_w14_15.th,14,False,O14,14,True,6,
output:padded_benes_16x16_s6_w14_15.drop->w15,input:w15->padded_benes_16x16_s0_w14_15.add,output,padded_benes_16x16_s6_w14_15.drop,15,False,O15,15,True,6,
