topology,layout,paths,worst_il_db,avg_il_db,il_std_db,il_iqr_db,il_p50_db,il_p90_db,il_p95_db,il_p99_db,worst_sxr_db,avg_sxr_db,sxr_p01_db,sxr_p05_db,sxr_violation_count,n_logical,n_physical,layer,seed,eval_mode,train_perms,eval_perms,n_mrr,n_stages,avg_crossing_count,crossing_loss_db_per_cross
waksman_9x9,default,2700,5.050762683220104,3.4834545404325237,0.45916818931011133,0.508,3.472530945567339,3.9518638886128183,4.107863888612818,4.565656797129109,8.824887125426494,15.100290328310388,9.94103460165703,11.687415306886882,2578,9,9,logical,44,sample,0,300,21,7,34.36666666666667,0.1
spanke_benes_9x9,default,2700,4.46049397303643,3.8671912802109545,0.277997025593031,0.37853094556734,3.8967615123565427,4.197960685741965,4.263594007565581,4.382193594258293,5.725392144101553,13.84419855298517,6.56842129912971,8.089926284442567,2625,9,9,logical,44,sample,0,300,36,15,0.0,0.1
spanke_benes_rect_9x9,default,2700,2.8066940420947333,2.6071912802109902,0.19383678565080611,0.19733177218191633,2.690696383821858,2.768028156003774,2.7940269851402117,2.806694042094733,9.684374831993477,14.248761046812465,10.2241784194593,10.809182881408269,2625,9,9,logical,44,sample,0,300,36,9,0.0,0.1
padded_benes_16x16,default,3000,6.306762683220105,5.133045593426393,0.5237752049381385,0.5661673496704118,5.206762683220106,5.776096797129146,5.917695275006514,6.080763854083667,7.891273947449099,11.485383060051776,8.644913457821874,9.065922293147084,2983,10,16,logical,44,sample,0,300,56,7,46.28,0.1
waksman_10x10,default,3000,5.332096797129147,3.76647440560786,0.48826568864944875,0.5736333218236158,3.809497210436435,4.33446347530553,4.524832703885458,5.214762683220105,8.263651264062178,14.464678704859308,9.280209827074836,10.399154692332711,2882,10,10,logical,44,sample,0,300,25,7,40.626666666666665,0.1
spanke_benes_10x10,default,3000,5.05042650277462,4.382041715480505,0.30781303822506145,0.4211991733854221,4.421060720271117,4.72225989365654,4.787893215480157,4.919159859127388,4.612487828377993,12.946563649087473,5.8582943630351325,6.861022610403002,2919,10,10,logical,44,sample,0,300,45,17,0.0,0.1
spanke_benes_rect_10x10,default,3000,3.1209932500093074,2.91204171548055,0.20811795059131655,0.1983003787781379,2.999359928185691,3.082327363918348,3.082327363918349,3.120993250009307,8.968584215028812,13.517596515700788,9.426463283524651,9.982841444044166,2919,10,10,logical,44,sample,0,300,45,10,0.0,0.1
padded_benes_16x16,default,3300,6.455429740174626,5.25536607567964,0.5417827663999889,0.6153329430454804,5.3147626832201045,5.9150292718292,6.048096797129146,6.255429740174626,7.675692245191268,11.471043337448128,8.44662782252991,9.084350569386121,3281,11,16,logical,44,sample,0,300,56,7,56.516666666666666,0.1
waksman_11x11,default,3300,5.911429740174626,4.117853848442987,0.5164140546660593,0.6822980370510128,4.093796418351009,4.650762683220105,4.833497210436435,5.722936024359191,7.459946296392895,13.903902686343821,8.803608585460015,10.312728673067921,3198,11,11,logical,44,sample,0,300,29,7,52.84,0.1
spanke_benes_11x11,default,3300,5.64035903251281,4.896911153811832,0.33414327712319036,0.48283015348191505,4.945359928185692,5.309158688263826,5.374792010087442,5.509092388865579,3.557437470078579,12.038520803869686,4.758547764973398,5.952004877756794,3234,11,11,logical,44,sample,0,300,55,19,0.0,0.1
spanke_benes_rect_11x11,default,3300,3.435292457923882,3.216911153811875,0.21602531816624343,0.19733177218191722,3.3066277426964863,3.383959514878403,3.396626571832923,3.4352924579238806,8.231424907695423,12.708824675420974,9.09713763752331,9.660539759750153,3234,11,11,logical,44,sample,0,300,55,11,0.0,0.1
padded_benes_16x16,default,3600,6.558095626265583,5.385699143870945,0.567159041657853,0.6079999999999997,5.468761512356542,6.0430292718292,6.163429740174626,6.350836012650558,7.448133042395102,10.9798101983943,8.314906065312776,8.887146510594624,3587,12,16,logical,44,sample,0,300,56,7,68.17666666666666,0.1
waksman_12x12,default,3600,5.811429740174626,4.164105672710082,0.5681488631194069,0.6769662648690948,4.126463475305529,4.897129361396489,5.127429740174625,5.591429740174625,7.6982416514316245,13.512507674479188,8.401060433513587,9.823903624180081,3522,12,12,logical,44,sample,0,300,33,7,52.056666666666665,0.1
spanke_benes_12x12,default,3600,6.230291562251002,5.409507112845816,0.37151618743619064,0.5357964183510093,5.469659136100264,5.836491631309306,5.955091218002017,6.086357861649248,2.5502549236787253,11.080278660358168,3.6581838002553004,4.936445240664991,3546,12,12,logical,44,sample,0,300,66,21,0.0,0.1
spanke_benes_rect_12x12,default,3600,3.749591665838456,3.5195071128458086,0.23375159868750117,0.19993370060175408,3.620926950611059,3.6982587227929775,3.710925779747498,3.749591665838455,7.640969459851652,11.900786830024083,8.398126263334756,8.867576013924939,3546,12,12,logical,44,sample,0,300,66,12,0.0,0.1
padded_benes_16x16,default,3900,6.680763854083667,5.4877928649611905,0.5859129503744368,0.7326670569545204,5.589428569311064,6.148363385738243,6.2994297401746255,6.479429740174625,6.827403932131171,11.025289634304565,8.078679531958738,8.75688359289088,3872,13,16,logical,44,sample,0,300,56,7,80.97666666666667,0.1
waksman_13x13,default,3900,7.306762683220105,4.7071180165813695,0.6772327452775483,0.8139325297381914,4.628830153481914,5.52425948884159,5.842762683220105,6.892096797129146,6.393933417225263,12.753053346552791,7.90315088500818,9.036999558809054,3822,13,13,logical,44,sample,0,300,37,7,79.17,0.1
spanke_benes_13x13,default,3900,6.820224091989193,5.924914833343771,0.4012102742728653,0.5702317376527652,5.98225989365654,6.423693799429682,6.492057482871112,6.6233241265183445,1.5879810505837426,10.361231972303498,2.827008941195264,3.91596011942831,3833,13,13,logical,44,sample,0,300,78,23,0.0,0.1
spanke_benes_rect_13x13,default,3900,4.0638908737530315,3.824914833343757,0.24617178658047667,0.19896509400553297,3.922559101571114,4.01255793070755,4.025224987662072,4.06389087375303,6.975625665033086,11.299334498743947,7.708731050891999,8.169093601338615,3833,13,13,logical,44,sample,0,300,78,13,0.0,0.1
padded_benes_16x16,default,4200,6.7194297401746255,5.587662787482712,0.6082994791005132,0.7831673496704123,5.670762683220104,6.302762683220105,6.422762683220105,6.591429740174625,6.6062279442398,10.587724352385136,7.578560042814276,8.3401475992645,4182,14,16,logical,44,sample,0,300,56,7,94.01333333333334,0.1
waksman_14x14,default,4200,7.158095626265584,4.938391485408358,0.7679190054010628,0.9356493112413968,4.925612493831036,5.807029271829201,6.607429740174625,6.876096797129146,6.2707665168299265,12.319345867942342,7.222771827006488,8.638171832061374,4119,14,14,logical,44,sample,0,300,41,7,90.88,0.1
spanke_benes_14x14,default,4200,7.3974895647728625,6.436676675098266,0.43845037285698385,0.6470313934037808,6.506559101571114,6.9507233689620715,7.079107964234943,7.213256656256536,0.8605066331876474,9.407356278457284,1.8102049636518998,3.0088389995611773,4151,14,14,logical,44,sample,0,300,91,25,0.0,0.1
spanke_benes_rect_14x14,default,4200,4.378190081667606,4.126676675098259,0.26070542791541995,0.1999337006017523,4.236858309485688,4.315456787363057,4.339524195576646,4.378190081667604,6.408986989638441,10.493645115791319,7.078784047161331,7.5323315924411816,4151,14,14,logical,44,sample,0,300,91,14,0.0,0.1
padded_benes_16x16,default,4500,6.9194297401746265,5.688867953921733,0.6423107239338471,0.8283329430454796,5.802095626265584,6.4100956262655835,6.540096797129147,6.691429740174625,6.616624609541768,10.28460088849203,7.3838642029932275,8.138806106669831,4495,15,16,logical,44,sample,0,300,56,7,108.37,0.1
waksman_15x15,default,4500,7.158095626265585,5.2182024258037165,0.7862957460053801,1.1133341139090405,5.16179641835101,6.345796418351009,6.622762683220104,6.868223467698695,6.376097105595965,11.788969721021068,7.256303010753963,8.272455446723036,4438,15,15,logical,44,sample,0,300,45,7,106.05333333333333,0.1
spanke_benes_15x15,default,4500,7.987422094511054,6.948434643943492,0.480889204996831,0.6797301189527643,7.030858309485688,7.54065589870026,7.659255485392972,7.803189185994726,-0.05814027654938888,8.578095988160364,1.0468056690380245,2.1086784459080006,4446,15,15,logical,44,sample,0,300,105,27,0.0,0.1
spanke_benes_rect_15x15,default,4500,4.69248928958218,4.428434643943425,0.2738300792180383,0.1862980370510119,4.525158688263826,4.615157517400261,4.6411563465367,4.679822232627659,5.764872396975036,9.796362618380678,6.451073509022158,7.126359901656518,4446,15,15,logical,44,sample,0,300,105,15,0.0,0.1
padded_benes_16x16,default,4800,7.119429740174626,5.780716920626455,0.6567937658101821,0.810001170863563,5.902095626265584,6.5185623319610375,6.622128979113309,6.850889353789653,6.446560671966063,9.879653558236038,7.088595489537012,7.80147638905278,4796,16,16,logical,44,sample,0,300,56,7,122.67666666666666,0.1
waksman_16x16,default,4800,7.258095626265583,5.280247545748988,0.797387211517041,1.2026658860909576,5.240096797129146,6.342762683220105,6.478762683220104,6.709428569311062,6.603632470700987,11.647513645394433,7.6512835129499015,8.27100062445179,4730,16,16,logical,44,sample,0,300,49,7,108.17,0.1
spanke_benes_16x16,default,4800,8.577354624249244,7.466255176930411,0.5058582731567336,0.7254320819017508,7.5281900816676055,8.064955106614836,8.196221750262069,8.393121715732915,-0.9260244205722351,7.89689137976353,0.1495863605463789,1.255120680631858,4766,16,16,logical,44,sample,0,300,120,29,0.0,0.1
spanke_benes_rect_16x16,default,4800,5.006788497496754,4.736255176930458,0.28342414482015976,0.17393487146531506,4.839457896178399,4.929456725314838,4.955455554451275,4.994121440542234,5.285188462416617,9.288931266381573,5.876835228107653,6.540858516372564,4766,16,16,logical,44,sample,0,300,120,16,0.0,0.1
