topology,n_logical,n_mrr,n_stages,worst_il_db,avg_il_db,il_p95_db,worst_sxr_db,sxr_violation_count,physical_attempts,physical_failure_rate,physical_worst_il_db,physical_runtime_s_avg
padded_benes_8x8,6,20,5,5.095053714285364,3.434124833192872,4.588006918539814,2.3735282106961817,1320,3,0.166667,6.918444,28.568316
waksman_6x6,6,11,5,4.261242971428291,2.935430027856576,3.746196175682741,3.104319734571331,1242,3,0.166667,6.623433,35.570323
spanke_benes_6x6,6,15,9,5.703053714285364,4.480060064122034,5.703053714285364,0.3175461989942596,1288,3,0.000000,8.327727,7.447653
padded_benes_8x8,8,20,5,5.095053714285364,3.551672122385527,4.524006918539814,1.4430001952113276,2400,3,0.291667,9.048353,47.950732
waksman_8x8,8,17,5,5.095053714285364,3.312158538108615,4.468006918539814,1.521981611229267,2400,3,0.291667,8.020320,37.524787
spanke_benes_8x8,8,28,13,8.06667519999951,6.329583485929041,7.8623923513654805,-3.507355643502266,2365,3,0.000000,11.357897,17.835218
