topology,layout,permutation,input_port,output_port,route_status,failure_reason,physical_wiring_um,bend_count,crossing_count,physical_il_db,topology_il_db,il_delta_db,topology_wiring_um,wiring_delta_um,mrr_loss_db,sxr_db,n_logical,layer,perm_idx,seed
padded_benes_4x4,default,1-0-2,0,1,routed,,563.393798,11,2,1.488019,0.904232,0.583788,349.000000,214.393798,0.106232,17.911512,3,physical,0,44
padded_benes_4x4,default,1-0-2,1,0,failed,"capped rip-up hop exhausted bounded candidates before A*: same-net avoidance candidate outside route window; source=I1->I2@(224.000,94.000):(224.000,107.000)->(224.000,11.000)x(152.000,94.000)->(240.000,94.000)",,,,,1.280232,,437.000000,,0.106232,20.391899,3,physical,0,44
padded_benes_4x4,default,1-0-2,2,2,routed,,739.393798,11,2,1.820686,1.228899,0.591788,421.000000,318.393798,0.086899,20.490621,3,physical,0,44
padded_benes_4x4,default,0-2-1,0,0,routed,,463.977871,7,4,1.449855,0.852899,0.596956,333.000000,130.977871,0.086899,18.006394,3,physical,1,44
padded_benes_4x4,default,0-2-1,1,2,routed,,916.663706,16,3,2.338892,1.175565,1.163327,425.000000,491.663706,0.125565,20.560822,3,physical,1,44
padded_benes_4x4,default,0-2-1,2,1,routed,,944.517688,17,3,2.399600,1.175565,1.224035,425.000000,519.517688,0.125565,20.617534,3,physical,1,44
padded_benes_4x4,default,2-1-0,0,2,routed,,591.393798,11,4,1.744019,1.160232,0.583788,377.000000,214.393798,0.106232,20.511770,3,physical,2,44
padded_benes_4x4,default,2-1-0,1,1,routed,,915.247780,12,6,2.577394,1.292899,1.284496,453.000000,462.247780,0.086899,17.490683,3,physical,2,44
padded_benes_4x4,default,2-1-0,2,0,routed,,621.247780,12,4,1.808727,1.160232,0.648496,377.000000,244.247780,0.106232,20.567729,3,physical,2,44
padded_benes_4x4,default,0-1-2,0,0,routed,,463.977871,7,6,1.649855,0.852899,0.796956,333.000000,130.977871,0.086899,16.226353,3,physical,3,44
padded_benes_4x4,default,0-1-2,1,1,routed,,931.247780,12,6,2.609394,1.292899,1.316496,453.000000,478.247780,0.086899,17.481236,3,physical,3,44
padded_benes_4x4,default,0-1-2,2,2,routed,,765.393798,11,4,2.072686,1.228899,0.843788,421.000000,344.393798,0.086899,20.490621,3,physical,3,44
padded_benes_4x4,default,2-0-1,0,2,routed,,629.101761,13,4,1.829435,1.160232,0.669204,377.000000,252.101761,0.106232,20.511770,3,physical,4,44
padded_benes_4x4,default,2-0-1,1,0,routed,,803.247780,12,5,2.272727,1.280232,0.992496,437.000000,366.247780,0.106232,20.391985,3,physical,4,44
padded_benes_4x4,default,2-0-1,2,1,routed,,675.101761,13,3,1.840768,1.211565,0.629204,393.000000,282.101761,0.125565,34.630616,3,physical,4,44
padded_benes_4x4,default,1-2-0,0,1,routed,,547.685835,9,3,1.546603,0.904232,0.642372,349.000000,198.685835,0.106232,20.897640,3,physical,5,44
padded_benes_4x4,default,1-2-0,1,2,routed,,916.663706,16,3,2.338892,1.175565,1.163327,425.000000,491.663706,0.125565,20.560822,3,physical,5,44
padded_benes_4x4,default,1-2-0,2,0,routed,,816.517688,17,2,2.062933,1.162898,0.900035,409.000000,407.517688,0.144898,36.782770,3,physical,5,44
waksman_3x3,default,1-0-2,0,1,routed,,569.539816,10,5,1.795311,1.104232,0.691080,349.000000,220.539816,0.106232,17.631607,3,physical,0,44
waksman_3x3,default,1-0-2,1,0,routed,,934.955743,14,3,2.317177,0.999265,1.317911,361.000000,573.955743,0.077265,20.672865,3,physical,0,44
