topology,n_logical,permutation,error
waksman_7x7,7,0-1-2-3-4-5-6,"cannot route I4->O4: cannot route waksman_7x7_s1_w4_6.th to waksman_7x7_s2_w0_4.add on physical grid: blocked by port access (port_access_overlap_foreign); candidate=(275.000,76.000)->(265.000,76.000) region=I2/waksman_7x7_s2_w2_6.in:(279.000,76.000)->(265.000,76.000); soft_repeat=I0/repeated_crossing pair=I0-I4 at=(240.000,184.000) source=I4->I0@(232.000,184.000):(232.000,180.000)->(232.000,194.000)x(220.000,184.000)->(265.000,184.000) counters=port_access:81,window:1035,same_net:1257,crossing_candidate:101,crossing_budget:0,hard_reserved_crossing:0,soft_repeated_crossing:283,soft_reserved_crossing:0,reserved_spacing:319,segment:2058,pops:9731,max_heap:214"
