topology,n_logical,permutation,error
padded_benes_8x8,7,0-1-2-3-4-5-6,"cannot route I6->O6: cannot route padded_benes_8x8_s1_w4_6.drop to padded_benes_8x8_s2_w2_6.add on physical grid: blocked by port access (port_access_overlap_foreign); candidate=(170.000,40.000)->(160.000,40.000) region=I5/padded_benes_8x8_s1_w5_7.in:(174.000,40.000)->(160.000,40.000); soft_repeat=I2/repeated_crossing pair=I2-I6 at=(256.000,112.000) source=I6->I2@(248.000,119.000):(248.000,119.000)->(256.000,119.000)x(248.000,251.000)->(248.000,112.000) counters=port_access:16,window:392,same_net:602,crossing_candidate:40,crossing_budget:0,hard_reserved_crossing:0,soft_repeated_crossing:273,soft_reserved_crossing:0,reserved_spacing:71,segment:1485,pops:3890,max_heap:208"
