topology,n_logical,permutation,error
padded_benes_8x8,8,0-1-2-3-4-5-6-7,"cannot route I6->O6: cannot route padded_benes_8x8_s2_w2_6.drop to padded_benes_8x8_s3_w4_6.add on physical grid: blocked by route window; soft_repeat=I2/repeated_crossing pair=I2-I6 at=(248.000,119.000) source=I6->I2@(256.000,112.000):(256.000,112.000)->(256.000,119.000)x(248.000,112.000)->(265.000,112.000) counters=port_access:0,window:12,same_net:28,crossing_candidate:2,crossing_budget:0,hard_reserved_crossing:0,soft_repeated_crossing:18,soft_reserved_crossing:0,reserved_spacing:6,segment:93,pops:97,max_heap:16"
