candidate_id,A,B,C,D,E,F,proxy_global_opt_assignment_db,is_dp,is_random,is_greedy,is_baseline
e_0b74c1dd0aa8,23.505999999999997,3.736,2176.0,14.654,6.231035714285714,4.078329063508231,4.078329063508231,True,False,False,False
e_deda253caf62,23.506,3.6920000000000006,2176.0,14.632,6.184285714285714,4.077077933089608,4.077077933089608,False,False,False,False
e_e688d544cab8,23.593999999999998,3.736,2176.0,14.72,6.241380952380952,4.078329063508231,4.078329063508231,False,False,False,False
e_f99795b9d563,23.546,3.4800000000000004,2176.0,15.078000000000001,6.028988095238096,4.077077933089608,4.077077933089608,True,False,False,False
e_0460ab2ce756,23.633999999999997,3.524,2176.0,15.166,6.086083333333333,4.077077933089608,4.077077933089608,True,False,False,False
e_cb05c13d043b,23.589999999999996,3.4800000000000004,2176.0,15.056000000000003,6.027285714285715,4.077077933089608,4.077077933089608,True,True,False,False
e_3afbd6fad098,23.677999999999994,3.524,2176.0,15.144000000000002,6.084380952380952,4.077077933089608,4.077077933089608,True,True,False,False
e_9db7ac38c1e0,26.022,4.416,2176.0,15.100000000000001,7.026690476190477,5.10232906350823,5.10232906350823,True,False,False,False
e_1960abb856ca,26.066,4.46,2176.0,15.056,7.066238095238095,5.1463290635082295,5.1463290635082295,True,False,False,False
e_164beca64d47,26.11,4.416,2176.0,15.166,7.0370357142857145,5.10232906350823,5.10232906350823,False,False,False,False
e_fee09b32cf40,26.154,4.46,2176.0,15.122000000000002,7.076583333333333,5.1463290635082295,5.1463290635082295,False,False,False,False
e_3be545f05288,25.937999999999995,4.3759999999999994,2176.0,14.676000000000002,6.931690476190476,5.082329063508229,5.082329063508229,True,False,False,False
e_c6bc6cee50a9,25.982,4.3759999999999994,2176.0,14.632,6.927238095238094,5.12632906350823,5.12632906350823,True,False,False,False
e_4edd9a73860b,25.981999999999996,4.42,2176.0,14.654000000000002,6.973988095238095,5.082329063508229,5.082329063508229,True,False,False,False
e_d5a35ff317db,26.026,4.42,2176.0,14.610000000000001,6.969535714285714,5.12632906350823,5.12632906350823,True,False,False,False
e_56879e777ee7,23.418000000000003,3.6920000000000006,2176.0,14.544,6.171190476190477,4.03432906350823,4.03432906350823,False,False,False,False
e_1199a2c2944a,23.506000000000004,3.736,2176.0,14.632000000000001,6.228285714285715,4.078329063508231,4.078329063508231,False,False,False,False
