node_id,subnet_size,boundary_signature,num_raw_candidates,num_after_dominance,pareto_size,runtime
root.U.U,2,"{""ordered_input_wires"":[0,4],""ordered_output_wires"":[0,4],""top_to_bottom"":[{""access"":[381.0,325.5],""edge"":""stage:1:w0:waksman_8x8_s1_w0_2.th->waksman_8x8_s2_w0_4.in:w0"",""endpoint"":""waksman_8x8_s2_w0_4.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s1_w0_2.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[413.0,325.5]},{""access"":[461.0,325.5],""edge"":""stage:2:w0:waksman_8x8_s2_w0_4.th->waksman_8x8_s3_w0_2.in:w0"",""endpoint"":""waksman_8x8_s2_w0_4.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s3_w0_2.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[429.0,325.5]},{""access"":[461.0,314.5],""edge"":""stage:1:w4:waksman_8x8_s1_w4_6.th->waksman_8x8_s2_w0_4.add:w4"",""endpoint"":""waksman_8x8_s2_w0_4.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s1_w4_6.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":4,""xy"":[429.0,314.5]},{""access"":[381.0,314.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,314.5]}]}",1,1,1,0.0001917604822665453
root.U.U,2,"{""ordered_input_wires"":[0,4],""ordered_output_wires"":[0,4],""top_to_bottom"":[{""access"":[461.0,325.5],""edge"":""stage:1:w4:waksman_8x8_s1_w4_6.th->waksman_8x8_s2_w0_4.add:w4"",""endpoint"":""waksman_8x8_s2_w0_4.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s1_w4_6.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":false,""wire"":4,""xy"":[429.0,325.5]},{""access"":[381.0,325.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,325.5]},{""access"":[381.0,314.5],""edge"":""stage:1:w0:waksman_8x8_s1_w0_2.th->waksman_8x8_s2_w0_4.in:w0"",""endpoint"":""waksman_8x8_s2_w0_4.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s1_w0_2.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[413.0,314.5]},{""access"":[461.0,314.5],""edge"":""stage:2:w0:waksman_8x8_s2_w0_4.th->waksman_8x8_s3_w0_2.in:w0"",""endpoint"":""waksman_8x8_s2_w0_4.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s3_w0_2.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[429.0,314.5]}]}",1,1,1,0.00020033842884004116
root.U.L,2,"{""ordered_input_wires"":[2,6],""ordered_output_wires"":[2,6],""top_to_bottom"":[{""access"":[381.0,197.5],""edge"":""stage:1:w2:waksman_8x8_s1_w0_2.drop->waksman_8x8_s2_w2_6.in:w2"",""endpoint"":""waksman_8x8_s2_w2_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s1_w0_2.drop"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":2,""xy"":[413.0,197.5]},{""access"":[461.0,197.5],""edge"":""stage:2:w2:waksman_8x8_s2_w2_6.th->waksman_8x8_s3_w0_2.add:w2"",""endpoint"":""waksman_8x8_s2_w2_6.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s3_w0_2.add"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":true,""wire"":2,""xy"":[429.0,197.5]},{""access"":[461.0,186.5],""edge"":""stage:1:w6:waksman_8x8_s1_w4_6.drop->waksman_8x8_s2_w2_6.add:w6"",""endpoint"":""waksman_8x8_s2_w2_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s1_w4_6.drop"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[429.0,186.5]},{""access"":[381.0,186.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,186.5]}]}",1,1,1,7.331953383982182e-05
root.U.L,2,"{""ordered_input_wires"":[2,6],""ordered_output_wires"":[2,6],""top_to_bottom"":[{""access"":[461.0,197.5],""edge"":""stage:1:w6:waksman_8x8_s1_w4_6.drop->waksman_8x8_s2_w2_6.add:w6"",""endpoint"":""waksman_8x8_s2_w2_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s1_w4_6.drop"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[429.0,197.5]},{""access"":[381.0,197.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,197.5]},{""access"":[381.0,186.5],""edge"":""stage:1:w2:waksman_8x8_s1_w0_2.drop->waksman_8x8_s2_w2_6.in:w2"",""endpoint"":""waksman_8x8_s2_w2_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s1_w0_2.drop"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":true,""wire"":2,""xy"":[413.0,186.5]},{""access"":[461.0,186.5],""edge"":""stage:2:w2:waksman_8x8_s2_w2_6.th->waksman_8x8_s3_w0_2.add:w2"",""endpoint"":""waksman_8x8_s2_w2_6.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s3_w0_2.add"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":true,""wire"":2,""xy"":[429.0,186.5]}]}",1,1,1,7.822655607014894e-05
root.U,4,"{""ordered_input_wires"":[0,2,4,6],""ordered_output_wires"":[0,2,4,6],""top_to_bottom"":[{""access"":[213.0,389.5],""edge"":""stage:0:w0:waksman_8x8_s0_w0_1.th->waksman_8x8_s1_w0_2.in:w0"",""endpoint"":""waksman_8x8_s1_w0_2.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w0_1.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[245.0,389.5]},{""access"":[629.0,389.5],""edge"":""stage:3:w0:waksman_8x8_s3_w0_2.th->waksman_8x8_s4_w0_1.in:w0"",""endpoint"":""waksman_8x8_s3_w0_2.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s4_w0_1.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[597.0,389.5]},{""access"":[293.0,378.5],""edge"":""stage:0:w2:waksman_8x8_s0_w2_3.th->waksman_8x8_s1_w0_2.add:w2"",""endpoint"":""waksman_8x8_s1_w0_2.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w2_3.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":2,""xy"":[261.0,378.5]},{""access"":[549.0,378.5],""edge"":""stage:3:w2:waksman_8x8_s3_w0_2.drop->waksman_8x8_s4_w2_3.in:w2"",""endpoint"":""waksman_8x8_s3_w0_2.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w2_3.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":2,""xy"":[581.0,378.5]},{""access"":[381.0,314.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,314.5]},{""access"":[381.0,186.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,186.5]},{""access"":[213.0,133.5],""edge"":""stage:0:w4:waksman_8x8_s0_w4_5.th->waksman_8x8_s1_w4_6.in:w4"",""endpoint"":""waksman_8x8_s1_w4_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w4_5.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":4,""xy"":[245.0,133.5]},{""access"":[293.0,122.5],""edge"":""stage:0:w6:waksman_8x8_s0_w6_7.th->waksman_8x8_s1_w4_6.add:w6"",""endpoint"":""waksman_8x8_s1_w4_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w6_7.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[261.0,122.5]}]}",1,1,1,0.0001402583729941398
root.U,4,"{""ordered_input_wires"":[0,2,4,6],""ordered_output_wires"":[0,2,4,6],""top_to_bottom"":[{""access"":[213.0,389.5],""edge"":""stage:0:w0:waksman_8x8_s0_w0_1.th->waksman_8x8_s1_w0_2.in:w0"",""endpoint"":""waksman_8x8_s1_w0_2.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w0_1.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[245.0,389.5]},{""access"":[629.0,389.5],""edge"":""stage:3:w0:waksman_8x8_s3_w0_2.th->waksman_8x8_s4_w0_1.in:w0"",""endpoint"":""waksman_8x8_s3_w0_2.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s4_w0_1.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[597.0,389.5]},{""access"":[293.0,378.5],""edge"":""stage:0:w2:waksman_8x8_s0_w2_3.th->waksman_8x8_s1_w0_2.add:w2"",""endpoint"":""waksman_8x8_s1_w0_2.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w2_3.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":2,""xy"":[261.0,378.5]},{""access"":[549.0,378.5],""edge"":""stage:3:w2:waksman_8x8_s3_w0_2.drop->waksman_8x8_s4_w2_3.in:w2"",""endpoint"":""waksman_8x8_s3_w0_2.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w2_3.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":2,""xy"":[581.0,378.5]},{""access"":[381.0,314.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,314.5]},{""access"":[381.0,186.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,186.5]},{""access"":[213.0,133.5],""edge"":""stage:0:w4:waksman_8x8_s0_w4_5.th->waksman_8x8_s1_w4_6.in:w4"",""endpoint"":""waksman_8x8_s1_w4_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w4_5.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":4,""xy"":[245.0,133.5]},{""access"":[293.0,122.5],""edge"":""stage:0:w6:waksman_8x8_s0_w6_7.th->waksman_8x8_s1_w4_6.add:w6"",""endpoint"":""waksman_8x8_s1_w4_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w6_7.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[261.0,122.5]}]}",1,1,1,0.00014085993461776525
root.U,4,"{""ordered_input_wires"":[0,2,4,6],""ordered_output_wires"":[0,2,4,6],""top_to_bottom"":[{""access"":[293.0,389.5],""edge"":""stage:0:w6:waksman_8x8_s0_w6_7.th->waksman_8x8_s1_w4_6.add:w6"",""endpoint"":""waksman_8x8_s1_w4_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w6_7.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[261.0,389.5]},{""access"":[213.0,378.5],""edge"":""stage:0:w4:waksman_8x8_s0_w4_5.th->waksman_8x8_s1_w4_6.in:w4"",""endpoint"":""waksman_8x8_s1_w4_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w4_5.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":true,""wire"":4,""xy"":[245.0,378.5]},{""access"":[381.0,325.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,325.5]},{""access"":[381.0,197.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,197.5]},{""access"":[293.0,133.5],""edge"":""stage:0:w2:waksman_8x8_s0_w2_3.th->waksman_8x8_s1_w0_2.add:w2"",""endpoint"":""waksman_8x8_s1_w0_2.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w2_3.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":false,""wire"":2,""xy"":[261.0,133.5]},{""access"":[549.0,133.5],""edge"":""stage:3:w2:waksman_8x8_s3_w0_2.drop->waksman_8x8_s4_w2_3.in:w2"",""endpoint"":""waksman_8x8_s3_w0_2.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w2_3.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":2,""xy"":[581.0,133.5]},{""access"":[213.0,122.5],""edge"":""stage:0:w0:waksman_8x8_s0_w0_1.th->waksman_8x8_s1_w0_2.in:w0"",""endpoint"":""waksman_8x8_s1_w0_2.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w0_1.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[245.0,122.5]},{""access"":[629.0,122.5],""edge"":""stage:3:w0:waksman_8x8_s3_w0_2.th->waksman_8x8_s4_w0_1.in:w0"",""endpoint"":""waksman_8x8_s3_w0_2.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s4_w0_1.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[597.0,122.5]}]}",1,1,1,0.00014134687080513686
root.U,4,"{""ordered_input_wires"":[0,2,4,6],""ordered_output_wires"":[0,2,4,6],""top_to_bottom"":[{""access"":[293.0,389.5],""edge"":""stage:0:w6:waksman_8x8_s0_w6_7.th->waksman_8x8_s1_w4_6.add:w6"",""endpoint"":""waksman_8x8_s1_w4_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w6_7.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[261.0,389.5]},{""access"":[213.0,378.5],""edge"":""stage:0:w4:waksman_8x8_s0_w4_5.th->waksman_8x8_s1_w4_6.in:w4"",""endpoint"":""waksman_8x8_s1_w4_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w4_5.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":true,""wire"":4,""xy"":[245.0,378.5]},{""access"":[381.0,325.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,325.5]},{""access"":[381.0,197.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,197.5]},{""access"":[293.0,133.5],""edge"":""stage:0:w2:waksman_8x8_s0_w2_3.th->waksman_8x8_s1_w0_2.add:w2"",""endpoint"":""waksman_8x8_s1_w0_2.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w2_3.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":false,""wire"":2,""xy"":[261.0,133.5]},{""access"":[549.0,133.5],""edge"":""stage:3:w2:waksman_8x8_s3_w0_2.drop->waksman_8x8_s4_w2_3.in:w2"",""endpoint"":""waksman_8x8_s3_w0_2.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w2_3.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":2,""xy"":[581.0,133.5]},{""access"":[213.0,122.5],""edge"":""stage:0:w0:waksman_8x8_s0_w0_1.th->waksman_8x8_s1_w0_2.in:w0"",""endpoint"":""waksman_8x8_s1_w0_2.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w0_1.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[245.0,122.5]},{""access"":[629.0,122.5],""edge"":""stage:3:w0:waksman_8x8_s3_w0_2.th->waksman_8x8_s4_w0_1.in:w0"",""endpoint"":""waksman_8x8_s3_w0_2.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s4_w0_1.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[597.0,122.5]}]}",1,1,1,0.00014179255231283605
root.U,4,"{""ordered_input_wires"":[0,2,4,6],""ordered_output_wires"":[0,2,4,6],""top_to_bottom"":[{""access"":[213.0,389.5],""edge"":""stage:0:w0:waksman_8x8_s0_w0_1.th->waksman_8x8_s1_w0_2.in:w0"",""endpoint"":""waksman_8x8_s1_w0_2.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w0_1.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[245.0,389.5]},{""access"":[629.0,389.5],""edge"":""stage:3:w0:waksman_8x8_s3_w0_2.th->waksman_8x8_s4_w0_1.in:w0"",""endpoint"":""waksman_8x8_s3_w0_2.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s4_w0_1.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[597.0,389.5]},{""access"":[293.0,378.5],""edge"":""stage:0:w2:waksman_8x8_s0_w2_3.th->waksman_8x8_s1_w0_2.add:w2"",""endpoint"":""waksman_8x8_s1_w0_2.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w2_3.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":2,""xy"":[261.0,378.5]},{""access"":[549.0,378.5],""edge"":""stage:3:w2:waksman_8x8_s3_w0_2.drop->waksman_8x8_s4_w2_3.in:w2"",""endpoint"":""waksman_8x8_s3_w0_2.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w2_3.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":2,""xy"":[581.0,378.5]},{""access"":[381.0,314.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,314.5]},{""access"":[381.0,197.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,197.5]},{""access"":[213.0,133.5],""edge"":""stage:0:w4:waksman_8x8_s0_w4_5.th->waksman_8x8_s1_w4_6.in:w4"",""endpoint"":""waksman_8x8_s1_w4_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w4_5.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":4,""xy"":[245.0,133.5]},{""access"":[293.0,122.5],""edge"":""stage:0:w6:waksman_8x8_s0_w6_7.th->waksman_8x8_s1_w4_6.add:w6"",""endpoint"":""waksman_8x8_s1_w4_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w6_7.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[261.0,122.5]}]}",1,1,1,0.00014221444143913686
root.U,4,"{""ordered_input_wires"":[0,2,4,6],""ordered_output_wires"":[0,2,4,6],""top_to_bottom"":[{""access"":[213.0,389.5],""edge"":""stage:0:w0:waksman_8x8_s0_w0_1.th->waksman_8x8_s1_w0_2.in:w0"",""endpoint"":""waksman_8x8_s1_w0_2.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w0_1.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":0,""xy"":[245.0,389.5]},{""access"":[629.0,389.5],""edge"":""stage:3:w0:waksman_8x8_s3_w0_2.th->waksman_8x8_s4_w0_1.in:w0"",""endpoint"":""waksman_8x8_s3_w0_2.th"",""facing"":""E"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s4_w0_1.in"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":true,""wire"":0,""xy"":[597.0,389.5]},{""access"":[293.0,378.5],""edge"":""stage:0:w2:waksman_8x8_s0_w2_3.th->waksman_8x8_s1_w0_2.add:w2"",""endpoint"":""waksman_8x8_s1_w0_2.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w2_3.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":2,""xy"":[261.0,378.5]},{""access"":[549.0,378.5],""edge"":""stage:3:w2:waksman_8x8_s3_w0_2.drop->waksman_8x8_s4_w2_3.in:w2"",""endpoint"":""waksman_8x8_s3_w0_2.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w2_3.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":2,""xy"":[581.0,378.5]},{""access"":[381.0,325.5],""edge"":""output:waksman_8x8_s2_w2_6.drop->w6"",""endpoint"":""waksman_8x8_s2_w2_6.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""O6"",""physical_PSE_role"":""upper"",""side"":""output"",""toward_parent_x"":false,""wire"":6,""xy"":[413.0,325.5]},{""access"":[381.0,186.5],""edge"":""stage:2:w4:waksman_8x8_s2_w0_4.drop->waksman_8x8_s4_w4_5.in:w4"",""endpoint"":""waksman_8x8_s2_w0_4.drop"",""facing"":""W"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s4_w4_5.in"",""physical_PSE_role"":""lower"",""side"":""output"",""toward_parent_x"":false,""wire"":4,""xy"":[413.0,186.5]},{""access"":[213.0,133.5],""edge"":""stage:0:w4:waksman_8x8_s0_w4_5.th->waksman_8x8_s1_w4_6.in:w4"",""endpoint"":""waksman_8x8_s1_w4_6.in"",""facing"":""W"",""logical_PSE_role"":""upper"",""parent_endpoint"":""waksman_8x8_s0_w4_5.th"",""physical_PSE_role"":""upper"",""side"":""input"",""toward_parent_x"":true,""wire"":4,""xy"":[245.0,133.5]},{""access"":[293.0,122.5],""edge"":""stage:0:w6:waksman_8x8_s0_w6_7.th->waksman_8x8_s1_w4_6.add:w6"",""endpoint"":""waksman_8x8_s1_w4_6.add"",""facing"":""E"",""logical_PSE_role"":""lower"",""parent_endpoint"":""waksman_8x8_s0_w6_7.th"",""physical_PSE_role"":""lower"",""side"":""input"",""toward_parent_x"":false,""wire"":6,""xy"":[261.0,122.5]}]}",1,1,1,0.00014264255878515542
