permutation,num_realizations,bfs_state_id,bfs_state_bits,bfs_cross_count,bfs_wil_db,bfs_total_il_db,bfs_worst_input,bfs_worst_output,bfs_worst_path_id,opt_state_id,opt_state_bits,opt_cross_count,opt_wil_db,opt_total_il_db,opt_worst_input,opt_worst_output,opt_worst_path_id,delta_wil_db,relative_improvement_percent,num_optimal_states,num_exact_optimal_states,assignment_wil_range_db
"[6, 3, 0, 5, 4, 1, 7, 2]",5,1624,00011010011000000,5,5.180571312357628,30.55666896292843,1,3,28,95038,01111100110011101,11,4.344697382108843,31.42965539790496,2,0,58,0.835873930248785,16.134782823178373,1,1,0.835873930248785
"[6, 3, 0, 5, 4, 2, 1, 7]",4,94998,01101000110011101,9,4.344697382108843,31.138659919579446,2,0,58,94998,01101000110011101,9,4.344697382108843,31.138659919579446,2,0,58,0.0,0.0,2,2,0.835873930248785
"[6, 3, 0, 5, 4, 2, 7, 1]",4,95006,01111000110011101,10,4.344697382108843,31.284157658742203,2,0,58,95006,01111000110011101,10,4.344697382108843,31.284157658742203,2,0,58,0.0,0.0,2,2,0.835873930248785
"[6, 3, 0, 5, 4, 7, 1, 2]",1,1752,00011011011000000,6,5.180571312357628,30.702166702091183,1,3,28,1752,00011011011000000,6,5.180571312357628,30.702166702091183,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 0, 5, 4, 7, 2, 1]",1,1744,00001011011000000,5,5.180571312357628,30.55666896292843,1,3,28,1744,00001011011000000,5,5.180571312357628,30.55666896292843,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 0, 5, 7, 1, 2, 4]",4,91030,01101001110001101,9,4.344697382108843,31.13865991957945,2,0,58,91030,01101001110001101,9,4.344697382108843,31.13865991957945,2,0,58,0.0,0.0,2,2,0.835873930248785
"[6, 3, 0, 5, 7, 1, 4, 2]",4,91038,01111001110001101,10,4.371904255403108,31.284157658742203,7,2,166,95166,01111101110011101,12,4.344697382108843,31.575153137067712,2,0,58,0.027206873294264966,0.6223117365994644,1,1,0.835873930248785
"[6, 3, 0, 5, 7, 2, 1, 4]",5,1788,00111111011000000,8,5.180571312357628,30.993162180416697,1,3,28,95126,01101001110011101,10,4.344697382108843,31.284157658742203,2,0,58,0.835873930248785,16.134782823178373,2,2,0.835873930248785
"[6, 3, 0, 5, 7, 2, 4, 1]",5,1780,00101111011000000,7,5.180571312357628,30.84766444125394,1,3,28,95134,01111001110011101,11,4.344697382108843,31.429655397904956,2,0,58,0.835873930248785,16.134782823178373,2,2,0.835873930248785
"[6, 3, 0, 5, 7, 4, 1, 2]",1,1756,00111011011000000,7,5.180571312357628,30.84766444125394,1,3,28,1756,00111011011000000,7,5.180571312357628,30.84766444125394,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 0, 5, 7, 4, 2, 1]",1,1748,00101011011000000,6,5.180571312357628,30.702166702091183,1,3,28,1748,00101011011000000,6,5.180571312357628,30.702166702091183,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 1, 2, 4, 5]",2,10932,00101101010101000,7,4.6851542149581675,30.84766444125394,4,1,108,10932,00101101010101000,7,4.6851542149581675,30.84766444125394,4,1,108,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 1, 2, 5, 4]",2,76468,00101101010101001,8,4.6851542149581675,30.99316218041669,4,1,108,76468,00101101010101001,8,4.6851542149581675,30.99316218041669,4,1,108,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 1, 4, 2, 5]",1,10900,00101001010101000,6,4.6851542149581675,30.702166702091183,4,1,108,10900,00101001010101000,6,4.6851542149581675,30.702166702091183,4,1,108,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 1, 4, 5, 2]",1,10908,00111001010101000,7,4.6851542149581675,30.84766444125394,4,1,108,10908,00111001010101000,7,4.6851542149581675,30.84766444125394,4,1,108,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 1, 5, 2, 4]",1,76436,00101001010101001,7,4.6851542149581675,30.84766444125394,4,1,108,76436,00101001010101001,7,4.6851542149581675,30.84766444125394,4,1,108,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 1, 5, 4, 2]",1,76444,00111001010101001,8,4.6851542149581675,30.99316218041669,4,1,108,76444,00111001010101001,8,4.6851542149581675,30.99316218041669,4,1,108,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 2, 1, 4, 5]",2,10928,00001101010101000,6,4.78811330864474,30.702166702091183,5,1,119,10928,00001101010101000,6,4.78811330864474,30.702166702091183,5,1,119,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 2, 1, 5, 4]",2,76464,00001101010101001,7,4.78811330864474,30.84766444125394,5,1,119,76464,00001101010101001,7,4.78811330864474,30.84766444125394,5,1,119,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 2, 4, 1, 5]",1,76344,00011100010101001,7,4.55840534537679,30.847664441253933,6,1,146,76344,00011100010101001,7,4.55840534537679,30.847664441253933,6,1,146,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 2, 4, 5, 1]",1,76336,00001100010101001,6,4.661364439063363,30.702166702091183,7,1,157,76336,00001100010101001,6,4.661364439063363,30.702166702091183,7,1,157,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 2, 5, 1, 4]",1,10808,00011100010101000,6,4.55840534537679,30.702166702091183,6,1,146,10808,00011100010101000,6,4.55840534537679,30.702166702091183,6,1,146,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 2, 5, 4, 1]",1,10800,00001100010101000,5,4.661364439063363,30.556668962928427,7,1,157,10800,00001100010101000,5,4.661364439063363,30.556668962928427,7,1,157,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 4, 1, 2, 5]",1,10896,00001001010101000,5,4.78811330864474,30.556668962928427,5,1,119,10896,00001001010101000,5,4.78811330864474,30.556668962928427,5,1,119,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 4, 1, 5, 2]",1,10904,00011001010101000,6,4.78811330864474,30.702166702091183,5,1,119,10904,00011001010101000,6,4.78811330864474,30.702166702091183,5,1,119,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 4, 2, 1, 5]",1,76348,00111100010101001,8,4.55840534537679,30.99316218041669,6,1,146,76348,00111100010101001,8,4.55840534537679,30.99316218041669,6,1,146,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 4, 2, 5, 1]",1,76340,00101100010101001,7,4.661364439063363,30.84766444125394,7,1,157,76340,00101100010101001,7,4.661364439063363,30.84766444125394,7,1,157,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 4, 5, 1, 2]",2,10776,00011000010101000,5,4.55840534537679,30.556668962928427,6,1,146,10776,00011000010101000,5,4.55840534537679,30.556668962928427,6,1,146,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 4, 5, 2, 1]",2,10768,00001000010101000,4,4.661364439063363,30.411171223765677,7,1,157,10768,00001000010101000,4,4.661364439063363,30.411171223765677,7,1,157,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 5, 1, 2, 4]",1,76432,00001001010101001,6,4.78811330864474,30.702166702091183,5,1,119,76432,00001001010101001,6,4.78811330864474,30.702166702091183,5,1,119,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 5, 1, 4, 2]",1,76440,00011001010101001,7,4.78811330864474,30.84766444125394,5,1,119,76440,00011001010101001,7,4.78811330864474,30.84766444125394,5,1,119,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 5, 2, 1, 4]",1,10812,00111100010101000,7,4.55840534537679,30.84766444125394,6,1,146,10812,00111100010101000,7,4.55840534537679,30.84766444125394,6,1,146,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 5, 2, 4, 1]",1,10804,00101100010101000,6,4.661364439063363,30.702166702091183,7,1,157,10804,00101100010101000,6,4.661364439063363,30.702166702091183,7,1,157,0.0,0.0,1,1,0.0
"[6, 3, 0, 7, 5, 4, 1, 2]",2,76312,00011000010101001,6,4.55840534537679,30.702166702091183,6,1,146,76312,00011000010101001,6,4.55840534537679,30.702166702091183,6,1,146,0.0,0.0,2,2,0.0
"[6, 3, 0, 7, 5, 4, 2, 1]",2,76304,00001000010101001,5,4.661364439063363,30.556668962928434,7,1,157,76304,00001000010101001,5,4.661364439063363,30.556668962928434,7,1,157,0.0,0.0,2,2,0.0
"[6, 3, 1, 0, 2, 4, 5, 7]",4,90672,00001100010001101,6,4.447656475795414,30.702166702091183,3,0,69,90672,00001100010001101,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 2, 4, 7, 5]",4,90680,00011100010001101,7,4.447656475795414,30.847664441253936,3,0,69,90680,00011100010001101,7,4.447656475795414,30.847664441253936,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 2, 5, 4, 7]",4,25136,00001100010001100,5,4.447656475795414,30.556668962928427,3,0,69,25136,00001100010001100,5,4.447656475795414,30.556668962928427,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 2, 5, 7, 4]",4,25144,00011100010001100,6,4.447656475795414,30.702166702091183,3,0,69,25144,00011100010001100,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 2, 7, 4, 5]",8,25264,00001101010001100,6,4.447656475795414,30.702166702091183,3,0,69,25264,00001101010001100,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 2, 7, 5, 4]",8,90800,00001101010001101,7,4.447656475795414,30.847664441253936,3,0,69,90800,00001101010001101,7,4.447656475795414,30.847664441253936,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 4, 2, 5, 7]",4,90676,00101100010001101,7,4.447656475795414,30.847664441253936,3,0,69,90676,00101100010001101,7,4.447656475795414,30.847664441253936,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 4, 2, 7, 5]",4,90684,00111100010001101,8,4.447656475795414,30.99316218041669,3,0,69,90684,00111100010001101,8,4.447656475795414,30.99316218041669,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 4, 5, 2, 7]",8,25104,00001000010001100,4,4.447656475795414,30.411171223765674,3,0,69,25104,00001000010001100,4,4.447656475795414,30.411171223765674,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 4, 5, 7, 2]",8,25112,00011000010001100,5,4.447656475795414,30.556668962928427,3,0,69,25112,00011000010001100,5,4.447656475795414,30.556668962928427,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 4, 7, 2, 5]",4,25232,00001001010001100,5,4.447656475795414,30.556668962928427,3,0,69,25232,00001001010001100,5,4.447656475795414,30.556668962928427,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 4, 7, 5, 2]",4,25240,00011001010001100,6,4.447656475795414,30.702166702091183,3,0,69,25240,00011001010001100,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 5, 2, 4, 7]",4,25140,00101100010001100,6,4.447656475795414,30.702166702091183,3,0,69,25140,00101100010001100,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 5, 2, 7, 4]",4,25148,00111100010001100,7,4.447656475795414,30.84766444125394,3,0,69,25148,00111100010001100,7,4.447656475795414,30.84766444125394,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 5, 4, 2, 7]",8,90640,00001000010001101,5,4.447656475795414,30.556668962928427,3,0,69,90640,00001000010001101,5,4.447656475795414,30.556668962928427,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 5, 4, 7, 2]",8,90648,00011000010001101,6,4.447656475795414,30.702166702091183,3,0,69,90648,00011000010001101,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 5, 7, 2, 4]",4,90768,00001001010001101,6,4.447656475795414,30.702166702091183,3,0,69,90768,00001001010001101,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 5, 7, 4, 2]",4,90776,00011001010001101,7,4.447656475795414,30.847664441253936,3,0,69,90776,00011001010001101,7,4.447656475795414,30.847664441253936,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 7, 2, 4, 5]",8,25268,00101101010001100,7,4.447656475795414,30.84766444125394,3,0,69,25268,00101101010001100,7,4.447656475795414,30.84766444125394,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 7, 2, 5, 4]",8,90804,00101101010001101,8,4.447656475795414,30.993162180416693,3,0,69,90804,00101101010001101,8,4.447656475795414,30.993162180416693,3,0,69,0.0,0.0,2,2,0.7329148365622142
"[6, 3, 1, 0, 7, 4, 2, 5]",4,25236,00101001010001100,6,4.447656475795414,30.702166702091183,3,0,69,25236,00101001010001100,6,4.447656475795414,30.702166702091183,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 7, 4, 5, 2]",4,25244,00111001010001100,7,4.447656475795414,30.84766444125394,3,0,69,25244,00111001010001100,7,4.447656475795414,30.84766444125394,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 7, 5, 2, 4]",4,90772,00101001010001101,7,4.447656475795414,30.84766444125394,3,0,69,90772,00101001010001101,7,4.447656475795414,30.84766444125394,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 0, 7, 5, 4, 2]",4,90780,00111001010001101,8,4.447656475795414,30.99316218041669,3,0,69,90780,00111001010001101,8,4.447656475795414,30.99316218041669,3,0,69,0.0,0.0,1,1,0.7329148365622142
"[6, 3, 1, 2, 0, 4, 5, 7]",2,78386,01001100010011001,7,4.589656475795414,30.847664441253936,2,1,57,78386,01001100010011001,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 0, 4, 7, 5]",2,78394,01011100010011001,8,4.589656475795414,30.99316218041669,2,1,57,78394,01011100010011001,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 0, 5, 4, 7]",2,12850,01001100010011000,6,4.589656475795414,30.702166702091183,2,1,57,12850,01001100010011000,6,4.589656475795414,30.702166702091183,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 0, 5, 7, 4]",2,12858,01011100010011000,7,4.589656475795414,30.847664441253936,2,1,57,12858,01011100010011000,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 0, 7, 4, 5]",4,12978,01001101010011000,7,4.589656475795414,30.84766444125394,2,1,57,12978,01001101010011000,7,4.589656475795414,30.84766444125394,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 0, 7, 5, 4]",4,78514,01001101010011001,8,4.589656475795414,30.99316218041669,2,1,57,78514,01001101010011001,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 4, 0, 5, 7]",2,78390,01101100010011001,8,4.589656475795414,30.99316218041669,2,1,57,78390,01101100010011001,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 4, 0, 7, 5]",2,78398,01111100010011001,9,4.589656475795414,31.138659919579446,2,1,57,78398,01111100010011001,9,4.589656475795414,31.138659919579446,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 4, 5, 0, 7]",4,12818,01001000010011000,5,4.589656475795414,30.556668962928427,2,1,57,12818,01001000010011000,5,4.589656475795414,30.556668962928427,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 4, 5, 7, 0]",4,12826,01011000010011000,6,4.589656475795414,30.702166702091183,2,1,57,12826,01011000010011000,6,4.589656475795414,30.702166702091183,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 4, 7, 0, 5]",2,12946,01001001010011000,6,4.589656475795414,30.702166702091183,2,1,57,12946,01001001010011000,6,4.589656475795414,30.702166702091183,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 4, 7, 5, 0]",2,12954,01011001010011000,7,4.589656475795414,30.84766444125394,2,1,57,12954,01011001010011000,7,4.589656475795414,30.84766444125394,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 5, 0, 4, 7]",2,12854,01101100010011000,7,4.589656475795414,30.847664441253936,2,1,57,12854,01101100010011000,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 5, 0, 7, 4]",2,12862,01111100010011000,8,4.589656475795414,30.99316218041669,2,1,57,12862,01111100010011000,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 5, 4, 0, 7]",4,78354,01001000010011001,6,4.589656475795414,30.702166702091183,2,1,57,78354,01001000010011001,6,4.589656475795414,30.702166702091183,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 5, 4, 7, 0]",4,78362,01011000010011001,7,4.589656475795414,30.84766444125394,2,1,57,78362,01011000010011001,7,4.589656475795414,30.84766444125394,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 5, 7, 0, 4]",2,78482,01001001010011001,7,4.589656475795414,30.847664441253936,2,1,57,78482,01001001010011001,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 5, 7, 4, 0]",2,78490,01011001010011001,8,4.589656475795414,30.99316218041669,2,1,57,78490,01011001010011001,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 7, 0, 4, 5]",4,12982,01101101010011000,8,4.589656475795414,30.99316218041669,2,1,57,12982,01101101010011000,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 7, 0, 5, 4]",4,78518,01101101010011001,9,4.589656475795414,31.138659919579446,2,1,57,78518,01101101010011001,9,4.589656475795414,31.138659919579446,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 2, 7, 4, 0, 5]",2,12950,01101001010011000,7,4.589656475795414,30.847664441253936,2,1,57,12950,01101001010011000,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 7, 4, 5, 0]",2,12958,01111001010011000,8,4.589656475795414,30.993162180416693,2,1,57,12958,01111001010011000,8,4.589656475795414,30.993162180416693,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 7, 5, 0, 4]",2,78486,01101001010011001,8,4.589656475795414,30.99316218041669,2,1,57,78486,01101001010011001,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 2, 7, 5, 4, 0]",2,78494,01111001010011001,9,4.589656475795414,31.138659919579446,2,1,57,78494,01111001010011001,9,4.589656475795414,31.138659919579446,2,1,57,0.0,0.0,1,1,0.5909148365622139
"[6, 3, 1, 4, 0, 2, 5, 7]",1,83572,00101110011000101,8,5.180571312357628,30.99316218041669,1,3,28,83572,00101110011000101,8,5.180571312357628,30.99316218041669,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 0, 2, 7, 5]",1,83580,00111110011000101,9,5.180571312357628,31.138659919579446,1,3,28,83580,00111110011000101,9,5.180571312357628,31.138659919579446,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 0, 5, 2, 7]",5,83540,00101010011000101,7,5.180571312357628,30.84766444125394,1,3,28,8978,01001000110001000,5,4.589656475795414,30.556668962928427,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 0, 5, 7, 2]",5,83548,00111010011000101,8,5.180571312357628,30.993162180416693,1,3,28,8986,01011000110001000,6,4.589656475795414,30.702166702091183,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 0, 7, 2, 5]",4,9106,01001001110001000,6,4.589656475795414,30.702166702091183,2,1,57,9106,01001001110001000,6,4.589656475795414,30.702166702091183,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 0, 7, 5, 2]",4,9114,01011001110001000,7,4.589656475795414,30.84766444125394,2,1,57,9114,01011001110001000,7,4.589656475795414,30.84766444125394,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 2, 0, 5, 7]",1,83568,00001110011000101,7,5.180571312357628,30.847664441253936,1,3,28,83568,00001110011000101,7,5.180571312357628,30.847664441253936,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 2, 0, 7, 5]",1,83576,00011110011000101,8,5.180571312357628,30.99316218041669,1,3,28,83576,00011110011000101,8,5.180571312357628,30.99316218041669,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 2, 5, 0, 7]",4,13074,01001000110011000,6,4.589656475795414,30.70216670209118,2,1,57,13074,01001000110011000,6,4.589656475795414,30.70216670209118,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 2, 5, 7, 0]",4,13082,01011000110011000,7,4.589656475795414,30.847664441253936,2,1,57,13082,01011000110011000,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 2, 7, 0, 5]",5,83704,00011111011000101,9,5.180571312357628,31.138659919579446,1,3,28,13202,01001001110011000,7,4.589656475795414,30.847664441253933,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 2, 7, 5, 0]",5,83696,00001111011000101,8,5.180571312357628,30.99316218041669,1,3,28,13210,01011001110011000,8,4.589656475795414,30.99316218041669,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 5, 0, 2, 7]",5,83536,00001010011000101,6,5.180571312357628,30.702166702091183,1,3,28,8982,01101000110001000,6,4.589656475795414,30.702166702091183,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 5, 0, 7, 2]",5,83544,00011010011000101,7,5.180571312357628,30.84766444125394,1,3,28,8990,01111000110001000,7,4.589656475795414,30.847664441253936,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 5, 2, 0, 7]",4,13078,01101000110011000,7,4.589656475795414,30.847664441253936,2,1,57,13078,01101000110011000,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 5, 2, 7, 0]",4,13086,01111000110011000,8,4.589656475795414,30.99316218041669,2,1,57,13086,01111000110011000,8,4.589656475795414,30.99316218041669,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 5, 7, 0, 2]",1,83672,00011011011000101,8,5.180571312357628,30.99316218041669,1,3,28,83672,00011011011000101,8,5.180571312357628,30.99316218041669,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 5, 7, 2, 0]",1,83664,00001011011000101,7,5.180571312357628,30.84766444125394,1,3,28,83664,00001011011000101,7,5.180571312357628,30.84766444125394,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 7, 0, 2, 5]",4,9110,01101001110001000,7,4.589656475795414,30.84766444125394,2,1,57,9110,01101001110001000,7,4.589656475795414,30.84766444125394,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 7, 0, 5, 2]",4,9118,01111001110001000,8,4.589656475795414,30.993162180416693,2,1,57,9118,01111001110001000,8,4.589656475795414,30.993162180416693,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 4, 7, 2, 0, 5]",5,83708,00111111011000101,10,5.180571312357628,31.284157658742203,1,3,28,13206,01101001110011000,8,4.589656475795414,30.99316218041669,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 7, 2, 5, 0]",5,83700,00101111011000101,9,5.180571312357628,31.138659919579446,1,3,28,13214,01111001110011000,9,4.589656475795414,31.138659919579446,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 4, 7, 5, 0, 2]",1,83676,00111011011000101,9,5.180571312357628,31.138659919579446,1,3,28,83676,00111011011000101,9,5.180571312357628,31.138659919579446,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 4, 7, 5, 2, 0]",1,83668,00101011011000101,8,5.180571312357628,30.993162180416693,1,3,28,83668,00101011011000101,8,5.180571312357628,30.993162180416693,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 5, 0, 2, 4, 7]",1,18036,00101110011000100,7,5.180571312357628,30.84766444125394,1,3,28,18036,00101110011000100,7,5.180571312357628,30.84766444125394,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 5, 0, 2, 7, 4]",1,18044,00111110011000100,8,5.180571312357628,30.993162180416693,1,3,28,18044,00111110011000100,8,5.180571312357628,30.993162180416693,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 5, 0, 4, 2, 7]",5,18004,00101010011000100,6,5.180571312357628,30.702166702091183,1,3,28,74514,01001000110001001,6,4.589656475795414,30.702166702091183,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 5, 0, 4, 7, 2]",5,18012,00111010011000100,7,5.180571312357628,30.84766444125394,1,3,28,74522,01011000110001001,7,4.589656475795414,30.84766444125394,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
"[6, 3, 1, 5, 0, 7, 2, 4]",4,74642,01001001110001001,7,4.589656475795414,30.84766444125394,2,1,57,74642,01001001110001001,7,4.589656475795414,30.84766444125394,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 5, 0, 7, 4, 2]",4,74650,01011001110001001,8,4.589656475795414,30.993162180416693,2,1,57,74650,01011001110001001,8,4.589656475795414,30.993162180416693,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 5, 2, 0, 4, 7]",1,18032,00001110011000100,6,5.180571312357628,30.702166702091183,1,3,28,18032,00001110011000100,6,5.180571312357628,30.702166702091183,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 5, 2, 0, 7, 4]",1,18040,00011110011000100,7,5.180571312357628,30.84766444125394,1,3,28,18040,00011110011000100,7,5.180571312357628,30.84766444125394,1,3,28,0.0,0.0,1,1,0.0
"[6, 3, 1, 5, 2, 4, 0, 7]",4,78610,01001000110011001,7,4.589656475795414,30.847664441253936,2,1,57,78610,01001000110011001,7,4.589656475795414,30.847664441253936,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 5, 2, 4, 7, 0]",4,78618,01011000110011001,8,4.589656475795414,30.993162180416693,2,1,57,78618,01011000110011001,8,4.589656475795414,30.993162180416693,2,1,57,0.0,0.0,2,2,0.5909148365622139
"[6, 3, 1, 5, 2, 7, 0, 4]",5,18168,00011111011000100,8,5.180571312357628,30.993162180416693,1,3,28,78738,01001001110011001,8,4.589656475795414,30.99316218041669,2,1,57,0.5909148365622139,11.406364297170425,2,2,0.5909148365622139
